"","Date","concentrations.SRP","Flow"
"1",2009-07-08,0.002,18
"2",2009-07-15,0.007,3.5
"3",2009-07-22,0.005,38
"4",2009-07-29,0.004,3.2
"5",2009-08-05,0.008,69
"6",2009-08-12,0.006,33
"7",2009-08-19,0.004,7.4
"8",2009-08-20,0.011,245
"9",2009-08-26,0.003,36
"10",2009-09-02,0.004,64
"11",2009-09-05,0.007,249
"12",2009-09-09,0.007,111
"13",2009-09-09,0.013,111
"14",2009-09-16,0.014,723
"15",2009-09-17,0.011,1020
"16",2009-09-22,0.031,10200
"17",2009-09-29,0.004,370
"18",2009-10-07,0.011,150
"19",2009-10-09,0.078,22800
"20",2009-10-14,0.026,2950
"21",2009-10-21,0.004,502
"22",2009-10-28,0.015,1550
"23",2009-11-04,0.0065,797
"24",2009-11-11,0.002,330
"25",2009-11-18,0.005,564
"26",2009-11-24,0.005,368
"27",2009-12-02,0.002,267
"28",2009-12-09,0.002,264
"29",2009-12-16,0.003,188
"30",2009-12-22,0.002,141
"31",2009-12-31,0.005,712
"32",2010-01-06,0.006,386
"33",2010-01-13,0.002,222
"34",2010-01-20,0.002,211
"35",2010-01-27,0.002,805
"36",2010-02-04,0.002,1820
"37",2010-02-11,0.005,844
"38",2010-02-17,0.003,529
"39",2010-02-24,0.002,759
"40",2010-03-03,0.004,372
"41",2010-03-10,0.008,309
"42",2010-03-17,0.002,218
"43",2010-03-23,0.025,3770
"44",2010-03-31,0.002,791
"45",2010-04-07,0.002,778
"46",2010-04-14,0.002,316
"47",2010-04-21,0.002,171
"48",2010-04-24,0.001,585
"49",2010-04-28,0.002,258
"50",2010-05-05,0.006,183
"51",2010-05-12,0.002,391
"52",2010-05-13,0.009,721
"53",2010-05-14,0.021,2700
"54",2010-05-15,0.033,7540
"55",2010-05-15,0.048,7540
"56",2010-05-17,0.018,2930
"57",2010-05-26,0.0085,986
"58",2010-06-02,0.004,234
"59",2010-06-09,0.008,116
"60",2010-06-16,0.004,116
"61",2010-06-24,0.009,46
"62",2010-07-08,0.006,32
"63",2010-07-13,0.043,4710
"64",2010-07-22,0.004,103
"65",2010-07-28,0.003,61
"66",2010-08-05,0.007,9.3
"67",2010-08-10,0.003,5
"68",2010-08-19,0.005,1.5
"69",2010-08-26,0.0065,1.7
"70",2010-09-01,0.003,4.5
"71",2010-09-09,0.005,1990
"72",2010-09-16,0.01,502
"73",2010-09-22,0.001,90
"74",2010-09-29,0.004,56
"75",2010-10-06,0.013,18
"76",2010-10-14,0.004,13
"77",2010-10-20,0.002,32
"78",2010-10-27,0.008,32
"79",2010-11-02,0.006,21
"80",2010-11-10,0.005,21
"81",2010-11-17,0.007,22
"82",2010-11-30,0.008,249
"83",2010-12-07,0.004,114
"84",2010-12-14,0.003,61
"85",2010-12-19,0.009,46
"86",2011-01-05,0.004,222
"87",2011-01-11,0.006,111
"88",2011-01-18,0.002,67
"89",2011-01-25,0.005,56
"90",2011-02-04,0.012,230
"91",2011-02-08,0.007,393
"92",2011-02-14,0.005,1240
"93",2011-02-25,0.034,1900
"94",2011-02-28,0.026,1570
"95",2011-03-04,0.014,685
"96",2011-03-14,0.009,957
"97",2011-03-29,0.004,400
"98",2011-04-06,0.007,580
"99",2011-04-11,0.007,3100
"100",2011-04-22,0.009,1130
"101",2011-04-23,0.013,3590
"102",2011-04-25,0.029,36600
"103",2011-04-26,0.03,20900
"104",2011-05-12,0.005,708
"105",2011-05-19,0.003,579
"106",2011-05-24,0.052,18500
"107",2011-06-08,0.002,197
"108",2011-06-15,0.01,92
"109",2011-07-15,0.002,4.7
"110",2011-07-21,0.002,1.3
"111",2011-07-29,0.002,1.3
"112",2011-08-03,0.002,0.36
"113",2011-08-11,0.002,43
"114",2011-08-18,0.005,13
"115",2011-09-01,0.003,1.9
"116",2011-09-08,0.002,0.87
"117",2011-09-16,0.005,0.82
"118",2011-09-19,0.006,64
"119",2011-09-30,0.003,3.3
"120",2011-10-06,0.001,2.9
"121",2011-10-12,0.007,70
"122",2011-10-26,0.002,3.9
"123",2011-11-03,0.007,17
"124",2011-11-08,0.012,5160
"125",2011-11-17,0.008,215
"126",2011-12-01,0.008,377
"127",2011-12-08,0.003,693
"128",2011-12-15,0.032,3840
"129",2012-01-05,0.012,177
"130",2012-01-11,0.006,820
"131",2012-01-19,0.001,234
"132",2012-01-25,0.043,4390
"133",2012-02-02,0.0025,582
"134",2012-02-04,0.058,3050
"135",2012-02-16,0.004,769
"136",2012-03-01,0.005,266
"137",2012-03-12,0.006,2380
"138",2012-03-20,0.028,8820
"139",2012-03-29,0.002,792
"140",2012-04-12,0.004,189
"141",2012-04-15,0.002,187
"142",2012-04-26,0.002,64
"143",2012-05-01,0.002,93
"144",2012-05-10,0.004,21
"145",2012-05-16,0.004,10
"146",2012-05-24,0.002,5.7
"147",2012-06-01,0.008,4.9
"148",2012-06-05,0.005,72
"149",2012-06-14,0.003,2.4
"150",2012-06-21,0.002,1.2
"151",2012-06-28,0.006,0.36
"152",2012-07-12,0.002,1.4
"153",2012-07-19,0.001,0.07
"154",2012-08-02,0.002,0.74
"155",2012-08-15,0.004,1.2
"156",2012-08-17,0.001,32
"157",2012-08-20,0.005,1.2
"158",2012-08-29,0.007,2.1
"159",2012-09-05,0.003,0.14
"160",2012-09-11,0.005,0.63
"161",2012-09-25,0.002,0.41
"162",2012-10-01,0.005,1.4
"163",2012-10-09,0.005,1.6
"164",2012-10-15,0.025,15
"165",2012-10-24,0.002,21
"166",2012-10-31,0.01,9.4
"167",2012-11-07,0.006,6.7
"168",2012-11-14,0.007,7.6
"169",2012-11-28,0.001,7.1
"170",2012-12-05,0.005,17
"171",2012-12-12,0.005,7.4
"172",2013-01-04,0.002,68
"173",2013-01-10,0.002,45
"174",2013-01-15,0.001,297
"175",2013-01-23,0.002,67
"176",2013-01-30,0.012,4880
"177",2013-02-06,0.0015,275
"178",2013-02-11,0.003,952
"179",2013-02-20,0.001,350
"180",2013-02-27,0.001,883
"181",2013-03-06,0.001,296
"182",2013-03-10,0.008,2800
"183",2013-03-19,0.003,414
"184",2013-03-29,0.006,1260
"185",2013-04-03,0.0115,2220
"186",2013-04-11,0.008,1250
"187",2013-04-18,0.024,1730
"188",2013-04-24,0.005,610
"189",2013-04-27,0.013,2470
"190",2013-05-10,0.011,2620
"191",2013-05-21,0.013,4740
"192",2013-05-21,0.032,4740
"193",2013-05-30,0.005,546
"194",2013-06-06,0.005,762
"195",2013-06-12,0.002,222
"196",2013-06-25,0.003,34
"197",2013-07-08,0.002,5.2
"198",2013-07-19,0.006,4.7
"199",2013-07-31,0.005,19
"200",2013-08-07,0.006,14
"201",2013-08-08,0.005,384
"202",2013-08-13,0.009,1690
"203",2013-08-20,0.003,141
"204",2013-08-28,0.002,8.7
"205",2013-09-04,0.011,2.2
"206",2013-09-11,0.006,0.01
"207",2013-09-18,0.005,0.04
"208",2013-09-20,0.036,156
"209",2013-10-02,0.007,0.61
"210",2013-10-05,0.03,367
"211",2013-10-24,0.006,54
"212",2013-10-30,0.003,38
"213",2013-11-06,0.001,677
"214",2013-11-13,0.005,170
"215",2013-11-22,0.006,410
"216",2013-12-02,0.002,87
"217",2013-12-12,0.006,99
"218",2013-12-18,0.009,629
"219",2013-12-21,0.05,5300
"220",2014-01-09,0.014,374
"221",2014-01-10,0.015,1050
"222",2014-01-22,0.005,290
"223",2014-01-28,0.0055,162
"224",2014-02-06,0.007,140
"225",2014-02-12,0.007,108
"226",2014-02-21,0.004,155
"227",2014-02-25,0.003,129
"228",2014-03-07,0.004,630
"229",2014-03-11,0.006,415
"230",2014-03-16,0.038,9150
"231",2014-03-27,0.007,489
"232",2014-04-03,0.006,793
"233",2014-04-04,0.013,3180
"234",2014-04-07,0.029,3820
"235",2014-04-14,0.007,1400
"236",2014-04-22,0.005,521
"237",2014-04-28,0.003,442
"238",2014-05-09,0.004,644
"239",2014-05-13,0.005,1740
"240",2014-05-20,0.003,539
"241",2014-05-28,0.003,193
"242",2014-06-02,0.002,193
"243",2014-06-10,0.005,296
"244",2014-07-01,0.007,117
"245",2014-07-09,0.005,32
"246",2014-07-23,0.005,38
"247",2014-07-29,0.006,12
"248",2014-08-05,0.004,15
"249",2014-08-12,0.007,303
"250",2014-08-19,0.005,49
"251",2014-08-27,0.007,13
"252",2014-09-02,0.008,274
"253",2014-09-10,0.004,21
"254",2014-09-17,0.002,51
"255",2014-09-18,0.008,192
"256",2014-09-24,0.004,29
"257",2014-10-01,0.005,20
"258",2014-10-03,0.004,65
"259",2014-10-08,0.005,19
"260",2014-10-10,0.036,909
"261",2014-10-13,0.044,5050
"262",2014-10-22,0.003,255
"263",2014-10-29,0.003,96
"264",2014-11-04,0.009,292
"265",2014-11-12,0.005,176
"266",2014-11-19,0.004,62
"267",2014-12-05,0.005,181
"268",2014-12-10,0.007,290
"269",2014-12-17,0.007,551
"270",2015-01-04,0.018,1720
"271",2015-01-07,0.004,687
"272",2015-01-14,0.0035,276
"273",2015-01-21,0.003,146
"274",2015-01-28,0.004,85
"275",2015-02-04,0.001,128
"276",2015-02-11,0.005,87
"277",2015-02-25,0.007,298
"278",2015-03-05,0.011,1910
"279",2015-03-10,0.011,2080
"280",2015-03-14,0.024,6960
"281",2015-03-19,0.004,1410
"282",2015-03-26,0.036,3560
"283",2015-04-01,0.005,699
"284",2015-04-13,0.004,385
"285",2015-04-22,0.0075,578
"286",2015-04-24,0.012,583
"287",2015-04-29,0.002,274
"288",2015-05-08,0.02,857
"289",2015-05-11,0.015,13300
"290",2015-06-19,0.031,13000
