"","Date","concentrations.TN","Flow"
"1",2009-07-08,0.34,18
"2",2009-07-29,0.42,3.2
"3",2009-08-05,0.56,69
"4",2009-08-12,0.69,33
"5",2009-08-19,0.45,7.4
"6",2009-08-20,0.68,245
"7",2009-08-26,0.5,36
"8",2009-09-02,0.39,64
"9",2009-09-05,0.47,249
"10",2009-09-09,0.455,111
"11",2009-09-09,0.66,111
"12",2009-09-16,0.38,723
"13",2009-09-17,0.43,1020
"14",2009-09-22,0.97,10200
"15",2009-09-29,0.875,370
"16",2009-10-07,0.68,150
"17",2009-10-09,0.84,22800
"18",2009-10-14,0.69,2950
"19",2009-10-21,0.68,502
"20",2009-10-28,0.47,1550
"21",2009-11-04,0.5,797
"22",2009-11-11,0.37,330
"23",2009-11-18,0.48,564
"24",2009-11-24,0.37,368
"25",2009-12-02,0.28,267
"26",2009-12-09,0.28,264
"27",2009-12-16,0.29,188
"28",2009-12-22,0.26,141
"29",2009-12-31,0.53,712
"30",2010-01-06,0.48,386
"31",2010-01-13,0.56,222
"32",2010-01-20,0.44,211
"33",2010-01-27,0.65,805
"34",2010-02-04,0.64,1820
"35",2010-02-11,0.62,844
"36",2010-02-17,0.6,529
"37",2010-02-24,0.56,759
"38",2010-03-03,0.51,372
"39",2010-03-10,0.52,309
"40",2010-03-17,0.49,218
"41",2010-03-23,0.79,3770
"42",2010-03-31,0.57,791
"43",2010-04-07,0.37,778
"44",2010-04-14,0.42,316
"45",2010-04-21,0.34,171
"46",2010-04-24,0.42,585
"47",2010-04-28,0.46,258
"48",2010-05-05,0.52,183
"49",2010-05-12,0.44,391
"50",2010-05-13,0.56,721
"51",2010-05-14,0.79,2700
"52",2010-05-15,0.71,7540
"53",2010-05-15,0.87,7540
"54",2010-05-17,0.59,2930
"55",2010-05-26,0.57,986
"56",2010-06-02,0.29,234
"57",2010-06-09,0.34,116
"58",2010-06-16,0.39,116
"59",2010-06-24,0.28,46
"60",2010-07-08,0.29,32
"61",2010-07-13,0.79,4710
"62",2010-07-22,0.38,103
"63",2010-07-28,0.33,61
"64",2010-08-05,0.29,9.3
"65",2010-08-10,0.24,5
"66",2010-08-19,0.22,1.5
"67",2010-08-26,0.345,1.7
"68",2010-09-01,0.32,4.5
"69",2010-09-09,0.66,1990
"70",2010-09-16,1.13,502
"71",2010-09-22,0.67,90
"72",2010-09-29,0.51,56
"73",2010-10-06,0.43,18
"74",2010-10-14,0.41,13
"75",2010-10-20,0.325,32
"76",2010-10-27,0.52,32
"77",2010-11-02,0.31,21
"78",2010-11-10,0.32,21
"79",2010-11-17,0.29,22
"80",2010-11-30,0.54,249
"81",2010-12-07,0.61,114
"82",2010-12-14,0.6,61
"83",2010-12-19,0.55,46
"84",2011-01-05,0.81,222
"85",2011-01-11,0.79,111
"86",2011-01-18,0.73,67
"87",2011-01-25,0.635,56
"88",2011-02-04,0.55,230
"89",2011-02-08,0.59,393
"90",2011-02-14,0.9,1240
"91",2011-02-25,1.01,1900
"92",2011-02-28,1.18,1570
"93",2011-03-04,0.82,685
"94",2011-03-14,0.76,957
"95",2011-03-29,0.47,400
"96",2011-04-06,0.39,580
"97",2011-04-11,0.44,3100
"98",2011-04-22,0.62,1130
"99",2011-04-23,0.62,3590
"100",2011-04-25,0.72,36600
"101",2011-04-26,1.39,20900
"102",2011-05-12,0.55,708
"103",2011-05-19,0.39,579
"104",2011-05-24,0.73,18500
"105",2011-06-08,0.25,197
"106",2011-06-15,0.44,92
"107",2011-07-15,0.24,4.7
"108",2011-07-21,0.23,1.3
"109",2011-07-29,0.28,1.3
"110",2011-08-03,0.22,0.36
"111",2011-08-11,0.37,43
"112",2011-08-18,1.61,13
"113",2011-09-01,0.56,1.9
"114",2011-09-08,0.34,0.87
"115",2011-09-16,0.45,0.82
"116",2011-09-19,1.24,64
"117",2011-09-30,0.65,3.3
"118",2011-10-06,0.5,2.9
"119",2011-10-12,0.36,70
"120",2011-10-26,0.54,3.9
"121",2011-11-03,0.41,17
"122",2011-11-08,0.96,5160
"123",2011-11-17,2.73,215
"124",2011-12-01,1.58,377
"125",2011-12-08,1.42,693
"126",2011-12-15,1.57,3840
"127",2012-01-05,1,177
"128",2012-01-11,0.87,820
"129",2012-01-19,0.76,234
"130",2012-01-25,1.33,4390
"131",2012-02-02,0.98,582
"132",2012-02-04,1.25,3050
"133",2012-02-16,0.87,769
"134",2012-03-01,0.72,266
"135",2012-03-12,0.6,2380
"136",2012-03-20,0.985,8820
"137",2012-03-29,0.765,792
"138",2012-04-12,0.46,189
"139",2012-04-15,0.44,187
"140",2012-04-26,0.39,64
"141",2012-05-01,0.47,93
"142",2012-05-10,0.36,21
"143",2012-05-16,0.31,10
"144",2012-05-24,0.31,5.7
"145",2012-06-01,0.37,4.9
"146",2012-06-05,0.51,72
"147",2012-06-14,0.68,2.4
"148",2012-06-21,0.39,1.2
"149",2012-06-28,0.38,0.36
"150",2012-07-12,0.49,1.4
"151",2012-07-19,0.35,0.07
"152",2012-08-02,0.54,0.74
"153",2012-08-15,0.43,1.2
"154",2012-08-17,0.73,32
"155",2012-08-20,0.56,1.2
"156",2012-08-29,0.86,2.1
"157",2012-09-05,0.47,0.14
"158",2012-09-11,0.94,0.63
"159",2012-09-25,0.52,0.41
"160",2012-10-01,0.41,1.4
"161",2012-10-09,0.45,1.6
"162",2012-10-15,0.87,15
"163",2012-10-24,0.81,21
"164",2012-10-31,0.645,9.4
"165",2012-11-07,0.57,6.7
"166",2012-11-14,0.49,7.6
"167",2012-11-28,0.48,7.1
"168",2012-12-05,0.68,17
"169",2012-12-12,0.52,7.4
"170",2013-01-04,0.48,68
"171",2013-01-10,0.41,45
"172",2013-01-15,0.56,297
"173",2013-01-23,0.87,67
"174",2013-01-30,1.67,4880
"175",2013-02-06,1.505,275
"176",2013-02-11,1.23,952
"177",2013-02-20,0.95,350
"178",2013-02-27,1.03,883
"179",2013-03-06,0.99,296
"180",2013-03-10,1.31,2800
"181",2013-03-19,0.95,414
