Date,Flow
2014-12-18,1380
2014-12-19,
2014-12-20,765
2014-12-21,634
2014-12-22,557
2014-12-23,
2014-12-24,
2014-12-25,394
2014-12-26,346
2014-12-27,333
2014-12-28,342
2014-12-29,321
2014-12-30,287
2014-12-31,258
2015-01-01,242
2015-01-02,276
2015-01-03,1970
2015-01-04,1720
2015-01-05,1100
2015-01-06,859
2015-01-07,687
2015-01-08,550
2015-01-09,478
2015-01-10,408
2015-01-11,370
2015-01-12,350
2015-01-13,314
2015-01-14,276
2015-01-15,
2015-01-16,
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,
2015-01-21,146
2015-01-22,132
2015-01-23,121
2015-01-24,111
2015-01-25,104
2015-01-26,101
2015-01-27,90
2015-01-28,85
2015-01-29,74
2015-01-30,71
2015-01-31,69
2015-02-01,90
2015-02-02,143
2015-02-03,145
2015-02-04,128
2015-02-05,122
2015-02-06,115
2015-02-07,107
2015-02-08,103
2015-02-09,100
2015-02-10,97
2015-02-11,87
2015-02-12,83
2015-02-13,77
2015-02-14,71
2015-02-15,70
2015-02-16,92
2015-02-17,91
2015-02-18,
2015-02-19,
2015-02-20,
2015-02-21,317
2015-02-22,444
2015-02-23,355
2015-02-24,308
2015-02-25,298
2015-02-26,281
2015-02-27,247
2015-02-28,233
2015-03-01,
2015-03-02,345
2015-03-03,
2015-03-04,
2015-03-05,1910
2015-03-06,1450
2015-03-07,1340
2015-03-08,1190
2015-03-09,1050
2015-03-10,2080
2015-03-11,1580
2015-03-12,1250
2015-03-13,2210
2015-03-14,6960
2015-03-15,3210
2015-03-16,2000
2015-03-17,1510
2015-03-18,1390
2015-03-19,1410
2015-03-20,1190
2015-03-21,1010
2015-03-22,883
2015-03-23,790
2015-03-24,690
2015-03-25,646
2015-03-26,3560
2015-03-27,1850
2015-03-28,1340
2015-03-29,1100
2015-03-30,918
2015-03-31,790
2015-04-01,699
2015-04-02,641
2015-04-03,570
2015-04-04,496
2015-04-05,459
2015-04-06,462
2015-04-07,432
2015-04-08,394
2015-04-09,355
2015-04-10,354
2015-04-11,318
2015-04-12,294
2015-04-13,385
2015-04-14,1440
2015-04-15,1190
2015-04-16,1050
2015-04-17,885
2015-04-18,782
2015-04-19,778
2015-04-20,900
2015-04-21,669
2015-04-22,578
2015-04-23,520
2015-04-24,583
2015-04-25,447
2015-04-26,389
2015-04-27,352
2015-04-28,311
2015-04-29,274
2015-04-30,240
2015-05-01,210
2015-05-02,186
2015-05-03,161
2015-05-04,140
2015-05-05,124
2015-05-06,111
2015-05-07,119
2015-05-08,857
2015-05-09,933
2015-05-10,5860
2015-05-11,13300
2015-05-12,3680
2015-05-13,2060
2015-05-14,1570
2015-05-15,1280
2015-05-16,1100
2015-05-17,7760
2015-05-18,3280
2015-05-19,2730
2015-05-20,4090
2015-05-21,3040
2015-05-22,1950
2015-05-23,1590
2015-05-24,7820
2015-05-25,9280
2015-05-26,6520
2015-05-27,2940
2015-05-28,2010
2015-05-29,2470
2015-05-30,6250
2015-05-31,
2015-06-01,
2015-06-02,1580
2015-06-03,1290
2015-06-04,1060
2015-06-05,871
2015-06-06,734
2015-06-07,626
2015-06-08,541
2015-06-09,462
2015-06-10,397
2015-06-11,336
2015-06-12,286
2015-06-13,263
2015-06-14,381
2015-06-15,1670
2015-06-16,4450
2015-06-17,2950
2015-06-18,3050
2015-06-19,13000
2015-06-20,3640
2015-06-21,2080
2015-06-22,1500
2015-06-23,1170
2015-06-24,934
2015-06-25,768
2015-06-26,1370
2015-06-27,3440
2015-06-28,1130
2015-06-29,822
2015-06-30,656
