"","TN.Date","TN.Flow","TN.concentrations.TN","lnC","lnQ"
"1",2009-07-08,18,0.34,-1.07880966137193,2.89037175789616
"2",2009-07-29,3.2,0.42,-0.867500567704723,1.16315080980568
"3",2009-08-05,69,0.56,-0.579818495252942,4.23410650459726
"4",2009-08-12,33,0.69,-0.371063681390832,3.49650756146648
"5",2009-08-19,7.4,0.45,-0.798507696217772,2.00148000021012
"6",2009-08-20,245,0.68,-0.385662480811985,5.50125821054473
"7",2009-08-26,36,0.5,-0.693147180559945,3.58351893845611
"8",2009-09-02,64,0.39,-0.941608539858445,4.15888308335967
"9",2009-09-05,249,0.47,-0.755022584278033,5.51745289646471
"10",2009-09-09,111,0.455,-0.787457860031187,4.70953020131233
"11",2009-09-09,111,0.66,-0.415515443961666,4.70953020131233
"12",2009-09-16,723,0.38,-0.967584026261706,6.58340922215876
"13",2009-09-17,1020,0.43,-0.843970070294529,6.92755790627832
"14",2009-09-22,10200,0.97,-0.0304592074847086,9.23014299927236
"15",2009-09-29,370,0.875,-0.133531392624523,5.91350300563827
"16",2009-10-07,150,0.68,-0.385662480811985,5.01063529409626
"17",2009-10-09,22800,0.84,-0.174353387144778,10.0345158149425
"18",2009-10-14,2950,0.69,-0.371063681390832,7.98956044933387
"19",2009-10-21,502,0.68,-0.385662480811985,6.21860011969173
"20",2009-10-28,1550,0.47,-0.755022584278033,7.34601020991329
"21",2009-11-04,797,0.5,-0.693147180559945,6.68085467879022
"22",2009-11-11,330,0.37,-0.994252273343867,5.79909265446053
"23",2009-11-18,564,0.48,-0.7339691750802,6.33505425149806
"24",2009-11-24,368,0.37,-0.994252273343867,5.90808293816893
"25",2009-12-02,267,0.28,-1.27296567581289,5.58724865840025
"26",2009-12-09,264,0.28,-1.27296567581289,5.57594910314632
"27",2009-12-16,188,0.29,-1.23787435600162,5.23644196282995
"28",2009-12-22,141,0.26,-1.34707364796661,4.94875989037817
"29",2009-12-31,712,0.53,-0.63487827243597,6.56807791141198
"30",2010-01-06,386,0.48,-0.7339691750802,5.95583736946483
"31",2010-01-13,222,0.56,-0.579818495252942,5.40267738187228
"32",2010-01-20,211,0.44,-0.82098055206983,5.35185813347607
"33",2010-01-27,805,0.65,-0.430782916092454,6.69084227741856
"34",2010-02-04,1820,0.64,-0.446287102628419,7.50659178007084
"35",2010-02-11,844,0.62,-0.478035800943,6.73815249459596
"36",2010-02-17,529,0.6,-0.510825623765991,6.2709884318583
"37",2010-02-24,759,0.56,-0.579818495252942,6.63200177739563
"38",2010-03-03,372,0.51,-0.673344553263766,5.91889385427315
"39",2010-03-10,309,0.52,-0.653926467406664,5.73334127689775
"40",2010-03-17,218,0.49,-0.713349887877465,5.38449506278909
"41",2010-03-23,3770,0.79,-0.23572233352107,8.23483028044206
"42",2010-03-31,791,0.57,-0.562118918153541,6.67329796776765
"43",2010-04-07,778,0.37,-0.994252273343867,6.65672652417839
"44",2010-04-14,316,0.42,-0.867500567704723,5.75574221358691
"45",2010-04-21,171,0.34,-1.07880966137193,5.14166355650266
"46",2010-04-24,585,0.42,-0.867500567704723,6.37161184723186
"47",2010-04-28,258,0.46,-0.776528789498996,5.55295958492162
"48",2010-05-05,183,0.52,-0.653926467406664,5.20948615284142
"49",2010-05-12,391,0.44,-0.82098055206983,5.96870755998537
"50",2010-05-13,721,0.56,-0.579818495252942,6.58063913728495
