"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.4,0.150607612892657,5,0.75,0.159338556257436,5,0.45,0.123734409448757,5,0.9,0.129476969821995,5,0.9,0.0867555797182227,5,0.65,0.126748988644679,5,0.8,0.188289833035376
"2",6,0.55,0.132310704211638,6,0.7,0.133340135880892,6,0.5,0.0978806019847547,6,0.9,0.115723103720449,6,0.9,0.0783047422131075,6,0.6,0.103159278471177,6,0.8,0.167542257843403
"3",7,0.5,0.134148866440783,7,0.7,0.150404217266101,7,0.5,0.0908070391949156,7,0.9,0.148258599227492,7,0.9,0.087271567710293,7,0.7,0.115745145796747,7,0.8,0.177844233610684
"4",8,0.65,0.126232697339283,8,0.6,0.147527237194647,8,0.45,0.104398178105926,8,0.9,0.145829786157054,8,0.9,0.0736857641389074,8,0.7,0.107380688416949,8,0.85,0.162556112760851
"5",9,0.4,0.121340304053332,9,0.7,0.14321384039831,9,0.45,0.10546302185881,9,0.9,0.081597568991399,9,0.9,0.0837635155101088,9,0.7,0.120526057814254,9,0.85,0.188930934362755
"6",10,0.45,0.135736840231082,10,0.8,0.138759077658556,10,0.45,0.0787400787401181,10,0.9,0.143003496460751,10,0.9,0.0750849858629594,10,0.6,0.100691486781178,10,0.8,0.141020334327634
"7",11,0.5,0.138136282898669,11,0.7,0.136277028773849,11,0.4,0.0846903121944407,11,0.9,0.0794689003475509,11,0.9,0.0709196153171652,11,0.65,0.114468603662707,11,0.85,0.173937004782344
"8",12,0.45,0.123093626221371,12,0.7,0.139151950421553,12,0.5,0.0869200899724358,12,0.9,0.0885022771527631,12,0.9,0.0806921587875546,12,0.6,0.100107085520599,12,0.85,0.149232731541258
"9",13,0.35,0.142298909313588,13,0.7,0.12699027762882,13,0.45,0.0758354825142114,13,0.9,0.0789212989539036,13,0.9,0.0600679886903676,13,0.7,0.109846832137355,13,0.8,0.175673630604584
"10",14,0.45,0.113371342165866,14,0.75,0.146440766042737,14,0.6,0.102623743125367,14,0.9,0.106118916738704,14,0.9,0.0566136206298125,14,0.7,0.114557712039631,14,0.8,0.175963818173289
"11",15,0.45,0.125095881594226,15,0.65,0.127871108574859,15,0.45,0.093071181887624,15,0.9,0.0813219853798618,15,0.9,0.046958514039696,15,0.6,0.102519286388624,15,0.8,0.172034642927949
"12",16,0.4,0.12536070406012,16,0.7,0.114682347448622,16,0.45,0.0990825259002591,16,0.9,0.0385449644663773,16,0.9,0.0568653978214147,16,0.6,0.0936776932043143,16,0.8,0.161422250192292
"13",17,0.45,0.120373568188234,17,0.65,0.125961607367532,17,0.45,0.0896478370842128,17,0.9,0.0977345425953717,17,0.9,0.042570469787861,17,0.7,0.084972984902646,17,0.8,0.176403989033522
"14",18,0.4,0.116588409127396,18,0.7,0.137855292363598,18,0.6,0.0960495195411286,18,0.9,0.067943554003395,18,0.9,0.0519418827505653,18,0.7,0.0888474960312355,18,0.85,0.144292786248188
"15",19,0.45,0.138961160334939,19,0.75,0.138729659292261,19,0.45,0.081597568991399,19,0.9,0.0613537750614069,19,0.9,0.0573656371578893,19,0.6,0.0973946317089103,19,0.8,0.16952514713223
"16",20,0.4,0.123639535318916,20,0.7,0.144405890546369,20,0.6,0.0979170827896788,20,0.9,0.115175110689979,20,0.9,0.0527701987636111,20,0.6,0.100224238381659,20,0.8,0.168595639907793
"17",21,0.45,0.115175110689979,21,0.75,0.119454542630668,21,0.55,0.0831092224554102,21,0.9,0.00989743318610786,21,0.9,0.0381190401832181,21,0.6,0.0976718788514245,21,0.8,0.163507473460851
"18",22,0.45,0.121066687644219,22,0.75,0.129319253739554,22,0.4,0.0887843063904004,22,0.9,0.0659390565876816,22,0.9,0.0271991896637996,22,0.6,0.113281300580566,22,0.8,0.127779305916131
"19",23,0.7,0.143573205390569,23,0.7,0.109400033578326,23,0.45,0.0916125381312904,23,0.9,0.0908519764928263,23,0.9,0.0553283335172488,23,0.6,0.0880630571852711,23,0.85,0.161690684799776
"20",24,0.5,0.120864234847643,24,0.75,0.115245965886278,24,0.45,0.0894655332105782,24,0.9,0.00989743318610786,24,0.9,0.0517549169506766,24,0.6,0.0909361740733688,24,0.85,0.158375039261951
"21",25,0.35,0.14228815258955,25,0.75,0.120813568639234,25,0.45,0.0844006480292367,25,0.9,0.00989743318610786,25,0.9,0.0464670170494017,25,0.6,0.0983589843172364,25,0.85,0.172626765016321
"22",26,0.45,0.126672484649773,26,0.75,0.12857539676416,26,0.45,0.087037406924159,26,0.9,0.0151522881682831,26,0.9,0.0406704024156764,26,0.6,0.0975464305981976,26,0.8,0.192258329614408
"23",27,0.45,0.122395311368116,27,0.7,0.105274180411079,27,0.45,0.0777555037752759,27,0.9,0.0309047252182628,27,0.9,0.0465218842512394,27,0.6,0.0808185167709803,27,0.8,0.174951888430237
"24",28,0.45,0.143174647168543,28,0.75,0.107741186485513,28,0.45,0.0802801218184407,28,0.9,0.0282842712474619,28,0.9,0.0506689938599091,28,0.6,0.085618994650124,28,0.8,0.0992625872345155
"25",29,0.45,0.12997644998622,29,0.75,0.121323483939022,29,0.45,0.0778276484107214,29,0.9,0,29,0.9,0.041845195759648,29,0.6,0.102623743125367,29,0.85,0.180419013433073
"26",30,0.45,0.129870422077593,30,0.7,0.11714721246259,30,0.55,0.0862424205483637,30,0.9,0.0599404466354493,30,0.9,0.0604490002618163,30,0.7,0.0882077788230605,30,0.8,0.150472046356438
