"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.5",5,0.55,0.13410702396799,5,0.75,0.147458053530556,5,0.55,0.104001569846865,5,0.9,0.1762303687142,5,0.9,0.074703495533328,5,0.65,0.126587873810718,5,0.8,0.193780856660722
"folds.6",6,0.45,0.141507914251883,6,0.6,0.137455001913428,6,0.6,0.11088236090192,6,0.9,0.142657002660799,6,0.9,0.0869494340500998,6,0.6,0.11625096005748,6,0.8,0.173134370371921
"folds.7",7,0.4,0.136650903355064,7,0.75,0.138979516916879,7,0.55,0.0963677056584702,7,0.9,0.116623412778752,7,0.9,0.0755928946018455,7,0.55,0.110310322939146,7,0.75,0.166442366074536
"folds.8",8,0.45,0.141060126129511,8,0.65,0.146318774166097,8,0.45,0.103455600256776,8,0.9,0.107328410754572,8,0.9,0.0650039245283055,8,0.6,0.119948968741048,8,0.8,0.170760603399816
"folds.9",9,0.45,0.135902125646003,9,0.7,0.13568044690916,9,0.5,0.105118980208143,9,0.9,0.153529894715748,9,0.9,0.0680710912898255,9,0.8,0.110513643076873,9,0.8,0.167822184809654
"folds.10",10,0.4,0.134861985385211,10,0.75,0.133343962161389,10,0.45,0.0913839176669684,10,0.9,0.0894198991687361,10,0.9,0.079179465488863,10,0.6,0.0989743318610787,10,0.8,0.157350512148736
"folds.11",11,0.45,0.110384300865436,11,0.45,0.137858993325848,11,0.6,0.0984782167977948,11,0.9,0.100427656976125,11,0.9,0.0745667759906022,11,0.75,0.110384300865436,11,0.85,0.166748619307077
"folds.12",12,0.45,0.119527129530821,12,0.75,0.129141592914166,12,0.45,0.0992882836255423,12,0.9,0.111798835377819,12,0.9,0.0778604193281746,12,0.6,0.105945692672795,12,0.8,0.177364492684714
"folds.13",13,0.5,0.119133778345426,13,0.8,0.132098448136229,13,0.5,0.0947660922740722,13,0.9,0.0450509915177756,13,0.9,0.0668839994898264,13,0.6,0.0882077788230605,13,0.8,0.151054119238025
"folds.14",14,0.4,0.128967643466198,14,0.75,0.150607612892657,14,0.55,0.0877670850859808,14,0.9,0.117369119465393,14,0.9,0.051863242459061,14,0.6,0.0968324873802429,14,0.8,0.170380726130436
