"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.15",15,0.4,0.12950455038889,15,0.75,0.133950950511212,15,0.45,0.100590095670194,15,0.9,0.0629949787438553,15,0.9,0.0634790661299825,15,0.6,0.096890428330361,15,0.85,0.137858993325848
"folds.16",16,0.35,0.121843827776982,16,0.7,0.118166261285201,16,0.55,0.0865671851859607,16,0.9,0.0886923138192495,16,0.9,0.0553283335172488,16,0.6,0.0931533736394349,16,0.85,0.180817305474846
"folds.17",17,0.4,0.121537766029447,17,0.7,0.126849581499233,17,0.45,0.0925820099772552,17,0.9,0.0980888809775531,17,0.9,0.0502646059593119,17,0.6,0.102300078799818,17,0.8,0.173663996480184
"folds.18",18,0.35,0.133435759977662,18,0.7,0.124605499927752,18,0.45,0.0885771887527875,18,0.9,0.063277813115286,18,0.9,0.0608192370211657,18,0.6,0.0854997314711143,18,0.8,0.158761147768641
"folds.19",19,0.5,0.131277086612203,19,0.7,0.120377806619537,19,0.45,0.0785324578679129,19,0.9,0.0525764749130799,19,0.9,0.0483292280686779,19,0.6,0.101237244094438,19,0.8,0.182901780266048
"folds.20",20,0.4,0.119646588427957,20,0.75,0.14512837385556,20,0.45,0.0970167248362837,20,0.9,0.0615198657146699,20,0.9,0.0442165358301205,20,0.6,0.0970167248362837,20,0.85,0.16621844491082
"folds.21",21,0.65,0.131319830791787,21,0.7,0.124789618877501,21,0.45,0.0816663195883226,21,0.9,0.05823947745897,21,0.9,0.0622781777878209,21,0.6,0.094916719672929,21,0.8,0.142746385636362
"folds.22",22,0.45,0.114285714285714,22,0.75,0.12857539676416,22,0.55,0.0845214620733717,22,0.9,0.0549210936764031,22,0.9,0.0537283416259757,22,0.55,0.0989743318610787,22,0.8,0.159939401789859
"folds.23",23,0.45,0.129319253739554,23,0.7,0.124948969175256,23,0.45,0.0939441866433556,23,0.9,0.0455017380246657,23,0.9,0.0597614304667197,23,0.6,0.0957729031594628,23,0.85,0.167724871897585
"folds.24",24,0.4,0.119931953496088,24,0.75,0.140788595317336,24,0.45,0.0757547061917877,24,0.9,0.051319328419103,24,0.9,0.05473498303048,24,0.55,0.108369172512391,24,0.8,0.176137701233774
"folds.25",25,0.65,0.132868663095002,25,0.75,0.140149337260987,25,0.45,0.0814661567393329,25,0.9,0.0884157618231925,25,0.9,0.0435772829790561,25,0.6,0.10900290203963,25,0.85,0.14511079510892
"folds.26",26,0.4,0.107456683251951,26,0.7,0.121810324283456,26,0.45,0.0915624020512118,26,0.9,0.0490834358360271,26,0.9,0.0480327269384412,26,0.7,0.0873884128124407,26,0.85,0.136277028773849
"folds.27",27,0.65,0.137973673915996,27,0.7,0.107361681303177,27,0.45,0.0858629662869379,27,0.9,0.0432835925929803,27,0.9,0.0562429133857986,27,0.6,0.0896933551562415,27,0.85,0.14560219778561
"folds.28",28,0.7,0.124948969175256,28,0.7,0.120135977380735,28,0.45,0.0941178158761991,28,0.9,0.0231455024943138,28,0.9,0.0517154695997084,28,0.6,0.10283729967323,28,0.8,0.155448659416174
"folds.29",29,0.5,0.11259916264596,29,0.65,0.110476703611288,29,0.45,0.0832993127835043,29,0.9,0.00989743318610786,29,0.9,0.0465657314657332,29,0.7,0.0874817765279706,29,0.85,0.172322076238605
"folds.30",30,0.5,0.117560232065377,30,0.75,0.114285714285714,30,0.6,0.0903733751653412,30,0.9,0.0472617548276379,30,0.9,0.0507193156459335,30,0.6,0.10463249583028,30,0.8,0.157664717883571
