SITE,DATE,EffTP,MDL
NOLAND,2011-12-19,0.11,FALSE
NOLAND,2011-12-20,0.18,FALSE
NOLAND,2011-12-21,0.09,FALSE
NOLAND,2011-12-22,0.11,FALSE
NOLAND,2011-12-25,0.1,FALSE
NOLAND,2011-12-26,0.09,FALSE
NOLAND,2011-12-27,0.1,FALSE
NOLAND,2011-12-28,0.12,FALSE
NOLAND,2011-12-29,0.13,FALSE
NOLAND,2012-01-01,0.14,FALSE
NOLAND,2012-01-02,0.13,FALSE
NOLAND,2012-01-03,0.15,FALSE
NOLAND,2012-01-04,0.21,FALSE
NOLAND,2012-01-05,0.16,FALSE
NOLAND,2012-01-09,0.15,FALSE
NOLAND,2012-01-10,0.23,FALSE
NOLAND,2012-01-11,0.2,FALSE
NOLAND,2012-01-12,0.12,FALSE
NOLAND,2012-01-13,0.14,FALSE
NOLAND,2012-01-23,0.2,FALSE
NOLAND,2012-01-24,0.22,FALSE
NOLAND,2012-01-25,0.16,FALSE
NOLAND,2012-01-26,0.13,FALSE
NOLAND,2012-01-27,0.09,FALSE
NOLAND,2012-01-29,0.12,FALSE
NOLAND,2012-01-30,0.11,FALSE
NOLAND,2012-01-31,0.13,FALSE
NOLAND,2012-02-01,0.03,TRUE
NOLAND,2012-02-02,0.14,FALSE
NOLAND,2012-02-05,0.03,TRUE
NOLAND,2012-02-06,0.09,FALSE
NOLAND,2012-02-07,0.03,TRUE
NOLAND,2012-02-08,0.1,FALSE
NOLAND,2012-02-09,0.16,FALSE
NOLAND,2012-02-12,0.25,FALSE
NOLAND,2012-02-13,0.16,FALSE
NOLAND,2012-02-14,0.12,FALSE
NOLAND,2012-02-15,0.1,FALSE
NOLAND,2012-02-16,0.09,FALSE
NOLAND,2012-02-19,0.15,FALSE
NOLAND,2012-02-20,0.07,FALSE
NOLAND,2012-02-21,0.13,FALSE
NOLAND,2012-02-22,0.28,FALSE
NOLAND,2012-02-23,0.15,FALSE
NOLAND,2012-02-26,0.16,FALSE
NOLAND,2012-02-27,0.2,FALSE
NOLAND,2012-02-28,0.12,FALSE
NOLAND,2012-02-29,0.13,FALSE
NOLAND,2012-03-01,0.15,FALSE
NOLAND,2012-03-04,0.18,FALSE
NOLAND,2012-03-05,0.18,FALSE
NOLAND,2012-03-06,0.17,FALSE
NOLAND,2012-03-07,0.12,FALSE
NOLAND,2012-03-08,0.15,FALSE
NOLAND,2012-03-11,0.1,FALSE
NOLAND,2012-03-12,0.16,FALSE
NOLAND,2012-03-13,0.11,FALSE
NOLAND,2012-03-14,0.13,FALSE
NOLAND,2012-03-15,0.14,FALSE
NOLAND,2012-03-18,0.19,FALSE
NOLAND,2012-03-19,0.2,FALSE
NOLAND,2012-03-20,0.22,FALSE
NOLAND,2012-03-21,0.14,FALSE
NOLAND,2012-03-22,0.03,TRUE
NOLAND,2012-03-25,0.03,TRUE
NOLAND,2012-03-26,0.03,FALSE
NOLAND,2012-03-27,0.09,FALSE
NOLAND,2012-03-28,0.17,FALSE
NOLAND,2012-03-29,0.19,FALSE
NOLAND,2012-04-01,0.19,FALSE
NOLAND,2012-04-02,0.18,FALSE
NOLAND,2012-04-03,0.13,FALSE
NOLAND,2012-04-04,0.14,FALSE
NOLAND,2012-04-05,0.17,FALSE
NOLAND,2012-04-08,0.15,FALSE
NOLAND,2012-04-09,0.15,FALSE
NOLAND,2012-04-10,0.15,FALSE
NOLAND,2012-04-11,0.17,FALSE
NOLAND,2012-04-12,0.31,FALSE
NOLAND,2012-04-15,0.32,FALSE
NOLAND,2012-04-16,0.28,FALSE
NOLAND,2012-04-17,0.29,FALSE
NOLAND,2012-04-18,0.4,FALSE
NOLAND,2012-04-19,0.39,FALSE
NOLAND,2012-04-22,0.26,FALSE
NOLAND,2012-04-23,0.24,FALSE
NOLAND,2012-04-25,0.24,FALSE
NOLAND,2012-04-26,0.33,FALSE
NOLAND,2012-04-27,0.37,FALSE
NOLAND,2012-04-29,0.26,FALSE
NOLAND,2012-04-30,0.37,FALSE
NOLAND,2012-05-01,0.29,FALSE
NOLAND,2012-05-02,0.22,FALSE
NOLAND,2012-05-03,0.25,FALSE
NOLAND,2012-05-06,0.33,FALSE
NOLAND,2012-05-07,0.2,FALSE
NOLAND,2012-05-08,0.19,FALSE
NOLAND,2012-05-09,0.23,FALSE
NOLAND,2012-05-10,0.15,FALSE
NOLAND,2012-05-13,0.19,FALSE
NOLAND,2012-05-14,0.2,FALSE
NOLAND,2012-05-15,0.16,FALSE
NOLAND,2012-05-16,0.23,FALSE
NOLAND,2012-05-17,0.36,FALSE
NOLAND,2012-05-20,0.26,FALSE
NOLAND,2012-05-21,0.23,FALSE
NOLAND,2012-05-22,0.25,FALSE
NOLAND,2012-05-23,0.34,FALSE
NOLAND,2012-05-24,0.47,FALSE
NOLAND,2012-05-27,0.64,FALSE
NOLAND,2012-05-28,0.85,FALSE
NOLAND,2012-05-29,0.82,FALSE
NOLAND,2012-05-30,0.66,FALSE
NOLAND,2012-05-31,0.61,FALSE
NOLAND,2012-06-03,0.23,FALSE
NOLAND,2012-06-04,0.16,FALSE
NOLAND,2012-06-05,0.12,FALSE
NOLAND,2012-06-06,0.13,FALSE
NOLAND,2012-06-07,0.18,FALSE
NOLAND,2012-06-10,0.35,FALSE
NOLAND,2012-06-11,0.45,FALSE
NOLAND,2012-06-12,0.36,FALSE
NOLAND,2012-06-13,0.25,FALSE
NOLAND,2012-06-14,0.21,FALSE
NOLAND,2012-06-17,0.3,FALSE
NOLAND,2012-06-18,0.39,FALSE
NOLAND,2012-06-19,0.24,FALSE
NOLAND,2012-06-20,0.29,FALSE
NOLAND,2012-06-21,0.21,FALSE
NOLAND,2012-06-24,0.28,FALSE
NOLAND,2012-06-25,0.36,FALSE
NOLAND,2012-06-26,0.24,FALSE
NOLAND,2012-06-27,0.28,FALSE
NOLAND,2012-06-28,0.28,FALSE
NOLAND,2012-07-09,0.43,FALSE
NOLAND,2012-07-10,0.25,FALSE
NOLAND,2012-07-11,0.26,FALSE
NOLAND,2012-07-12,0.24,FALSE
NOLAND,2012-07-13,0.23,FALSE
NOLAND,2012-07-15,0.23,FALSE
NOLAND,2012-07-16,0.17,FALSE
NOLAND,2012-07-17,0.35,FALSE
NOLAND,2012-07-18,0.49,FALSE
NOLAND,2012-07-19,0.53,FALSE
NOLAND,2012-07-22,0.6,FALSE
NOLAND,2012-07-23,0.71,FALSE
NOLAND,2012-07-24,0.4,FALSE
NOLAND,2012-07-25,0.4,FALSE
NOLAND,2012-07-26,0.37,FALSE
NOLAND,2012-07-29,0.37,FALSE
NOLAND,2012-07-30,0.26,FALSE
NOLAND,2012-07-31,0.21,FALSE
NOLAND,2012-08-01,0.24,FALSE
NOLAND,2012-08-02,0.39,FALSE
NOLAND,2012-08-05,0.63,FALSE
NOLAND,2012-08-06,0.58,FALSE
NOLAND,2012-08-07,0.41,FALSE
NOLAND,2012-08-08,0.37,FALSE
NOLAND,2012-08-10,0.14,FALSE
NOLAND,2012-08-12,0.21,FALSE
NOLAND,2012-08-13,0.26,FALSE
NOLAND,2012-08-14,0.2,FALSE
NOLAND,2012-08-15,0.22,FALSE
NOLAND,2012-08-16,0.29,FALSE
NOLAND,2012-08-19,0.49,FALSE
NOLAND,2012-08-20,0.63,FALSE
NOLAND,2012-08-21,0.29,FALSE
NOLAND,2012-08-22,0.54,FALSE
NOLAND,2012-08-23,0.49,FALSE
NOLAND,2012-08-26,0.44,FALSE
NOLAND,2012-08-27,0.38,FALSE
NOLAND,2012-08-28,0.25,FALSE
NOLAND,2012-08-29,0.27,FALSE
NOLAND,2012-08-30,0.26,FALSE
NOLAND,2012-09-02,0.38,FALSE
NOLAND,2012-09-03,0.63,FALSE
NOLAND,2012-09-04,0.45,FALSE
NOLAND,2012-09-05,0.25,FALSE
NOLAND,2012-09-06,0.44,FALSE
NOLAND,2012-09-09,0.49,FALSE
NOLAND,2012-09-10,0.46,FALSE
NOLAND,2012-09-11,0.29,FALSE
NOLAND,2012-09-12,0.38,FALSE
NOLAND,2012-09-13,0.28,FALSE
NOLAND,2012-09-16,0.22,FALSE
NOLAND,2012-09-17,0.3,FALSE
NOLAND,2012-09-18,0.35,FALSE
NOLAND,2012-09-19,0.28,FALSE
NOLAND,2012-09-20,0.26,FALSE
NOLAND,2012-09-23,0.38,FALSE
NOLAND,2012-09-24,0.86,FALSE
NOLAND,2012-09-25,0.52,FALSE
NOLAND,2012-09-26,0.25,FALSE
NOLAND,2012-09-27,0.27,FALSE
NOLAND,2012-09-30,0.62,FALSE
NOLAND,2012-10-01,0.66,FALSE
NOLAND,2012-10-02,0.45,FALSE
NOLAND,2012-10-03,0.49,FALSE
NOLAND,2012-10-04,0.53,FALSE
NOLAND,2012-10-07,0.34,FALSE
NOLAND,2012-10-08,0.28,FALSE
NOLAND,2012-10-09,0.25,FALSE
NOLAND,2012-10-10,0.23,FALSE
NOLAND,2012-10-11,0.3,FALSE
NOLAND,2012-10-14,0.15,FALSE
NOLAND,2012-10-15,0.13,FALSE
NOLAND,2012-10-16,0.15,FALSE
NOLAND,2012-10-17,0.16,FALSE
NOLAND,2012-10-18,0.24,FALSE
NOLAND,2012-10-21,0.19,FALSE
NOLAND,2012-10-22,0.14,FALSE
NOLAND,2012-10-23,0.2,FALSE
NOLAND,2012-10-24,0.36,FALSE
NOLAND,2012-10-25,0.23,FALSE
NOLAND,2012-10-28,0.2,FALSE
NOLAND,2012-10-29,0.2,FALSE
NOLAND,2012-10-30,0.22,FALSE
NOLAND,2012-10-31,0.24,FALSE
NOLAND,2012-11-01,0.21,FALSE
NOLAND,2012-11-04,0.23,FALSE
NOLAND,2012-11-05,0.17,FALSE
NOLAND,2012-11-06,0.12,FALSE
NOLAND,2012-11-07,0.2,FALSE
NOLAND,2012-11-08,0.37,FALSE
NOLAND,2012-11-11,0.31,FALSE
NOLAND,2012-11-12,0.16,FALSE
NOLAND,2012-11-13,0.18,FALSE
NOLAND,2012-11-14,0.16,FALSE
NOLAND,2012-11-15,0.12,FALSE
NOLAND,2012-11-18,0.27,FALSE
NOLAND,2012-11-19,0.23,FALSE
NOLAND,2012-11-20,0.22,FALSE
NOLAND,2012-11-21,0.17,FALSE
NOLAND,2012-11-22,0.25,FALSE
NOLAND,2012-11-25,0.18,FALSE
NOLAND,2012-11-26,0.13,FALSE
NOLAND,2012-11-27,0.21,FALSE
NOLAND,2012-11-28,0.16,FALSE
NOLAND,2012-11-29,0.14,FALSE
NOLAND,2012-12-02,0.47,FALSE
NOLAND,2012-12-03,0.37,FALSE
NOLAND,2012-12-04,0.25,FALSE
NOLAND,2012-12-05,0.66,FALSE
NOLAND,2012-12-06,0.31,FALSE
NOLAND,2012-12-09,0.58,FALSE
NOLAND,2012-12-10,0.55,FALSE
NOLAND,2012-12-16,0.23,FALSE
NOLAND,2012-12-17,0.24,FALSE
NOLAND,2012-12-18,0.16,FALSE
NOLAND,2012-12-19,0.33,FALSE
NOLAND,2012-12-20,0.37,FALSE
NOLAND,2012-12-23,0.26,FALSE
NOLAND,2012-12-24,0.28,FALSE
NOLAND,2012-12-25,0.29,FALSE
NOLAND,2012-12-26,0.27,FALSE
NOLAND,2012-12-27,0.33,FALSE
NOLAND,2012-12-30,0.26,FALSE
NOLAND,2012-12-31,0.25,FALSE
NOLAND,2013-01-01,0.25,FALSE
NOLAND,2013-01-02,0.19,FALSE
NOLAND,2013-01-03,0.08,FALSE
NOLAND,2013-01-06,0.1,FALSE
NOLAND,2013-01-07,0.13,FALSE
NOLAND,2013-01-08,0.1,FALSE
NOLAND,2013-01-09,0.23,FALSE
NOLAND,2013-01-10,0.3,FALSE
NOLAND,2013-01-13,0.17,FALSE
NOLAND,2013-01-14,0.19,FALSE
NOLAND,2013-01-15,0.2,FALSE
NOLAND,2013-01-16,0.11,FALSE
NOLAND,2013-01-17,0.12,FALSE
NOLAND,2013-01-20,0.18,FALSE
NOLAND,2013-01-21,0.15,FALSE
NOLAND,2013-01-22,0.13,FALSE
NOLAND,2013-01-23,0.13,FALSE
NOLAND,2013-01-24,0.18,FALSE
NOLAND,2013-01-27,0.23,FALSE
NOLAND,2013-01-28,0.2,FALSE
NOLAND,2013-01-29,0.22,FALSE
NOLAND,2013-01-30,1.23,FALSE
NOLAND,2013-01-31,0.33,FALSE
NOLAND,2013-02-03,0.42,FALSE
NOLAND,2013-02-04,0.35,FALSE
NOLAND,2013-02-05,0.58,FALSE
NOLAND,2013-02-06,0.36,FALSE
NOLAND,2013-02-07,0.27,FALSE
NOLAND,2013-02-10,0.37,FALSE
NOLAND,2013-02-11,0.2,FALSE
NOLAND,2013-02-12,0.14,FALSE
NOLAND,2013-02-13,0.17,FALSE
NOLAND,2013-02-14,0.18,FALSE
NOLAND,2013-02-17,0.21,FALSE
NOLAND,2013-02-18,0.17,FALSE
NOLAND,2013-02-19,0.13,FALSE
NOLAND,2013-02-20,0.17,FALSE
NOLAND,2013-02-21,0.2,FALSE
NOLAND,2013-02-24,0.23,FALSE
NOLAND,2013-02-25,0.16,FALSE
NOLAND,2013-02-26,0.21,FALSE
NOLAND,2013-02-27,0.18,FALSE
NOLAND,2013-02-28,0.25,FALSE
NOLAND,2013-03-04,0.13,FALSE
NOLAND,2013-03-05,0.14,FALSE
NOLAND,2013-03-06,0.13,FALSE
NOLAND,2013-03-11,0.2,FALSE
NOLAND,2013-03-12,0.09,FALSE
NOLAND,2013-03-13,0.13,FALSE
NOLAND,2013-03-20,0.13,FALSE
NOLAND,2013-03-21,0.08,FALSE
NOLAND,2013-03-22,0.12,FALSE
NOLAND,2013-03-25,0.11,FALSE
NOLAND,2013-03-26,0.06,FALSE
NOLAND,2013-03-27,0.07,FALSE
NOLAND,2013-04-01,0.04,FALSE
NOLAND,2013-04-02,0.03,TRUE
NOLAND,2013-04-03,0.03,TRUE
NOLAND,2013-04-10,0.16,FALSE
NOLAND,2013-04-11,0.2,FALSE
NOLAND,2013-04-12,0.15,FALSE
NOLAND,2013-04-15,0.13,FALSE
NOLAND,2013-04-16,0.14,FALSE
NOLAND,2013-04-17,0.1,FALSE
NOLAND,2013-04-22,0.05,FALSE
NOLAND,2013-04-23,0.04,FALSE
NOLAND,2013-04-24,0.03,FALSE
NOLAND,2013-04-29,0.21,FALSE
NOLAND,2013-04-30,0.12,FALSE
NOLAND,2013-05-01,0.15,FALSE
NOLAND,2013-05-06,0.13,FALSE
NOLAND,2013-05-07,0.17,FALSE
NOLAND,2013-05-08,0.12,FALSE
NOLAND,2013-05-13,0.15,FALSE
NOLAND,2013-05-14,0.15,FALSE
NOLAND,2013-05-15,0.17,FALSE
NOLAND,2013-05-20,0.27,FALSE
NOLAND,2013-05-21,0.17,FALSE
NOLAND,2013-05-22,0.23,FALSE
NOLAND,2013-05-29,0.31,FALSE
NOLAND,2013-05-30,0.26,FALSE
NOLAND,2013-05-31,0.26,FALSE
NOLAND,2013-06-03,0.2,FALSE
NOLAND,2013-06-04,0.2,FALSE
NOLAND,2013-06-05,0.3,FALSE
NOLAND,2013-06-10,0.03,FALSE
NOLAND,2013-06-11,0.16,FALSE
NOLAND,2013-06-12,0.13,FALSE
NOLAND,2013-06-17,0.25,FALSE
NOLAND,2013-06-18,0.76,FALSE
NOLAND,2013-06-19,0.56,FALSE
NOLAND,2013-06-24,0.52,FALSE
NOLAND,2013-06-25,0.54,FALSE
NOLAND,2013-06-26,0.63,FALSE
NOLAND,2013-07-02,0.18,FALSE
NOLAND,2013-07-03,0.13,FALSE
NOLAND,2013-07-04,0.24,FALSE
NOLAND,2013-07-08,0.41,FALSE
NOLAND,2013-07-09,0.14,FALSE
NOLAND,2013-07-10,0.14,FALSE
NOLAND,2013-07-22,0.21,FALSE
NOLAND,2013-07-23,0.1,FALSE
NOLAND,2013-07-24,0.16,FALSE
NOLAND,2013-07-29,0.19,FALSE
NOLAND,2013-07-30,0.14,FALSE
NOLAND,2013-07-31,0.16,FALSE
NOLAND,2013-08-05,0.42,FALSE
NOLAND,2013-08-06,0.36,FALSE
NOLAND,2013-08-07,0.35,FALSE
NOLAND,2013-08-12,0.55,FALSE
NOLAND,2013-08-13,0.78,FALSE
NOLAND,2013-08-14,0.81,FALSE
NOLAND,2013-08-19,0.27,FALSE
NOLAND,2013-08-20,0.17,FALSE
NOLAND,2013-08-21,0.17,FALSE
NOLAND,2013-08-26,0.33,FALSE
NOLAND,2013-08-27,0.32,FALSE
NOLAND,2013-08-28,0.25,FALSE
NOLAND,2013-09-02,0.31,FALSE
NOLAND,2013-09-03,0.37,FALSE
NOLAND,2013-09-04,0.3,FALSE
NOLAND,2013-09-09,0.47,FALSE
NOLAND,2013-09-10,0.31,FALSE
NOLAND,2013-09-11,0.14,FALSE
NOLAND,2013-09-16,0.5,FALSE
NOLAND,2013-09-17,0.64,FALSE
NOLAND,2013-09-18,0.41,FALSE
NOLAND,2013-09-23,0.3,FALSE
NOLAND,2013-09-24,0.21,FALSE
NOLAND,2013-09-25,0.4,FALSE
NOLAND,2013-09-30,0.23,FALSE
NOLAND,2013-10-01,0.26,FALSE
NOLAND,2013-10-02,0.31,FALSE
NOLAND,2013-10-07,0.17,FALSE
NOLAND,2013-10-08,0.17,FALSE
NOLAND,2013-10-09,0.24,FALSE
NOLAND,2013-10-15,0.28,FALSE
NOLAND,2013-10-16,0.24,FALSE
NOLAND,2013-10-17,0.26,FALSE
NOLAND,2013-10-21,0.39,FALSE
NOLAND,2013-10-22,0.3,FALSE
NOLAND,2013-10-23,0.29,FALSE
NOLAND,2013-10-28,0.3,FALSE
NOLAND,2013-10-29,0.3,FALSE
NOLAND,2013-10-30,0.58,FALSE
NOLAND,2013-11-04,0.37,FALSE
NOLAND,2013-11-05,0.34,FALSE
NOLAND,2013-11-06,0.35,FALSE
NOLAND,2013-11-11,0.25,FALSE
NOLAND,2013-11-12,0.33,FALSE
NOLAND,2013-11-13,0.31,FALSE
NOLAND,2013-11-18,0.18,FALSE
NOLAND,2013-11-19,0.26,FALSE
NOLAND,2013-11-20,0.16,FALSE
NOLAND,2013-11-25,0.33,FALSE
NOLAND,2013-11-26,0.4,FALSE
NOLAND,2013-11-27,0.35,FALSE
NOLAND,2013-12-02,0.24,FALSE
NOLAND,2013-12-03,0.26,FALSE
NOLAND,2013-12-04,0.42,FALSE
NOLAND,2013-12-10,0.15,FALSE
NOLAND,2013-12-11,0.15,FALSE
NOLAND,2013-12-12,0.18,FALSE
NOLAND,2013-12-16,0.16,FALSE
NOLAND,2013-12-17,0.22,FALSE
NOLAND,2013-12-18,0.12,FALSE
NOLAND,2013-12-23,0.17,FALSE
NOLAND,2013-12-24,0.17,FALSE
NOLAND,2013-12-25,0.2,FALSE
NOLAND,2013-12-30,0.09,FALSE
NOLAND,2013-12-31,0.13,FALSE
NOLAND,2014-01-01,0.11,FALSE
NOLAND,2014-01-06,0.21,FALSE
NOLAND,2014-01-07,0.18,FALSE
NOLAND,2014-01-08,0.2,FALSE
NOLAND,2014-01-14,0.12,FALSE
NOLAND,2014-01-15,0.14,FALSE
NOLAND,2014-01-16,0.28,FALSE
NOLAND,2014-01-20,0.06,FALSE
NOLAND,2014-01-21,0.13,FALSE
NOLAND,2014-01-22,0.14,FALSE
NOLAND,2014-01-27,0.32,FALSE
NOLAND,2014-01-28,0.27,FALSE
NOLAND,2014-01-29,0.3,FALSE
NOLAND,2014-02-03,0.12,FALSE
NOLAND,2014-02-04,0.08,FALSE
NOLAND,2014-02-05,0.09,FALSE
NOLAND,2014-02-10,0.07,FALSE
NOLAND,2014-02-11,0.08,FALSE
NOLAND,2014-02-12,0.16,FALSE
NOLAND,2014-02-19,0.23,FALSE
NOLAND,2014-02-20,0.15,FALSE
NOLAND,2014-02-21,0.18,FALSE
NOLAND,2014-02-24,0.13,FALSE
NOLAND,2014-02-25,0.11,FALSE
NOLAND,2014-02-26,0.11,FALSE
NOLAND,2014-03-03,0.16,FALSE
NOLAND,2014-03-04,0.2,FALSE
NOLAND,2014-03-05,0.22,FALSE
NOLAND,2014-03-10,0.07,FALSE
NOLAND,2014-03-11,0.17,FALSE
NOLAND,2014-03-12,0.07,FALSE
NOLAND,2014-03-17,0.06,FALSE
NOLAND,2014-03-18,0.11,FALSE
NOLAND,2014-03-19,0.05,FALSE
NOLAND,2014-03-24,0.16,FALSE
NOLAND,2014-03-25,0.15,FALSE
NOLAND,2014-03-26,0.14,FALSE
NOLAND,2014-03-31,0.09,FALSE
NOLAND,2014-04-01,0.14,FALSE
NOLAND,2014-04-02,0.16,FALSE
NOLAND,2014-04-07,0.12,FALSE
NOLAND,2014-04-08,0.12,FALSE
NOLAND,2014-04-09,0.13,FALSE
NOLAND,2014-04-14,0.16,FALSE
NOLAND,2014-04-15,0.18,FALSE
NOLAND,2014-04-16,0.19,FALSE
NOLAND,2014-04-21,0.26,FALSE
NOLAND,2014-04-22,0.28,FALSE
NOLAND,2014-04-23,0.24,FALSE
NOLAND,2014-04-28,0.52,FALSE
NOLAND,2014-04-29,0.47,FALSE
NOLAND,2014-05-01,0.33,FALSE
NOLAND,2014-05-05,0.39,FALSE
NOLAND,2014-05-06,0.37,FALSE
NOLAND,2014-05-07,0.3,FALSE
NOLAND,2014-05-12,0.32,FALSE
NOLAND,2014-05-13,0.18,FALSE
NOLAND,2014-05-14,0.07,FALSE
NOLAND,2014-05-19,0.22,FALSE
NOLAND,2014-05-20,0.39,FALSE
NOLAND,2014-05-21,0.36,FALSE
NOLAND,2014-05-28,0.31,FALSE
NOLAND,2014-05-29,0.26,FALSE
NOLAND,2014-05-30,0.24,FALSE
NOLAND,2014-06-02,0.54,FALSE
NOLAND,2014-06-03,0.47,FALSE
NOLAND,2014-06-04,0.33,FALSE
NOLAND,2014-06-09,0.3,FALSE
NOLAND,2014-06-10,0.2,FALSE
NOLAND,2014-06-11,0.13,FALSE
NOLAND,2014-06-16,0.22,FALSE
NOLAND,2014-06-17,0.26,FALSE
NOLAND,2014-06-18,0.34,FALSE
NOLAND,2014-06-24,0.23,FALSE
NOLAND,2014-06-25,0.22,FALSE
NOLAND,2014-06-26,0.34,FALSE
NOLAND,2014-06-30,0.61,FALSE
NOLAND,2014-07-01,0.54,FALSE
NOLAND,2014-07-02,0.5,FALSE
NOLAND,2014-07-07,0.62,FALSE
NOLAND,2014-07-08,0.46,FALSE
NOLAND,2014-07-10,0.56,FALSE
NOLAND,2014-07-14,0.38,FALSE
NOLAND,2014-07-15,0.4,FALSE
NOLAND,2014-07-16,0.37,FALSE
NOLAND,2014-07-21,0.46,FALSE
NOLAND,2014-07-22,0.31,FALSE
NOLAND,2014-07-23,0.22,FALSE
NOLAND,2014-07-29,0.23,FALSE
NOLAND,2014-07-30,0.21,FALSE
NOLAND,2014-07-31,0.27,FALSE
NOLAND,2014-08-04,0.27,FALSE
NOLAND,2014-08-05,0.19,FALSE
NOLAND,2014-08-06,0.11,FALSE
NOLAND,2014-08-11,0.22,FALSE
NOLAND,2014-08-13,0.28,FALSE
NOLAND,2014-08-14,0.18,FALSE
NOLAND,2014-08-18,0.17,FALSE
NOLAND,2014-08-19,0.12,FALSE
NOLAND,2014-08-20,0.23,FALSE
NOLAND,2014-08-25,0.24,FALSE
NOLAND,2014-08-26,0.24,FALSE
NOLAND,2014-08-27,0.21,FALSE
NOLAND,2014-09-01,0.24,FALSE
NOLAND,2014-09-02,0.24,FALSE
NOLAND,2014-09-03,0.21,FALSE
NOLAND,2014-09-08,0.18,FALSE
NOLAND,2014-09-10,0.36,FALSE
NOLAND,2014-09-11,0.36,FALSE
NOLAND,2014-09-15,0.14,FALSE
NOLAND,2014-09-16,0.33,FALSE
NOLAND,2014-09-17,0.37,FALSE
NOLAND,2014-09-22,0.19,FALSE
NOLAND,2014-09-23,0.18,FALSE
NOLAND,2014-09-24,0.24,FALSE
NOLAND,2014-09-29,0.24,FALSE
NOLAND,2014-09-30,0.21,FALSE
NOLAND,2014-10-01,0.27,FALSE
NOLAND,2014-10-06,0.26,FALSE
NOLAND,2014-10-07,0.24,FALSE
NOLAND,2014-10-08,0.39,FALSE
NOLAND,2014-10-13,0.09,FALSE
NOLAND,2014-10-14,0.18,FALSE
NOLAND,2014-10-15,0.13,FALSE
NOLAND,2014-10-20,0.29,FALSE
NOLAND,2014-10-21,0.34,FALSE
NOLAND,2014-10-22,0.34,FALSE
NOLAND,2014-10-27,0.32,FALSE
NOLAND,2014-10-28,0.28,FALSE
NOLAND,2014-10-29,0.3,FALSE
NOLAND,2014-11-03,0.26,FALSE
NOLAND,2014-11-04,0.17,FALSE
NOLAND,2014-11-05,0.18,FALSE
NOLAND,2014-11-10,0.11,FALSE
NOLAND,2014-11-11,0.09,FALSE
NOLAND,2014-11-12,0.1,FALSE
NOLAND,2014-11-17,0.17,FALSE
NOLAND,2014-11-18,0.17,FALSE
NOLAND,2014-11-19,0.16,FALSE
NOLAND,2014-11-24,0.35,FALSE
NOLAND,2014-11-25,0.15,FALSE
NOLAND,2014-11-26,0.22,FALSE
NOLAND,2014-12-01,0.11,FALSE
NOLAND,2014-12-02,0.08,FALSE
NOLAND,2014-12-03,0.14,FALSE
NOLAND,2014-12-08,0.09,FALSE
NOLAND,2014-12-09,0.13,FALSE
NOLAND,2014-12-10,0.12,FALSE
NOLAND,2014-12-15,0.17,FALSE
NOLAND,2014-12-16,0.16,FALSE
NOLAND,2014-12-17,0.15,FALSE
NOLAND,2014-12-22,0.11,FALSE
NOLAND,2014-12-23,0.12,FALSE
NOLAND,2014-12-24,0.19,FALSE
NOLAND,2014-12-29,0.11,FALSE
NOLAND,2014-12-30,0.13,FALSE
NOLAND,2014-12-31,0.1,FALSE
NOLAND,2015-01-05,0.14,FALSE
NOLAND,2015-01-06,0.1,FALSE
NOLAND,2015-01-07,0.12,FALSE
NOLAND,2015-01-12,0.13,FALSE
NOLAND,2015-01-13,0.21,FALSE
NOLAND,2015-01-14,0.12,FALSE
NOLAND,2015-01-19,0.19,FALSE
NOLAND,2015-01-20,0.29,FALSE
NOLAND,2015-01-21,0.26,FALSE
NOLAND,2015-01-26,0.24,FALSE
NOLAND,2015-01-27,0.22,FALSE
NOLAND,2015-01-28,0.21,FALSE
NOLAND,2015-02-02,0.2,FALSE
NOLAND,2015-02-03,0.18,FALSE
NOLAND,2015-02-04,0.13,FALSE
NOLAND,2015-02-09,0.31,FALSE
NOLAND,2015-02-10,0.27,FALSE
NOLAND,2015-02-11,0.25,FALSE
NOLAND,2015-02-16,0.2,FALSE
NOLAND,2015-02-17,0.15,FALSE
NOLAND,2015-02-18,0.12,TRUE
NOLAND,2015-02-23,0.12,TRUE
NOLAND,2015-02-24,0.12,FALSE
NOLAND,2015-02-25,0.2,FALSE
NOLAND,2015-03-02,0.12,TRUE
NOLAND,2015-03-03,0.12,TRUE
NOLAND,2015-03-04,0.16,FALSE
NOLAND,2015-03-08,0.12,TRUE
NOLAND,2015-03-09,0.12,TRUE
NOLAND,2015-03-10,0.12,TRUE
NOLAND,2015-03-11,0.12,TRUE
NOLAND,2015-03-16,0.12,TRUE
NOLAND,2015-03-17,0.12,TRUE
NOLAND,2015-03-18,0.12,TRUE
NOLAND,2015-03-23,0.15,FALSE
NOLAND,2015-03-24,0.2,FALSE
NOLAND,2015-03-25,0.15,FALSE
NOLAND,2015-03-30,0.12,TRUE
NOLAND,2015-03-31,0.12,TRUE
NOLAND,2015-04-01,0.24,FALSE
NOLAND,2015-04-06,0.19,FALSE
NOLAND,2015-04-07,0.28,FALSE
NOLAND,2015-04-08,0.22,FALSE
NOLAND,2015-04-14,0.17,FALSE
NOLAND,2015-04-15,0.19,FALSE
NOLAND,2015-04-16,0.25,FALSE
NOLAND,2015-04-19,0.12,TRUE
NOLAND,2015-04-20,0.16,FALSE
NOLAND,2015-04-21,0.12,TRUE
