"","Date","concentrations.TP","Flow"
"1",2011-07-15,0.209,37
"2",2011-07-21,0.158,23
"3",2011-07-29,0.118,19
"4",2011-08-03,0.104,16
"5",2011-08-11,0.738,127
"6",2011-08-18,0.196,102
"7",2011-09-01,0.182,23
"8",2011-09-08,0.168,15
"9",2011-09-16,0.148,14
"10",2011-09-22,0.102,121
"11",2011-09-26,0.114,121
"12",2011-10-06,0.25,41
"13",2011-10-13,0.254,224
"14",2011-10-26,0.168,57
"15",2011-11-03,0.232,62
"16",2011-11-09,0.136,4380
"17",2011-11-17,0.132,209
"18",2011-12-01,0.048,307
"19",2011-12-08,0.036,735
"20",2011-12-15,0.218,2750
"21",2012-01-05,0.008,218
"22",2012-01-12,0.012,267
"23",2012-01-19,0.012,175
"24",2012-01-26,0.289,7540
"25",2012-02-02,0.018,670
"26",2012-02-09,0.028,746
"27",2012-02-16,0.018,533
"28",2012-03-01,0.008,290
"29",2012-03-13,0.037,1820
"30",2012-03-20,0.238,3890
"31",2012-03-21,0.266,12800
"32",2012-03-22,0.112,13300
"33",2012-03-29,0.02,988
"34",2012-04-12,0.003,215
"35",2012-04-19,0.013,188
"36",2012-04-26,0.018,122
"37",2012-05-02,0.028,122
"38",2012-05-10,0.016,61
"39",2012-05-16,0.026,48
"40",2012-05-24,0.017,32
"41",2012-06-01,0.28,26
"42",2012-06-05,0.034,27
"43",2012-06-14,0.034,25
"44",2012-06-21,0.032,15
"45",2012-06-28,0.044,9
"46",2012-07-12,0.024,11
"47",2012-07-19,0.035,6.1
"48",2012-08-02,0.056,4.3
"49",2012-08-17,0.04,5.3
"50",2012-08-20,0.038,6.3
"51",2012-08-29,0.037,13
"52",2012-09-05,0.04,10
"53",2012-09-11,0.048,51
"54",2012-09-25,0.03,16
"55",2012-10-01,0.028,17
"56",2012-10-09,0.038,16
"57",2012-10-15,0.062,164
"58",2012-10-24,0.024,40
"59",2012-10-31,0.02,28
"60",2012-11-07,0.026,22
"61",2012-11-14,0.02,26
"62",2012-11-28,0.014,23
"63",2012-12-05,0.034,45
"64",2012-12-12,0.03,45
"65",2013-01-10,0.008,71
"66",2013-01-15,0.018,188
"67",2013-01-23,0.006,86
"68",2013-01-31,0.723,2430
"69",2013-02-06,0.018,251
"70",2013-02-11,0.022,566
"71",2013-02-20,0.008,297
"72",2013-02-27,0.024,1620
"73",2013-03-06,0.006,338
"74",2013-03-11,0.126,2510
"75",2013-03-19,0.018,396
"76",2013-03-29,0.008,416
"77",2013-04-03,0.02,710
"78",2013-04-12,0.02,899
"79",2013-04-19,0.096,3080
"80",2013-04-24,0.012,651
"81",2013-04-27,0.084,2870
"82",2013-05-10,0.246,4280
"83",2013-05-22,0.066,1920
"84",2013-05-22,0.03,1920
"85",2013-05-30,0.018,287
"86",2013-06-06,0.026,514
"87",2013-06-12,0.056,192
"88",2013-06-25,0.03,59
"89",2013-07-08,0.028,24
"90",2013-07-19,0.038,15
"91",2013-07-31,0.028,76
"92",2013-08-07,0.026,195
"93",2013-08-09,0.204,2570
"94",2013-08-14,0.09,2250
"95",2013-08-20,0.022,287
"96",2013-08-28,0.022,91
"97",2013-09-04,0.024,53
"98",2013-09-11,0.026,35
"99",2013-09-18,0.022,39
"100",2013-09-23,0.02,42
"101",2013-10-02,0.026,31
"102",2013-10-06,0.082,602
"103",2013-10-24,0.014,61
"104",2013-10-30,0.018,60
"105",2013-11-06,0.006,110
"106",2013-11-13,0.012,131
"107",2013-11-22,0.063,709
"108",2013-12-02,0.004,147
"109",2013-12-12,0.012,136
"110",2013-12-18,0.02,902
"111",2014-01-09,0.022,400
"112",2014-01-12,0.04,2080
"113",2014-01-22,0.006,365
"114",2014-01-28,0.018,233
"115",2014-02-06,0.024,173
"116",2014-02-12,0.012,142
"117",2014-02-21,0.008,187
"118",2014-02-25,0.01,156
"119",2014-03-07,0.009,241
"120",2014-03-11,0.016,842
"121",2014-03-17,0.154,7440
"122",2014-03-27,0.022,556
"123",2014-04-03,0.026,727
"124",2014-04-07,0.41,3330
"125",2014-04-14,0.048,972
"126",2014-04-22,0.012,476
"127",2014-04-28,0.016,376
"128",2014-05-13,0.028,326
"129",2014-05-14,0.06,649
"130",2014-05-20,0.018,428
"131",2014-05-28,0.018,176
"132",2014-06-02,0.024,308
"133",2014-06-10,0.048,1150
"134",2014-06-20,0.024,143
"135",2014-07-01,0.018,256
"136",2014-07-09,0.018,85
"137",2014-07-23,0.036,62
"138",2014-07-29,0.03,41
"139",2014-08-05,0.03,48
"140",2014-08-12,0.03,38
"141",2014-08-19,0.03,32
"142",2014-08-27,0.022,26
"143",2014-09-04,0.026,41
"144",2014-09-10,0.028,23
"145",2014-09-17,0.024,37
"146",2014-09-24,0.024,26
"147",2014-10-01,0.03,18
"148",2014-10-08,0.03,28
"149",2014-10-10,0.184,636
"150",2014-10-13,0.1,1520
"151",2014-10-14,0.138,3110
"152",2014-10-22,0.024,173
"153",2014-10-29,0.022,79
"154",2014-11-06,0.016,161
"155",2014-11-12,0.018,134
"156",2014-11-19,0.016,82
"157",2014-12-05,0.016,104
"158",2014-12-10,0.016,227
"159",2014-12-17,0.02,509
"160",2015-01-05,0.148,1690
"161",2015-01-07,0.024,764
"162",2015-01-14,0.024,308
"163",2015-01-21,0.014,195
"164",2015-01-28,0.008,140
"165",2015-02-04,0.003,138
"166",2015-02-11,0.008,108
"167",2015-02-18,0.017,96
"168",2015-02-25,0.02,486
"169",2015-03-05,0.088,2140
"170",2015-03-11,0.042,2280
"171",2015-03-14,0.348,5720
"172",2015-03-19,0.04,1950
"173",2015-03-26,0.292,7260
"174",2015-04-01,0.049,1170
"175",2015-04-15,0.024,591
"176",2015-04-22,0.028,687
"177",2015-04-29,0.012,397
"178",2015-05-12,0.226,6680
"179",2015-05-18,0.168,4080
"180",2015-06-01,0.046,2400
"181",2015-06-20,0.31,6920
