"","Date","concentrations.TN","Flow"
"1",2011-07-15,0.16,37
"2",2011-07-21,0.16,23
"3",2011-07-29,0.2,19
"4",2011-08-03,0.14,16
"5",2011-08-11,0.74,127
"6",2011-08-18,0.22,102
"7",2011-09-01,0.25,23
"8",2011-09-08,0.18,15
"9",2011-09-16,0.19,14
"10",2011-09-22,0.99,121
"11",2011-09-26,1.5,121
"12",2011-10-06,0.42,41
"13",2011-10-13,1.98,224
"14",2011-10-26,0.64,57
"15",2011-11-03,0.51,62
"16",2011-11-09,3.45,4380
"17",2011-11-17,2.82,209
"18",2011-12-01,2.65,307
"19",2011-12-08,2.26,735
"20",2011-12-15,2.59,2750
"21",2012-01-05,1.71,218
"22",2012-01-12,1.62,267
"23",2012-01-19,1.18,175
"24",2012-01-26,1.685,7540
"25",2012-02-02,1.84,670
"26",2012-02-09,1.53,746
"27",2012-02-16,1.54,533
"28",2012-03-01,1.08,290
"29",2012-03-13,0.89,1820
"30",2012-03-20,1.56,3890
"31",2012-03-21,1.53,12800
"32",2012-03-22,1.37,13300
"33",2012-03-29,1.48,988
"34",2012-04-12,0.9,215
"35",2012-04-19,0.915,188
"36",2012-04-26,0.82,122
"37",2012-05-02,0.89,122
"38",2012-05-10,0.54,61
"39",2012-05-16,0.69,48
"40",2012-05-24,0.23,32
"41",2012-06-01,0.23,26
"42",2012-06-05,0.3,27
"43",2012-06-14,0.26,25
"44",2012-06-21,0.84,15
"45",2012-06-28,0.32,9
"46",2012-07-12,0.32,11
"47",2012-07-19,0.26,6.1
"48",2012-08-02,0.27,4.3
"49",2012-08-17,0.32,5.3
"50",2012-08-20,0.38,6.3
"51",2012-08-29,0.325,13
"52",2012-09-05,0.34,10
"53",2012-09-11,0.21,51
"54",2012-09-25,0.18,16
"55",2012-10-01,0.21,17
"56",2012-10-09,0.185,16
"57",2012-10-15,2.51,164
"58",2012-10-24,0.71,40
"59",2012-10-31,0.2,28
"60",2012-11-07,0.35,22
"61",2012-11-14,0.6,26
"62",2012-11-28,0.14,23
"63",2012-12-05,0.46,45
"64",2012-12-12,0.45,45
"65",2013-01-10,0.89,71
"66",2013-01-15,1.47,188
"67",2013-01-23,1.19,86
"68",2013-01-31,2.505,2430
"69",2013-02-06,2.75,251
"70",2013-02-11,2.53,566
"71",2013-02-20,1.65,297
"72",2013-02-27,1.57,1620
"73",2013-03-06,1.78,338
"74",2013-03-11,1.99,2510
"75",2013-03-19,1.545,396
"76",2013-03-29,1.07,416
"77",2013-04-03,0.95,710
"78",2013-04-12,0.98,899
"79",2013-04-19,1.47,3080
"80",2013-04-24,1.28,651
"81",2013-04-27,1.3,2870
"82",2013-05-10,1.61,4280
"83",2013-05-22,1.16,1920
"84",2013-05-22,1.13,1920
"85",2013-05-30,0.93,287
"86",2013-06-06,0.75,514
"87",2013-06-12,0.58,192
"88",2013-06-25,0.36,59
"89",2013-07-08,0.24,24
"90",2013-07-19,0.25,15
"91",2013-07-31,0.47,76
"92",2013-08-07,1.01,195
"93",2013-08-09,1.83,2570
"94",2013-08-14,1.57,2250
"95",2013-08-20,1.24,287
"96",2013-08-28,0.56,91
"97",2013-09-04,0.41,53
"98",2013-09-11,0.31,35
"99",2013-09-18,0.35,39
"100",2013-09-23,0.28,42
"101",2013-10-02,0.32,31
"102",2013-10-06,1.17,602
"103",2013-10-24,0.53,61
"104",2013-10-30,0.48,60
"105",2013-11-06,0.64,110
"106",2013-11-13,0.62,131
"107",2013-11-22,1.175,709
"108",2013-12-02,1.26,147
"109",2013-12-12,1.34,136
"110",2013-12-18,1.76,902
"111",2014-01-09,1.87,400
"112",2014-01-12,1.56,2080
"113",2014-01-22,1.72,365
"114",2014-01-28,1.66,233
"115",2014-02-06,1.51,173
"116",2014-02-12,1.52,142
"117",2014-02-21,1.14,187
"118",2014-02-25,1.01,156
"119",2014-03-07,1.165,241
"120",2014-03-11,1.16,842
"121",2014-03-17,1.54,7440
"122",2014-03-27,1.55,556
"123",2014-04-03,0.89,727
"124",2014-04-07,2.01,3330
"125",2014-04-14,1.14,972
"126",2014-04-22,0.72,476
"127",2014-04-28,0.77,376
"128",2014-05-13,0.71,326
"129",2014-05-14,0.75,649
"130",2014-05-20,0.38,428
"131",2014-05-28,0.5,176
"132",2014-06-02,0.55,308
"133",2014-06-10,0.83,1150
"134",2014-06-20,0.44,143
"135",2014-07-01,0.32,256
"136",2014-07-09,0.33,85
"137",2014-07-23,0.25,62
"138",2014-07-29,0.225,41
"139",2014-08-05,0.24,48
"140",2014-08-12,0.17,38
"141",2014-08-19,0.26,32
"142",2014-08-27,0.2,26
"143",2014-09-04,0.42,41
"144",2014-09-10,0.32,23
"145",2014-09-17,0.23,37
"146",2014-09-24,0.19,26
"147",2014-10-01,0.24,18
"148",2014-10-08,0.22,28
"149",2014-10-10,1.42,636
"150",2014-10-13,1.23,1520
"151",2014-10-14,1.23,3110
"152",2014-10-22,0.79,173
"153",2014-10-29,0.55,79
"154",2014-11-06,0.62,161
