"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.75,0.252556318229323,5,0.8,0.228948349936783,5,0.9,0.137858993325848,5,0.9,0.136609827237864,5,0.65,0.148217297731873,5,0.75,0.105950508276655,5,0.8,0.0893571143085486
"2",6,0.2,0.242932761336573,6,0.8,0.232266999773264,6,0.9,0.148378996258272,6,0.85,0.149829835452879,6,0.65,0.140294878955807,6,0.8,0.141074593092897,6,0.75,0.0708836356003159
"3",7,0.2,0.250509684525003,7,0.7,0.223289415927639,7,0.9,0.1473195887331,7,0.9,0.172677001765654,7,0.85,0.137484693025538,7,0.75,0.126958132259965,7,0.75,0.0817474957489494
"4",8,0.2,0.262670741361399,8,0.2,0.236936226673348,8,0.8,0.141857214789221,8,0.8,0.116513991452021,8,0.85,0.113676950080444,8,0.8,0.155760150519303,8,0.75,0.0542198848981382
"5",9,0.2,0.278926513619627,9,0.8,0.232335085247008,9,0.9,0.125762977583279,9,0.85,0.140697968597087,9,0.85,0.109642275475423,9,0.75,0.144786965249371,9,0.75,0.0885022771527631
"6",10,0.2,0.264654183293395,10,0.7,0.227667856890744,10,0.85,0.127074620533266,10,0.9,0.125067328806103,10,0.8,0.128654734916079,10,0.85,0.0829063893059823,10,0.75,0.0571071316894477
"7",11,0.2,0.272196282719898,11,0.2,0.246973517542564,11,0.85,0.119334891488326,11,0.9,0.11780301787479,11,0.85,0.129457265819534,11,0.8,0.166586375217673,11,0.75,0.0549210936764031
"8",12,0.2,0.280176693520066,12,0.75,0.226202004718737,12,0.9,0.120919099283068,12,0.85,0.137325027818334,12,0.85,0.096261760479498,12,0.85,0.128951818244534,12,0.75,0.0608192370211657
"9",13,0.2,0.278628199343476,13,0.7,0.239310233285378,13,0.65,0.130778672666799,13,0.9,0.102519286388624,13,0.75,0.125393258940643,13,0.75,0.135736840231082,13,0.75,0.0649096703590648
"10",14,0.2,0.261010594827576,14,0.7,0.23933581565044,14,0.9,0.116588409127396,14,0.9,0.0978128158207068,14,0.9,0.0970009467658403,14,0.75,0.141309473663087,14,0.75,0.046246897303539
"11",15,0.2,0.280880539644562,15,0.2,0.241105024114101,15,0.9,0.11827415402447,15,0.9,0.114236596587959,15,0.65,0.125095881594226,15,0.85,0.148516473352766,15,0.75,0.0494871659305394
"12",16,0.2,0.270262532983567,16,0.7,0.200926425766818,16,0.9,0.106851986124618,16,0.9,0.131413042560859,16,0.65,0.128670596676084,16,0.85,0.139970842444753,16,0.75,0.0478198148666173
"13",17,0.2,0.272787949341833,17,0.8,0.230059885726322,17,0.85,0.108651286420439,17,0.85,0.100249688278817,17,0.85,0.137280436943313,17,0.85,0.122061376331077,17,0.75,0.0489585413948394
"14",18,0.2,0.279365169552655,18,0.75,0.251503641390444,18,0.9,0.113010745380378,18,0.9,0.113573674730708,18,0.85,0.153944729016088,18,0.9,0.131277086612203,18,0.75,0.0484557445889904
"15",19,0.2,0.257557205850883,19,0.7,0.222006159135006,19,0.8,0.100508909139073,19,0.9,0.0961556985692837,19,0.85,0.112031336723987,19,0.8,0.151956626464694,19,0.75,0.0509201054874904
"16",20,0.2,0.271421052527438,20,0.2,0.250144855992666,20,0.85,0.113878739661707,20,0.9,0.110143690936255,20,0.9,0.109400033578326,20,0.8,0.117560232065377,20,0.75,0.0454568645048495
"17",21,0.2,0.265353057072948,21,0.2,0.251655741529769,21,0.9,0.0984367610111555,21,0.9,0.0915902588172131,21,0.9,0.126688594593199,21,0.85,0.13486576848928,21,0.75,0.0479050932488778
"18",22,0.2,0.220389266007736,22,0.8,0.202587849425117,22,0.7,0.113501775586219,22,0.9,0.123717914826348,22,0.9,0.130731848937168,22,0.75,0.104001569846865,22,0.75,0.0428571428571429
"19",23,0.2,0.277725822805625,23,0.7,0.230792777448622,23,0.85,0.10490034143249,23,0.9,0.107972974698793,23,0.8,0.118153307535729,23,0.75,0.149724236310544,23,0.75,0.0364355735567339
"20",24,0.2,0.211508189642185,24,0.75,0.202625622410254,24,0.85,0.0874817765279707,24,0.9,0.0878368153022921,24,0.65,0.100818082278358,24,0.8,0.132098448136229,24,0.75,0.0451866875826706
"21",25,0.2,0.266305026890104,25,0.2,0.245699750400644,25,0.85,0.106277457436578,25,0.9,0.0940093351856124,25,0.85,0.13132371593641,25,0.8,0.124544066457603,25,0.75,0.0482764149963309
"22",26,0.2,0.25419741645149,26,0.7,0.233318998587858,26,0.9,0.110453610171873,26,0.9,0.103554185756806,26,0.85,0.1072332951645,26,0.8,0.116933611026749,26,0.75,0.0493219328618059
"23",27,0.2,0.252943891495521,27,0.75,0.238567151373121,27,0.85,0.0953457724628136,27,0.85,0.0968956939714252,27,0.85,0.128765726204212,27,0.8,0.167578796574103,27,0.75,0.0478198148666173
