"","TSS.Date","TSS.Flow","TSS.concentrations.TSS","lnC","lnQ"
"1",2009-07-07,8.7,1.3,0.262364264467491,2.16332302566054
"2",2009-07-14,7.2,0.9,-0.105360515657826,1.97408102602201
"3",2009-07-21,9,2.1,0.741937344729377,2.19722457733622
"4",2009-07-28,7,0.6,-0.510825623765991,1.94591014905531
"5",2009-08-04,6.4,0.8,-0.22314355131421,1.85629799036563
"6",2009-08-11,8,1.3,0.262364264467491,2.07944154167984
"7",2009-08-18,6.6,2.88,1.05779029414785,1.88706964903238
"8",2009-08-25,5.7,0.5,-0.693147180559945,1.7404661748405
"9",2009-09-01,6,1.5,0.405465108108164,1.79175946922805
"10",2009-09-08,6,2.5,0.916290731874155,1.79175946922805
"11",2009-09-15,8.2,0.5,-0.693147180559945,2.10413415427021
"12",2009-09-22,19,2.5,0.916290731874155,2.94443897916644
"13",2009-09-29,6.6,0.5,-0.693147180559945,1.88706964903238
"14",2009-10-06,6.1,0.4,-0.916290731874155,1.80828877117927
"15",2009-10-09,334,561.2,6.33007734822831,5.8111409929767
"16",2009-10-13,42,2.3,0.832909122935104,3.73766961828337
"17",2009-10-20,22,0.4,-0.916290731874155,3.09104245335832
"18",2009-10-27,148,1.6,0.470003629245736,4.99721227376411
"19",2009-11-03,81,0.8,-0.22314355131421,4.39444915467244
"20",2009-11-10,13,0.3,-1.20397280432594,2.56494935746154
"21",2009-11-17,10,0.6,-0.510825623765991,2.30258509299405
"22",2009-11-23,9.3,0.55,-0.59783700075562,2.23001440015921
"23",2009-12-01,7.9,1.1,0.0953101798043249,2.06686275947298
"24",2009-12-08,7.9,0.3,-1.20397280432594,2.06686275947298
"25",2009-12-15,7.2,0.7,-0.356674943938732,1.97408102602201
"26",2009-12-21,8.2,2.88,1.05779029414785,2.10413415427021
"27",2009-12-29,10,0.5,-0.693147180559945,2.30258509299405
"28",2010-01-05,10,0.2,-1.6094379124341,2.30258509299405
"29",2010-01-12,8.3,0.3,-1.20397280432594,2.11625551480255
"30",2010-01-19,8.4,0.5,-0.693147180559945,2.12823170584927
"31",2010-01-26,13,0.7,-0.356674943938732,2.56494935746154
"32",2010-02-03,15,0.4,-0.916290731874155,2.70805020110221
"33",2010-02-10,27,0.3,-1.20397280432594,3.29583686600433
"34",2010-02-16,16,0.4,-0.916290731874155,2.77258872223978
"35",2010-02-23,17,0.9,-0.105360515657826,2.83321334405622
"36",2010-03-02,12,1.3,0.262364264467491,2.484906649788
"37",2010-03-08,14,1.5,0.405465108108164,2.63905732961526
