"","Date","concentrations.TN","Flow"
"1",2009-07-07,3.25,8.7
"2",2009-07-14,3.34,7.2
"3",2009-07-28,3.11,7
"4",2009-08-04,3.02,6.4
"5",2009-08-11,3.04,8
"6",2009-08-18,2.93,6.6
"7",2009-08-25,3.18,5.7
"8",2009-09-01,3.05,6
"9",2009-09-08,0.876,6
"10",2009-09-15,2.715,8.2
"11",2009-09-22,2.7,19
"12",2009-09-29,3.01,6.6
"13",2009-10-06,2.99,6.1
"14",2009-10-09,3.47,334
"15",2009-10-13,4.2,42
"16",2009-10-20,3.79,22
"17",2009-10-27,3.44,148
"18",2009-11-03,4.04,81
"19",2009-11-10,3.51,13
"20",2009-11-17,3.42,10
"21",2009-11-23,3.89,9.3
"22",2009-12-01,3.32,7.9
"23",2009-12-08,3.43,7.9
"24",2009-12-15,3.38,7.2
"25",2009-12-21,3.43,8.2
"26",2009-12-29,3.38,10
"27",2010-01-05,3.42,10
"28",2010-01-12,3.46,8.3
"29",2010-01-19,3.45,8.4
"30",2010-01-26,4.15,13
"31",2010-02-03,3.56,15
"32",2010-02-10,4.72,27
"33",2010-02-16,4.42,16
"34",2010-02-23,3.8,17
"35",2010-03-02,3.92,12
"36",2010-03-08,2.25,14
"37",2010-03-16,3.58,9.6
"38",2010-03-22,3.29,42
"39",2010-03-30,5.36,72
"40",2010-04-07,3.93,48
"41",2010-04-13,3.695,38
"42",2010-04-20,3.53,34
"43",2010-04-27,3.22,35
"44",2010-05-04,3.31,32
"45",2010-05-11,3.26,32
"46",2010-05-14,2.49,68
"47",2010-05-18,3.75,68
"48",2010-05-20,2.47,261
"49",2010-05-26,3.82,92
"50",2010-06-01,5.41,23
"51",2010-06-08,3.24,12
"52",2010-06-15,3.21,12
"53",2010-06-23,3.4,7.3
"54",2010-08-04,3.2,5.5
"55",2010-08-09,3.17,5.3
"56",2010-08-18,3.01,5.1
"57",2010-08-25,3.06,4.2
"58",2010-09-02,3.02,5.9
"59",2010-09-08,2.99,5.3
"60",2010-09-15,3.03,10
"61",2010-09-23,3.13,5.5
"62",2010-09-30,3.075,5.8
"63",2010-10-07,3.11,5.2
"64",2010-10-13,3.08,5.5
"65",2010-10-21,2.97,6
"66",2010-10-28,2.81,6.9
"67",2010-11-03,2.87,6.8
"68",2010-11-11,2.72,6.8
"69",2010-11-16,2.86,6.9
"70",2010-11-29,2.82,7.5
"71",2010-12-09,3.12,5.8
"72",2010-12-16,3.2,5.7
"73",2011-01-06,3.19,5.4
"74",2011-01-12,3.11,5.1
"75",2011-01-21,3.07,5.2
"76",2011-01-26,3.21,5
"77",2011-02-06,3.13,6
"78",2011-02-12,3.19,6.2
"79",2011-02-15,3.34,14
"80",2011-02-24,3.51,11
"81",2011-03-01,3.65,9.1
"82",2011-03-08,3.28,6.7
"83",2011-03-14,3.04,11
"84",2011-03-31,3.25,4.9
"85",2011-04-07,2.96,4
"86",2011-04-20,2.69,4.2
"87",2011-04-23,4.04,116
"88",2011-04-25,3.87,1120
"89",2011-04-25,3.35,1120
"90",2011-05-11,4.03,3.5
"91",2011-05-18,3.42,2.2
"92",2011-05-23,2.21,331
"93",2011-06-09,3.54,13
"94",2011-06-15,3.595,9.6
"95",2011-07-14,3.42,10
"96",2011-07-20,3.58,6.1
"97",2011-07-28,3.53,4.8
"98",2011-08-04,3.45,3.8
"99",2011-08-10,3.45,15
"100",2011-08-17,3.19,8.6
"101",2011-08-31,3.47,4.6
"102",2011-09-07,3.56,4
"103",2011-09-15,3.49,5
"104",2011-09-21,3.74,7.9
"105",2011-09-29,4.22,7.6
"106",2011-10-05,3.74,4.6
"107",2011-10-12,3.06,30
"108",2011-10-27,1.89,11
"109",2011-11-02,3.41,8.9
"110",2011-11-08,5.1,73
"111",2011-11-16,5.9,21
"112",2011-11-30,5.36,14
"113",2011-12-07,5.36,12
"114",2012-01-04,4.32,6.4
"115",2012-01-12,4.48,5.8
"116",2012-01-18,3.96,5.4
"117",2012-01-25,3.42,16
"118",2012-02-01,4.27,10
"119",2012-02-08,4.605,11
"120",2012-02-15,4.65,9.4
"121",2012-02-29,3.78,7.5
"122",2012-03-15,3.44,7.3
"123",2012-03-20,2.95,43
"124",2012-03-28,4.95,24
"125",2012-04-11,3.66,8.3
"126",2012-04-18,3.07,10
"127",2012-04-25,3.65,7
"128",2012-05-01,3.32,9.2
"129",2012-05-09,3.57,5.9
"130",2012-05-17,3.76,4.8
"131",2012-05-23,3.62,4.2
"132",2012-05-31,3.49,4
"133",2012-06-06,3.49,5
"134",2012-06-13,3.33,4.9
"135",2012-06-20,3.32,4.5
"136",2012-06-28,3.35,4.1
"137",2012-07-11,3.14,5.2
"138",2012-07-18,3.16,4.4
"139",2012-07-25,3.28,3.1
"140",2012-08-01,3.37,2.9
"141",2012-08-16,3.13,6
"142",2012-08-22,3.12,5
"143",2012-08-27,3.53,17
"144",2012-09-06,3.21,4.9
"145",2012-09-12,3.31,4.6
"146",2012-09-27,3.18,4
"147",2012-10-03,3.11,3.4
"148",2012-10-10,3.17,4.4
"149",2012-10-16,4.205,7.4
"150",2012-10-25,3.33,3.6
"151",2012-11-01,3.08,3.5
"152",2012-11-08,3.1,3.9
"153",2012-11-15,2.97,4.4
"154",2012-11-29,3.16,3.5
"155",2012-12-06,2.92,3.9
"156",2012-12-13,3.12,3.3
"157",2013-01-03,3.35,3.8
"158",2013-01-11,3.26,3.7
"159",2013-01-14,3.15,4.4
"160",2013-01-24,3.31,3.2
"161",2013-01-30,3.565,13
"162",2013-02-07,3.83,4
"163",2013-02-13,3.81,4.7
"164",2013-02-21,3.74,4.5
"165",2013-02-28,3.94,5.5
"166",2013-03-07,4,3.9
"167",2013-03-11,5.9,26
"168",2013-03-20,5.275,5.7
"169",2013-03-28,4.18,4.8
"170",2013-04-04,5.75,11
"171",2013-04-18,4.83,319
"172",2013-04-25,5.87,5
"173",2013-04-29,5.01,4.3
"174",2013-05-09,3.87,137
"175",2013-05-21,3.27,11
"176",2013-05-31,3.49,20
"177",2013-06-07,3.64,11
"178",2013-06-13,3.77,5.7
"179",2013-06-26,3.59,4.9
"180",2013-07-10,3.77,2.8
"181",2013-07-17,3.66,4.3
"182",2013-08-01,4.15,9.9
"183",2013-08-08,3.38,43
"184",2013-08-15,5.69,21
"185",2013-08-21,4.27,6.4
"186",2013-08-29,3.96,3.4
"187",2013-09-05,4.09,2.9
"188",2013-09-12,4.15,2.9
"189",2013-09-19,3.63,3.1
"190",2013-09-25,3.6,2.7
"191",2013-10-03,3.71,2.7
"192",2013-10-21,3.18,3.8
"193",2013-10-30,2.99,12
"194",2013-11-07,3.67,13
"195",2013-11-14,3.66,7.3
"196",2013-11-21,3.35,7
"197",2013-12-03,3.62,5.1
"198",2013-12-13,3.5,6.1
"199",2013-12-20,4.59,8.9
"200",2014-01-08,4.19,4.6
"201",2014-01-11,4.53,23
"202",2014-01-23,4.5,5.6
"203",2014-01-29,4.93,4.5
"204",2014-02-06,4.1,4.2
"205",2014-02-13,3.91,4.3
"206",2014-02-20,3.75,4.4
"207",2014-02-26,3.68,4
"208",2014-03-06,3.475,4.8
"209",2014-03-13,3.52,4.4
"210",2014-03-16,3.79,30
"211",2014-03-28,4.34,9.5
"212",2014-04-03,4.14,7.3
"213",2014-04-08,3.59,7.3
"214",2014-04-15,3.48,6.3
"215",2014-04-24,3.33,5.7
"216",2014-04-29,3.5,5.3
"217",2014-05-08,3.37,5.9
"218",2014-05-13,2.94,12
"219",2014-05-15,3.32,8.8
"220",2014-05-21,3.48,5.3
"221",2014-05-29,3.39,4.2
"222",2014-06-03,3.19,5.3
"223",2014-06-16,3.27,3.4
"224",2014-06-19,3.06,2.3
"225",2014-07-02,3.6,12
"226",2014-07-07,3.59,5.5
"227",2014-07-22,3.61,3.3
"228",2014-08-06,3.09,4.1
"229",2014-08-13,3.25,2.4
"230",2014-08-21,3.3,1.7
"231",2014-08-28,3.26,1.4
"232",2014-09-02,3.02,6.3
"233",2014-09-11,3.1,2.1
"234",2014-09-18,2.94,5.7
"235",2014-09-24,3.12,2.2
"236",2014-10-01,3.16,1.8
"237",2014-10-09,3.07,2.4
"238",2014-10-10,2.94,35
"239",2014-10-13,3.09,71
"240",2014-10-23,3.75,7.9
"241",2014-10-29,3.24,6.7
"242",2014-11-06,3.13,8.8
"243",2014-11-13,3.29,6.1
"244",2014-11-19,3.51,4.6
"245",2014-12-02,3.4,5.5
"246",2014-12-11,3.55,6.1
"247",2014-12-17,4.4,12
"248",2015-01-08,4.47,6.1
"249",2015-01-15,4.07,3.9
"250",2015-01-21,3.85,3.1
"251",2015-01-29,3.86,2.7
"252",2015-02-04,3.55,3
"253",2015-02-11,3.58,2.7
"254",2015-02-18,3.455,2.7
"255",2015-02-25,4.03,6.4
"256",2015-03-06,3.73,6
"257",2015-03-11,4.03,7.9
"258",2015-03-14,3.84,42
"259",2015-03-19,4.39,22
"260",2015-03-26,3.79,29
"261",2015-04-01,4.29,14
"262",2015-04-14,3.45,7.9
"263",2015-04-22,3.46,7.5
"264",2015-04-29,3.225,6.5
"265",2015-05-08,3.07,7.4
"266",2015-05-11,3.05,35
"267",2015-05-24,3.27,300
"268",2015-06-01,3.44,58
"269",2015-06-19,2.81,62
