"","Date","concentrations.TSS","Flow"
"1",2009-07-07,1.3,8.7
"2",2009-07-14,0.9,7.2
"3",2009-07-21,2.1,9
"4",2009-07-28,0.6,7
"5",2009-08-04,0.8,6.4
"6",2009-08-11,1.3,8
"7",2009-08-18,2.88,6.6
"8",2009-08-25,0.5,5.7
"9",2009-09-01,1.5,6
"10",2009-09-08,2.5,6
"11",2009-09-15,0.5,8.2
"12",2009-09-22,2.5,19
"13",2009-09-29,0.5,6.6
"14",2009-10-06,0.4,6.1
"15",2009-10-09,561.2,334
"16",2009-10-13,2.3,42
"17",2009-10-20,0.4,22
"18",2009-10-27,1.6,148
"19",2009-11-03,0.8,81
"20",2009-11-10,0.3,13
"21",2009-11-17,0.6,10
"22",2009-11-23,0.55,9.3
"23",2009-12-01,1.1,7.9
"24",2009-12-08,0.3,7.9
"25",2009-12-15,0.7,7.2
"26",2009-12-21,2.88,8.2
"27",2009-12-29,0.5,10
"28",2010-01-05,0.2,10
"29",2010-01-12,0.3,8.3
"30",2010-01-19,0.5,8.4
"31",2010-01-26,0.7,13
"32",2010-02-03,0.4,15
"33",2010-02-10,0.3,27
"34",2010-02-16,0.4,16
"35",2010-02-23,0.9,17
"36",2010-03-02,1.3,12
"37",2010-03-08,1.5,14
"38",2010-03-16,0.7,9.6
"39",2010-03-22,3.6,42
"40",2010-03-30,2.2,72
"41",2010-04-07,1.5,48
"42",2010-04-13,0.6,38
"43",2010-04-20,1,34
"44",2010-04-27,1,35
"45",2010-05-04,1,32
"46",2010-05-11,1.3,32
"47",2010-05-14,33.3,68
"48",2010-05-18,2.4,68
"49",2010-05-20,161.5,261
"50",2010-05-26,2.6,92
"51",2010-06-01,2.1,23
"52",2010-06-08,1.9,12
"53",2010-06-15,2.05,12
"54",2010-06-23,5.6,7.3
"55",2010-08-04,1.3,5.5
"56",2010-08-09,1.5,5.3
"57",2010-08-18,0.7,5.1
"58",2010-08-25,1.1,4.2
"59",2010-09-02,0.5,5.9
"60",2010-09-08,0.8,5.3
"61",2010-09-15,0.7,10
"62",2010-09-23,0.7,5.5
"63",2010-09-30,1.3,5.8
"64",2010-10-07,0.6,5.2
"65",2010-10-13,1.1,5.5
"66",2010-10-21,0.4,6
"67",2010-10-28,0.5,6.9
"68",2010-11-03,1.1,6.8
"69",2010-11-11,0.4,6.8
"70",2010-11-16,1.1,6.9
"71",2010-11-29,0.6,7.5
"72",2010-12-09,0.3,5.8
"73",2010-12-16,0.6,5.7
"74",2011-01-06,0.5,5.4
"75",2011-01-12,0.4,5.1
"76",2011-01-21,1.1,5.2
"77",2011-01-26,0.3,5
