"","Date","concentrations.SRP","Flow"
"1",2009-07-07,0.053,8.7
"2",2009-07-14,0.058,7.2
"3",2009-07-21,0.051,9
"4",2009-07-28,0.048,7
"5",2009-08-04,0.046,6.4
"6",2009-08-11,0.051,8
"7",2009-08-18,0.047,6.6
"8",2009-08-25,0.081,5.7
"9",2009-09-01,0.044,6
"10",2009-09-08,0.026,6
"11",2009-09-15,0.051,8.2
"12",2009-09-22,0.084,19
"13",2009-09-29,0.045,6.6
"14",2009-10-06,0.046,6.1
"15",2009-10-09,0.726,334
"16",2009-10-13,0.068,42
"17",2009-10-20,0.058,22
"18",2009-10-27,0.056,148
"19",2009-11-03,0.057,81
"20",2009-11-10,0.048,13
"21",2009-11-17,0.0425,10
"22",2009-11-23,0.0445,9.3
"23",2009-12-01,0.021,7.9
"24",2009-12-08,0.037,7.9
"25",2009-12-15,0.036,7.2
"26",2009-12-21,0.033,8.2
"27",2009-12-29,0.032,10
"28",2010-01-05,0.033,10
"29",2010-01-12,0.03,8.3
"30",2010-01-19,0.034,8.4
"31",2010-01-26,0.038,13
"32",2010-02-03,0.035,15
"33",2010-02-10,0.039,27
"34",2010-02-16,0.036,16
"35",2010-02-23,0.034,17
"36",2010-03-02,0.034,12
"37",2010-03-08,0.012,14
"38",2010-03-16,0.036,9.6
"39",2010-03-22,0.054,42
"40",2010-03-30,0.05,72
"41",2010-04-07,0.049,48
"42",2010-04-13,0.0395,38
"43",2010-04-20,0.039,34
"44",2010-04-27,0.042,35
"45",2010-05-04,0.042,32
"46",2010-05-11,0.046,32
"47",2010-05-14,0.29,68
"48",2010-05-18,0.062,68
"49",2010-05-20,0.379,261
"50",2010-05-26,0.064,92
"51",2010-06-01,0.062,23
"52",2010-06-08,0.056,12
"53",2010-06-15,0.06,12
"54",2010-06-23,0.06,7.3
"55",2010-08-04,0.05,5.5
"56",2010-08-09,0.055,5.3
"57",2010-08-18,0.054,5.1
"58",2010-08-25,0.058,4.2
"59",2010-09-02,0.05,5.9
"60",2010-09-08,0.049,5.3
"61",2010-09-15,0.066,10
"62",2010-09-23,0.049,5.5
"63",2010-09-30,0.046,5.8
"64",2010-10-07,0.039,5.2
"65",2010-10-13,0.041,5.5
"66",2010-10-21,0.038,6
"67",2010-10-28,0.04,6.9
"68",2010-11-03,0.046,6.8
"69",2010-11-11,0.039,6.8
"70",2010-11-16,0.039,6.9
"71",2010-11-29,0.044,7.5
"72",2010-12-09,0.037,5.8
"73",2010-12-16,0.038,5.7
"74",2011-01-06,0.032,5.4
"75",2011-01-12,0.036,5.1
"76",2011-01-21,0.035,5.2
"77",2011-01-26,0.036,5
"78",2011-02-06,0.031,6
"79",2011-02-12,0.03,6.2
"80",2011-02-15,0.049,14
"81",2011-02-24,0.078,11
"82",2011-03-01,0.038,9.1
"83",2011-03-08,0.039,6.7
"84",2011-03-14,0.053,11
"85",2011-03-31,0.039,4.9
"86",2011-04-07,0.035,4
"87",2011-04-14,0.028,4.4
"88",2011-04-20,0.035,4.2
"89",2011-04-23,0.289,116
"90",2011-04-25,0.457,1120
"91",2011-04-25,0.412,1120
"92",2011-05-11,0.06,3.5
"93",2011-05-18,0.052,2.2
"94",2011-05-23,0.347,331
"95",2011-06-09,0.061,13
"96",2011-06-15,0.058,9.6
"97",2011-07-14,0.055,10
"98",2011-07-20,0.058,6.1
"99",2011-07-28,0.063,4.8
"100",2011-08-04,0.057,3.8
"101",2011-08-10,0.056,15
"102",2011-08-17,0.061,8.6
"103",2011-08-31,0.053,4.6
"104",2011-09-07,0.052,4
"105",2011-09-15,0.05,5
"106",2011-09-21,0.05,7.9
"107",2011-09-29,0.053,7.6
"108",2011-10-05,0.052,4.6
"109",2011-10-12,0.107,30
"110",2011-10-27,0.043,11
"111",2011-11-02,0.039,8.9
"112",2011-11-08,0.457,73
"113",2011-11-16,0.056,21
"114",2011-11-30,0.055,14
"115",2011-12-07,0.053,12
"116",2012-01-04,0.046,6.4
"117",2012-01-12,0.043,5.8
"118",2012-01-18,0.04,5.4
"119",2012-01-25,0.077,16
"120",2012-02-01,0.045,10
"121",2012-02-08,0.2465,11
"122",2012-02-15,0.107,9.4
"123",2012-02-29,0.043,7.5
"124",2012-03-15,0.039,7.3
"125",2012-03-20,0.083,43
"126",2012-03-28,0.054,24
"127",2012-04-11,0.047,8.3
"128",2012-04-18,0.046,10
"129",2012-04-25,0.046,7
"130",2012-05-01,0.047,9.2
"131",2012-05-09,0.049,5.9
"132",2012-05-17,0.0525,4.8
"133",2012-05-23,0.047,4.2
"134",2012-05-31,0.049,4
"135",2012-06-06,0.054,5
"136",2012-06-13,0.052,4.9
"137",2012-06-20,0.047,4.5
"138",2012-06-28,0.05,4.1
"139",2012-07-11,0.055,5.2
"140",2012-07-18,0.049,4.4
"141",2012-07-25,0.055,3.1
"142",2012-08-01,0.051,2.9
"143",2012-08-16,0.048,6
"144",2012-08-22,0.047,5
"145",2012-08-27,0.063,17
"146",2012-09-06,0.051,4.9
"147",2012-09-12,0.054,4.6
"148",2012-09-27,0.051,4
"149",2012-10-03,0.049,3.4
"150",2012-10-10,0.052,4.4
"151",2012-10-16,0.053,7.4
"152",2012-10-25,0.043,3.6
"153",2012-11-01,0.043,3.5
"154",2012-11-08,0.04,3.9
"155",2012-11-15,0.036,4.4
"156",2012-11-29,0.032,3.5
"157",2012-12-06,0.037,3.9
"158",2012-12-13,0.035,3.3
"159",2013-01-03,0.034,3.8
"160",2013-01-11,0.028,3.7
"161",2013-01-14,0.029,4.4
"162",2013-01-24,0.029,3.2
"163",2013-01-30,0.061,13
"164",2013-02-07,0.029,4
"165",2013-02-13,0.029,4.7
"166",2013-02-21,0.029,4.5
"167",2013-02-28,0.031,5.5
"168",2013-03-07,0.028,3.9
"169",2013-03-11,0.059,26
"170",2013-03-20,0.032,5.7
"171",2013-03-28,0.028,4.8
"172",2013-04-04,0.037,11
"173",2013-04-18,0.397,319
"174",2013-04-25,0.057,5
"175",2013-04-29,0.058,4.3
"176",2013-05-09,0.037,137
"177",2013-05-21,0.064,11
"178",2013-05-31,0.064,20
"179",2013-06-07,0.057,11
"180",2013-06-13,0.057,5.7
"181",2013-06-26,0.059,4.9
"182",2013-07-10,0.056,2.8
"183",2013-07-17,0.052,4.3
"184",2013-08-01,0.075,9.9
"185",2013-08-08,0.427,43
"186",2013-08-15,0.087,21
"187",2013-08-21,0.071,6.4
"188",2013-08-29,0.066,3.4
"189",2013-09-05,0.066,2.9
"190",2013-09-12,0.057,2.9
"191",2013-09-19,0.06,3.1
"192",2013-09-25,0.062,2.7
"193",2013-10-03,0.055,2.7
"194",2013-10-21,0.045,3.8
"195",2013-10-30,0.042,12
"196",2013-11-07,0.051,13
"197",2013-11-14,0.044,7.3
"198",2013-11-21,0.039,7
"199",2013-12-03,0.043,5.1
"200",2013-12-13,0.036,6.1
"201",2013-12-20,0.04,8.9
"202",2014-01-08,0.04,4.6
"203",2014-01-11,0.069,23
"204",2014-01-23,0.038,5.6
"205",2014-01-29,0.03,4.5
"206",2014-02-06,0.037,4.2
