"","Site","Const","MSE","RMSE"
"1","FC12","NO3",0.0444693412266006,0.210877550314396
"2","FC12","TN",0.0337489683844219,0.183708922985308
"3","FC12","SRP",0.160591424725474,0.400738598996246
"4","FC12","TP",0.204332543943999,0.452031574056502
"5","FC12","TSS",1.00764894461463,1.00381718684959
"6","FC12","Cl",0.0377514902245014,0.194297427220489
"7","FC12","SO4",0.109304571350786,0.330612418627592
