"","Date","concentrations.TP","Flow"
"1",2009-07-07,0.058,8.7
"2",2009-07-14,0.056,7.2
"3",2009-07-21,0.072,9
"4",2009-07-28,0.054,7
"5",2009-08-04,0.058,6.4
"6",2009-08-11,0.076,8
"7",2009-08-18,0.058,6.6
"8",2009-08-25,0.068,5.7
"9",2009-09-01,0.056,6
"10",2009-09-08,0.046,6
"11",2009-09-15,0.065,8.2
"12",2009-09-22,0.144,19
"13",2009-09-29,0.054,6.6
"14",2009-10-06,0.054,6.1
"15",2009-10-09,1.66,334
"16",2009-10-13,0.086,42
"17",2009-10-20,0.058,22
"18",2009-10-27,0.066,148
"19",2009-11-03,0.062,81
"20",2009-11-10,0.06,13
"21",2009-11-17,0.056,10
"22",2009-11-23,0.056,9.3
"23",2009-12-01,0.05,7.9
"24",2009-12-08,0.046,7.9
"25",2009-12-15,0.036,7.2
"26",2009-12-21,0.036,8.2
"27",2009-12-29,0.04,10
"28",2010-01-05,0.04,10
"29",2010-01-12,0.036,8.3
"30",2010-01-19,0.042,8.4
"31",2010-01-26,0.028,13
"32",2010-02-03,0.05,15
"33",2010-02-10,0.046,27
"34",2010-02-16,0.038,16
"35",2010-02-23,0.04,17
"36",2010-03-02,0.04,12
"37",2010-03-08,0.016,14
"38",2010-03-16,0.042,9.6
"39",2010-03-22,0.078,42
"40",2010-03-30,0.046,72
"41",2010-04-07,0.05,48
"42",2010-04-13,0.059,38
"43",2010-04-20,0.042,34
"44",2010-04-27,0.052,35
"45",2010-05-04,0.052,32
"46",2010-05-11,0.06,32
"47",2010-05-14,0.45,68
"48",2010-05-18,0.078,68
"49",2010-05-20,0.734,261
"50",2010-05-26,0.078,92
"51",2010-06-01,0.072,23
"52",2010-06-08,0.068,12
"53",2010-06-15,0.068,12
"54",2010-06-23,0.138,7.3
"55",2010-08-04,0.062,5.5
"56",2010-08-09,0.058,5.3
"57",2010-08-18,0.058,5.1
"58",2010-08-25,0.056,4.2
"59",2010-09-02,0.058,5.9
"60",2010-09-08,0.058,5.3
"61",2010-09-15,0.074,10
"62",2010-09-23,0.044,5.5
"63",2010-09-30,0.074,5.8
"64",2010-10-07,0.048,5.2
"65",2010-10-13,0.052,5.5
"66",2010-10-21,0.048,6
"67",2010-10-28,0.046,6.9
"68",2010-11-03,0.054,6.8
"69",2010-11-11,0.05,6.8
"70",2010-11-16,0.042,6.9
"71",2010-11-29,0.05,7.5
"72",2010-12-09,0.04,5.8
"73",2010-12-16,0.036,5.7
"74",2011-01-06,0.044,5.4
"75",2011-01-12,0.034,5.1
"76",2011-01-21,0.036,5.2
"77",2011-01-26,0.052,5
"78",2011-02-06,0.044,6
"79",2011-02-12,0.048,6.2
"80",2011-02-15,0.062,14
"81",2011-02-24,0.114,11
"82",2011-03-01,0.054,9.1
"83",2011-03-08,0.042,6.7
"84",2011-03-14,0.072,11
"85",2011-03-31,0.046,4.9
"86",2011-04-07,0.054,4
"87",2011-04-14,0.04,4.4
"88",2011-04-20,0.038,4.2
"89",2011-04-23,0.478,116
"90",2011-04-25,0.862,1120
"91",2011-04-25,0.658,1120
"92",2011-05-11,0.064,3.5
"93",2011-05-18,0.052,2.2
"94",2011-05-23,0.998,331
"95",2011-06-09,0.076,13
"96",2011-06-15,0.057,9.6
"97",2011-07-14,0.074,10
"98",2011-07-20,0.074,6.1
"99",2011-07-28,0.066,4.8
"100",2011-08-04,0.07,3.8
"101",2011-08-10,0.058,15
"102",2011-08-17,0.08,8.6
"103",2011-08-31,0.056,4.6
"104",2011-09-07,0.052,4
"105",2011-09-15,0.048,5
"106",2011-09-21,0.056,7.9
"107",2011-09-29,0.058,7.6
"108",2011-10-05,0.06,4.6
"109",2011-10-12,0.144,30
"110",2011-10-27,0.048,11
"111",2011-11-02,0.046,8.9
"112",2011-11-08,0.6,73
"113",2011-11-16,0.07,21
"114",2011-11-30,0.062,14
"115",2011-12-07,0.058,12
"116",2012-01-04,0.044,6.4
"117",2012-01-12,0.046,5.8
"118",2012-01-18,0.042,5.4
"119",2012-01-25,0.104,16
"120",2012-02-01,0.054,10
"121",2012-02-08,0.047,11
"122",2012-02-15,0.128,9.4
"123",2012-02-29,0.048,7.5
"124",2012-03-15,0.038,7.3
"125",2012-03-20,0.142,43
"126",2012-03-28,0.052,24
"127",2012-04-11,0.054,8.3
"128",2012-04-18,0.056,10
"129",2012-04-25,0.054,7
"130",2012-05-01,0.056,9.2
"131",2012-05-09,0.06,5.9
"132",2012-05-17,0.056,4.8
"133",2012-05-23,0.068,4.2
"134",2012-05-31,0.058,4
"135",2012-06-06,0.062,5
"136",2012-06-13,0.054,4.9
"137",2012-06-20,0.056,4.5
"138",2012-06-28,0.054,4.1
"139",2012-07-11,0.056,5.2
"140",2012-07-18,0.06,4.4
"141",2012-07-25,0.062,3.1
"142",2012-08-01,0.058,2.9
"143",2012-08-16,0.056,6
"144",2012-08-22,0.068,5
"145",2012-08-27,0.08,17
"146",2012-09-06,0.06,4.9
"147",2012-09-12,0.066,4.6
"148",2012-09-27,0.056,4
"149",2012-10-03,0.06,3.4
"150",2012-10-10,0.062,4.4
"151",2012-10-16,0.064,7.4
"152",2012-10-25,0.054,3.6
"153",2012-11-01,0.048,3.5
"154",2012-11-08,0.046,3.9
"155",2012-11-15,0.04,4.4
"156",2012-11-29,0.038,3.5
"157",2012-12-06,0.04,3.9
"158",2012-12-13,0.032,3.3
