"","Site","Const","Opt_MSE","f05_MSE"
"1","FC12","NO3",0.0444737449692396,0.0455836309911335
"2","FC12","TN",0.0338550768645251,0.0339130006686226
"3","FC12","SRP",0.161048071325043,0.164118854160812
"4","FC12","TP",0.205068739305068,0.207456605373591
"5","FC12","TSS",1.00944685794912,1.02155694945338
"6","FC12","Cl",0.0380022766644553,0.0384175185029755
"7","FC12","SO4",0.109388103162536,0.110508942062307
