"","Site","Const","Trend_0.5","p_0.5","Span_MSE","Trend_MSE","p_MSE"
"1","FC12","NO3","2.28466140725914","0.00110850592587989","0.15","1.92448042781734","0.00341476079129302"
"2","FC12","TN","2.39407038513662","8.4401143646222e-05","0.6","2.37422138589238","0.000103007170750036"
"3","FC12","SRP","4.14306370011275","0.00179680706323279","0.875","4.07587358424166","0.0022644564450055"
"4","FC12","TP","6.33194699872774","1.70669507600762e-05","0.725","6.37813902173434","1.57989391014752e-05"
"5","FC12","TSS","4.78705259752132","0.150413444992408","0.775","5.08981670890307","0.128687431875953"
"6","FC12","Cl","-0.804134104903653","0.209647922736024","0.275","-0.701913439371538","0.262311997550435"
"7","FC12","SO4","3.21635995916836","0.00346588865058196","0.725","3.27599938856338","0.00302030478835072"
