"","TP.Date","TP.Flow","TP.concentrations.TP","lnC","lnQ"
"1",2009-07-07,0.01,0.082,-2.50103603171788,-4.60517018598809
"2",2009-07-14,0.01,0.098,-2.32278780031156,-4.60517018598809
"3",2009-07-21,0.01,0.136,-1.99510039324608,-4.60517018598809
"4",2009-07-28,0.01,0.1,-2.30258509299405,-4.60517018598809
"5",2009-08-04,0.01,0.17,-1.77195684193188,-4.60517018598809
"6",2009-08-11,0.01,0.306,-1.18417017702976,-4.60517018598809
"7",2009-08-18,0.01,0.152,-1.88387475813586,-4.60517018598809
"8",2009-08-25,0.01,0.13,-2.04022082852655,-4.60517018598809
"9",2009-09-01,0.01,0.176,-1.73727128394399,-4.60517018598809
"10",2009-09-08,3.695801939,0.237,-1.43969513784701,1.30719756441065
"11",2009-09-10,8.366047922,1.048,0.0468835858988505,2.12418160118911
"12",2009-09-15,2.792228224,0.432,-0.839329690738027,1.02683992367976
"13",2009-09-22,353.9933151,1.024,0.0237165266173161,5.86927802905717
"14",2009-09-29,2.838809754,0.079,-2.53830742651512,1.04338486362164
"15",2009-10-06,2.025204799,0.136,-1.99510039324608,0.705670830753314
"16",2009-10-09,2698.454539,0.872,-0.136965855073157,7.90043449515007
"17",2009-10-13,66.59875256,0.28,-1.27296567581289,4.1986858470406
"18",2009-10-20,6.037327785,0.087,-2.44184716032755,1.79796149434827
"19",2009-10-27,68.0259744,0.524,-0.646263594661095,4.21988960871226
"20",2009-11-03,4.442203605,0.082,-2.50103603171788,1.49115056075677
"21",2009-11-10,4.067681507,0.046,-3.07911388249304,1.40307318284009
"22",2009-11-17,4.323359692,0.102,-2.28278246569787,1.46403280648052
"23",2009-11-23,3.841214561,0.05,-2.99573227355399,1.34578860851697
"24",2009-12-01,3.193143569,0.032,-3.44201937618241,1.16100587639234
"25",2009-12-08,2.957275656,0.12,-2.12026353620009,1.08426845803377
"26",2009-12-15,2.634415351,0.02,-3.91202300542815,0.968661279196353
"27",2009-12-21,2.357967489,0.01,-4.60517018598809,0.857800014488324
"28",2009-12-29,3.134925823,0.026,-3.64965874096066,1.14260551287992
"29",2010-01-05,2.666060426,0.03,-3.50655789731998,0.980601886916014
"30",2010-01-12,2.07521859,0.024,-3.72970144863419,0.730066492712624
"31",2010-01-19,2.491461303,0.052,-2.95651156040071,0.91286940701124
"32",2010-01-26,4.288047033,0.074,-2.60369018577797,1.45583139222514
"33",2010-02-03,20.07832978,0.244,-1.41058705368894,2.99964111307717
"34",2010-02-10,5.248397869,0.084,-2.47693848013882,1.65792286222084
"35",2010-02-16,4.358777324,0.038,-3.27016911925575,1.47219158775779
"36",2010-02-23,4.60689917,0.093,-2.37515578582888,1.52755499945423
"37",2010-03-02,3.915291646,0.032,-3.44201937618241,1.36488982117649
"38",2010-03-08,3.36648783,0.044,-3.12356564506388,1.21387001396622
"39",2010-03-16,3.169472192,0.066,-2.71810053695571,1.15356507308
"40",2010-03-22,62.08284061,0.262,-1.33941077522104,4.12846963207684
"41",2010-03-30,4.562618165,0.08,-2.52572864430826,1.51789661775131
"42",2010-04-07,4.356900323,0.078,-2.55104645229255,1.47176086943501
"43",2010-04-13,3.356916451,0.04,-3.2188758248682,1.21102282969295
"44",2010-04-20,2.595896721,0.026,-3.64965874096066,0.953932014152138
"45",2010-04-27,2.496969692,0.054,-2.91877123241786,0.915077873458655
"46",2010-05-04,1.982423491,0.056,-2.88240358824699,0.68432008160058
"47",2010-05-11,2.106962193,0.05,-2.99573227355399,0.74524719113947
"48",2010-05-14,7.064972474,1.528,0.423959690744329,1.95514912002133
"49",2010-05-18,4.334831077,0.194,-1.63989711991881,1.46668264222989
"50",2010-05-25,3.038308199,0.13,-2.04022082852655,1.11130084702018
"51",2010-06-01,1.934423363,0.118,-2.13707065451647,0.659809278452273
"52",2010-06-08,2.044854996,0.26,-1.34707364796661,0.715326880379306
"53",2010-06-15,2.410909768,0.234,-1.45243416362444,0.880004173363897
"54",2010-06-23,1.154780943,0.168,-1.78379129957888,0.143910666245814
"55",2010-08-04,0.01,0.138,-1.98050159382493,-4.60517018598809
"56",2010-08-09,0.01,0.122,-2.10373423424888,-4.60517018598809
"57",2010-08-18,0.01,0.114,-2.17155683058764,-4.60517018598809
"58",2010-08-25,0.01,0.109,-2.21640739675299,-4.60517018598809
"59",2010-09-02,0.01,0.11,-2.20727491318972,-4.60517018598809
"60",2010-09-08,0.01,0.142,-1.95192822138088,-4.60517018598809
"61",2010-09-15,2.945405791,0.392,-0.936493439191674,1.08024659742465
"62",2010-09-23,0.01,0.134,-2.00991547903123,-4.60517018598809
"63",2010-09-30,0.01,0.094,-2.36446049671213,-4.60517018598809
"64",2010-10-07,0.01,0.07,-2.65926003693278,-4.60517018598809
