"","Site","Const","Trend_0.5","p_0.5","Span_MSE","Trend_MSE","p_MSE"
"1","Ballard","NO3","-1.23832448615246","0.465451888820322","0.95","-3.14315653344721","0.0804883750625645"
"2","Ballard","TN","0.231357151037059","0.840684534437123","1","-0.866004498512041","0.47518288123693"
"3","Ballard","SRP","-3.73396781494506","0.20911200831571","0.35","-3.89277801513543","0.184333465077771"
"4","Ballard","TP","-1.18717196393447","0.654811311217371","0.6","-1.18215719613346","0.657285265829874"
"5","Ballard","TSS","-0.110850421641828","0.976388316473062","0.55","-0.145590371758431","0.969039892414456"
"6","Ballard","Cl","2.09748378985353","0.00433286198873335","0.525","2.10442456740623","0.00423568715954279"
"7","Ballard","SO4","3.45270701949119","0.0035093294583737","0.5","3.45270701949119","0.0035093294583737"
