"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.5",5,0.2,0.0217593517310397,5,0.2,0.0451753951452626,5,0.45,0.174379365939053,5,0.85,0.143270829592925,5,0.8,0.114392806966672,5,0.75,0.147983038189641,5,0.9,0.0902603942796075
"folds.6",6,0.2,0.027404751561787,6,0.2,0.0564330920431534,6,0.65,0.175199594631905,6,0.65,0.11766868048613,6,0.7,0.09596449173246,6,0.85,0.126123522219857,6,0.75,0.104080032000497
"folds.7",7,0.2,0.00707106781186547,7,0.2,0.0493736275965299,7,0.5,0.175897117424838,7,0.85,0.14228815258955,7,0.7,0.102265161542463,7,0.8,0.129066507139948,7,0.9,0.0831828573391299
"folds.8",8,0.2,0.00989743318610787,8,0.2,0.0536523198806112,8,0.85,0.188484828599665,8,0.75,0.117321292672241,8,0.85,0.0996985251564302,8,0.75,0.173913537044553,8,0.85,0.0893571143085486
"folds.9",9,0.2,0.0137023757808935,9,0.2,0.0314448010043645,9,0.45,0.16420494909144,9,0.9,0.101519074311085,9,0.75,0.098876340002272,9,0.75,0.11632554600371,9,0.9,0.0970798114744686
"folds.10",10,0.2,0.00707106781186547,10,0.2,0.00707106781186547,10,0.45,0.163245151817249,10,0.85,0.0991031208965115,10,0.7,0.0920348203848158,10,0.85,0.112163328431792,10,0.9,0.0923834069384271
"folds.11",11,0.2,0.0119948968741048,11,0.2,0.0267261241912424,11,0.8,0.174508054898591,11,0.7,0.116167542623504,11,0.7,0.0905820183083615,11,0.75,0.123308969831137,11,0.9,0.0916125381312904
"folds.12",12,0.2,0.00707106781186547,12,0.2,0.0222233559801486,12,0.5,0.159027657715151,12,0.9,0.114379425865076,12,0.85,0.115356590003098,12,0.7,0.0952976004580453,12,0.9,0.0750849858629594
"folds.13",13,0.2,0,13,0.2,0.0164130361329658,13,0.5,0.154090484946412,13,0.85,0.118153307535729,13,0.85,0.0913671668799765,13,0.75,0.116496474502144,13,0.9,0.0878832713760423
"folds.14",14,0.2,0,14,0.2,0.00707106781186547,14,0.9,0.167806983387073,14,0.85,0.107023743312655,14,0.65,0.095831484749991,14,0.75,0.0882077788230605,14,0.9,0.0931533736394349
"folds.15",15,0.2,0.00989743318610787,15,0.2,0.0156817845715001,15,0.55,0.164130361329658,15,0.85,0.09596449173246,15,0.7,0.0865200224555813,15,0.75,0.0951958239523099,15,0.85,0.0847806292854731
