"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.16",16,0.2,0.00707106781186547,16,0.2,0.0182107839771171,16,0.45,0.156716955309988,16,0.85,0.116163150572892,16,0.85,0.0779913652991438,16,0.85,0.0976718788514245,16,0.9,0.0852128188114671
"folds.17",17,0.2,0,17,0.2,0.0119948968741048,17,0.55,0.14803474495633,17,0.85,0.104471458850184,17,0.7,0.0924110162175882,17,0.75,0.0723934826246853,17,0.85,0.0808690046826802
"folds.18",18,0.2,0,18,0.2,0,18,0.9,0.17878558586834,18,0.9,0.0970219836229009,18,0.65,0.0958527782698072,18,0.8,0.0665551788874066,18,0.85,0.071149454656794
"folds.19",19,0.2,0,19,0.2,0.0239897937482095,19,0.5,0.158165503604965,19,0.85,0.0985869552988733,19,0.7,0.0813408048313529,19,0.8,0.105443669069977,19,0.85,0.0707106781186548
"folds.20",20,0.2,0,20,0.2,0.0212132034355964,20,0.5,0.170608155892803,20,0.85,0.109082444012943,20,0.7,0.0725342987130635,20,0.85,0.0835988965848478,20,0.85,0.0678308219629046
"folds.21",21,0.2,0,21,0.2,0.00989743318610787,21,0.9,0.184835834497225,21,0.85,0.108439769796276,21,0.7,0.0858867312932848,21,0.75,0.0775649826314185,21,0.9,0.0821645933974195
"folds.22",22,0.2,0.00707106781186547,22,0.2,0.0156817845715001,22,0.9,0.191385922754448,22,0.7,0.119078091338141,22,0.75,0.0870432686210996,22,0.75,0.0793403929860678,22,0.9,0.0740173724781651
"folds.23",23,0.2,0,23,0.2,0.00989743318610787,23,0.45,0.178211064958014,23,0.85,0.101141444703616,23,0.7,0.0867144033889529,23,0.8,0.0688387645894672,23,0.9,0.0653405521487387
"folds.24",24,0.2,0,24,0.2,0.0170233932683043,24,0.9,0.184567890280105,24,0.85,0.0921179368294486,24,0.7,0.0829863524555547,24,0.75,0.0779128241258479,24,0.9,0.0662093155786084
"folds.25",25,0.2,0,25,0.2,0.0252538136138053,25,0.45,0.169106294310739,25,0.8,0.090694598538621,25,0.7,0.0846662113652121,25,0.75,0.0683926240204904,25,0.9,0.0621141148637419
"folds.26",26,0.2,0,26,0.2,0.0151522881682832,26,0.45,0.175908719371782,26,0.9,0.0813408048313529,26,0.65,0.0806605383628178,26,0.75,0.0698686814893571,26,0.9,0.0797252936587856
"folds.27",27,0.2,0,27,0.2,0.0285892801374136,27,0.45,0.168498773688991,27,0.9,0.0976718788514245,27,0.65,0.0895339406628137,27,0.75,0.0697590605628563,27,0.9,0.0790504876128967
"folds.28",28,0.2,0,28,0.2,0.0313635691430002,28,0.45,0.175722996299777,28,0.85,0.107499406737803,28,0.65,0.0844187811582524,28,0.85,0.0759228932159841,28,0.9,0.0747854072854935
"folds.29",29,0.2,0,29,0.2,0.00989743318610787,29,0.5,0.171074038154865,29,0.85,0.0900170051961839,29,0.7,0.0792116771437038,29,0.75,0.0519124066017332,29,0.9,0.0557783514438704
"folds.30",30,0.2,0.00707106781186547,30,0.2,0,30,0.45,0.165677335782046,30,0.85,0.0884619138617385,30,0.8,0.0847625735661148,30,0.85,0.0764319091394025,30,0.85,0.0646892099005006
