"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.9,0.0873416935293301,5,0.7,0.122011207247029,5,0.2,0.28438261090959,5,0.5,0.115214972099629,5,0.4,0.0971481091017258,5,0.5,0.150377077063369,5,0.75,0.133175501822649
"2",6,0.9,0.0897217922246318,6,0.9,0.124953052408184,6,0.2,0.297823739134134,6,0.5,0.104045712088878,6,0.4,0.103632986632478,6,0.4,0.156521498816734,6,0.75,0.0867144033889529
"3",7,0.85,0.0735402152927643,7,0.65,0.100554584628429,7,0.2,0.312879973074373,7,0.5,0.100508909139073,7,0.35,0.101322882561701,7,0.4,0.135409432041178,7,0.8,0.106909269180622
"4",8,0.9,0.082065180664829,8,0.8,0.104471458850184,8,0.2,0.312553668860833,8,0.5,0.104178026591454,8,0.35,0.0851229602830337,8,0.7,0.17660055238317,8,0.75,0.108838956111068
"5",9,0.9,0.0789988375011342,9,0.8,0.101121264846132,9,0.2,0.319803830177061,9,0.35,0.0995346314462602,9,0.4,0.0941178158761991,9,0.4,0.150200546209502,9,0.75,0.113191187368802
"6",10,0.9,0.0730180296437889,10,0.8,0.115422913581281,10,0.2,0.250639997133868,10,0.45,0.0808122035641769,10,0.35,0.0846601850858803,10,0.4,0.138740691910617,10,0.75,0.0790569415042095
"7",11,0.9,0.081597568991399,11,0.8,0.127775312999988,11,0.2,0.308367988491884,11,0.4,0.091718290967283,11,0.4,0.0796996914443621,11,0.55,0.122073915380504,11,0.8,0.105443669069977
"8",12,0.85,0.0784089228575005,12,0.8,0.0956236244398862,12,0.2,0.305754336495354,12,0.5,0.0921677707183139,12,0.4,0.0874584449429369,12,0.45,0.116097249875143,12,0.75,0.0605754715631834
"9",13,0.9,0.0734638603362919,13,0.8,0.107518389504459,13,0.2,0.292436980826813,13,0.35,0.104803022234036,13,0.45,0.1007168186105,13,0.4,0.144705894552943,13,0.75,0.0623027499638758
"10",14,0.85,0.0603476323868126,14,0.8,0.090694598538621,14,0.2,0.319783089749592,14,0.35,0.0914732033918979,14,0.3,0.0859757915618919,14,0.4,0.156821099163528,14,0.75,0.0496518491342365
