"","Date","concentrations.TN","Flow"
"1",2011-07-14,0.36,0.02
"2",2011-08-10,0.57,0.23
"3",2011-08-17,0.32,0.02
"4",2011-09-21,0.75,0.14
"5",2011-09-27,0.84,0.16
"6",2011-10-05,0.21,0.05
"7",2011-10-14,0.28,0.06
"8",2011-10-27,0.27,1.3
"9",2011-11-02,0.13,0.9
"10",2011-11-09,4.44,3.5
"11",2011-11-16,0.61,0.75
"12",2011-11-30,1.32,0.58
"13",2011-12-07,1.85,0.8
"14",2011-12-14,1.7,15
"15",2012-01-04,1.05,0.6
"16",2012-01-11,0.93,1
"17",2012-01-18,0.73,0.63
"18",2012-01-25,1.64,17
"19",2012-02-01,1.04,0.92
"20",2012-02-08,1.48,0.65
"21",2012-02-15,1.02,0.57
"22",2012-03-08,0.68,0.93
"23",2012-03-13,0.58,0.44
"24",2012-03-20,1.94,26
"25",2012-03-28,0.91,0.48
"26",2012-04-11,0.39,0.34
"27",2012-04-15,1.05,2.4
"28",2012-04-25,0.38,0.19
"29",2012-04-30,2.07,0.82
"30",2012-05-09,0.3,0.1
"31",2012-05-17,0.23,0.03
"32",2012-05-23,0.42,0.03
"33",2012-05-31,1.4,0.87
"34",2012-06-06,0.43,0.06
"35",2012-06-13,0.31,0.03
"36",2012-07-11,0.28,0.03
"37",2012-07-26,2.23,0.76
"38",2012-08-15,0.16,0.01
"39",2012-08-16,1.64,1
"40",2012-08-20,0.18,0.03
"41",2012-08-27,14.95,4.7
"42",2012-08-29,0.28,0.07
"43",2012-09-05,0.28,0.03
"44",2012-09-10,1.63,0.06
"45",2012-09-11,0.24,0.03
"46",2012-10-01,0.16,0.03
"47",2012-10-09,0.13,0.03
"48",2012-10-12,1.33,5.5
"49",2012-10-15,0.73,0.29
"50",2012-10-24,0.39,0.27
"51",2012-10-31,0.21,0.19
"52",2012-11-07,0.13,0.03
"53",2012-11-11,0.91,1
"54",2012-11-28,0.09,0.03
"55",2012-12-05,0.26,0.21
"56",2012-12-12,0.14,0.1
"57",2013-01-10,0.25,0.2
"58",2013-01-15,0.18,0.1
"59",2013-01-23,0.13,0.09
"60",2013-01-29,0.99,16
"61",2013-02-06,1.07,0.49
"62",2013-02-11,1.67,0.92
"63",2013-02-20,1.51,0.65
"64",2013-02-27,1.46,0.85
"65",2013-03-06,0.97,0.7
"66",2013-03-09,1.09,1.8
"67",2013-03-19,0.79,0.48
"68",2013-03-29,0.68,3.5
"69",2013-04-03,1.41,3.2
"70",2013-04-10,1.34,9.9
"71",2013-04-24,1.15,0.3
"72",2013-05-03,0.95,1.5
"73",2013-05-09,0.09,15
"74",2013-05-20,2.18,3.4
"75",2013-05-21,1.35,22
"76",2013-05-30,1.2,7.6
"77",2013-06-06,0.72,0.65
"78",2013-06-12,0.5,0.38
"79",2013-06-12,0.012,0.38
"80",2013-06-25,0.33,0.1
"81",2013-07-08,0.41,0.02
"82",2013-07-16,1.55,0.31
"83",2013-07-31,0.96,2.3
"84",2013-08-07,0.29,0.06
"85",2013-08-07,0.39,0.06
"86",2013-08-13,1.15,7.2
"87",2013-08-20,0.56,0.07
"88",2013-08-28,0.26,0.06
"89",2013-09-04,0.31,0.02
"90",2013-09-23,0.24,0.07
"91",2013-09-28,1.24,0.65
"92",2013-10-05,2.47,27
"93",2013-10-24,0.32,0.48
"94",2013-10-30,0.28,3.6
"95",2013-11-06,0.34,2
"96",2013-11-13,0.3,0.71
"97",2013-11-21,1.26,16
"98",2013-12-02,0.9,1
"99",2013-12-12,0.55,1.1
"100",2013-12-18,1.25,1.6
"101",2014-01-09,0.87,1.5
"102",2014-01-10,0.96,10
"103",2014-01-22,0.77,1.1
"104",2014-01-28,0.6,0.75
"105",2014-02-06,0.65,0.95
"106",2014-02-12,0.63,0.87
"107",2014-02-21,0.42,0.98
"108",2014-02-26,0.42,0.65
"109",2014-03-07,1.04,5
"110",2014-03-11,0.68,1.8
"111",2014-03-16,2.15,39
"112",2014-03-27,0.78,1.5
"113",2014-03-27,1.09,1.5
"114",2014-04-03,1.55,3.1
"115",2014-04-03,0.63,3.1
"116",2014-04-07,1.03,8.2
"117",2014-04-13,0.91,1.2
"118",2014-04-22,0.35,0.35
"119",2014-04-27,1.67,0.49
"120",2014-04-28,0.29,0.52
"121",2014-05-08,2.05,2.3
"122",2014-05-12,1.69,5.1
"123",2014-05-20,0.62,0.33
"124",2014-05-28,0.51,0.22
"125",2014-06-02,1.06,0.42
"126",2014-06-06,1.8,2.7
"127",2014-06-10,0.78,0.91
"128",2014-06-16,0.55,0.43
"129",2014-07-01,0.3,0.05
"130",2014-07-09,0.37,0.01
"131",2014-07-10,1.92,0.03
"132",2014-07-23,0.28,0.02
"133",2014-08-07,1.41,0.08
"134",2014-08-12,0.17,0.02
"135",2014-08-30,1.53,0.03
"136",2014-09-02,1.23,1.3
"137",2014-09-06,0.42,0.04
"138",2014-09-10,0.19,0.03
"139",2014-09-17,0.18,3.2
"140",2014-09-17,2.56,3.2
"141",2014-09-24,0.25,0.04
"142",2014-10-10,1.69,12
"143",2014-10-13,1.84,16
"144",2014-10-22,0.35,0.32
"145",2014-10-29,0.14,0.07
"146",2014-11-04,0.78,2.5
"147",2014-11-12,0.24,0.25
"148",2014-11-19,0.21,0.12
"149",2014-12-03,0.18,0.21
"150",2014-12-05,0.77,2.1
"151",2014-12-10,0.54,0.09
"152",2014-12-17,0.76,4.7
"153",2015-01-07,0.95,0.8
"154",2015-01-14,0.77,0.65
"155",2015-01-21,0.5,0.65
"156",2015-01-28,0.46,0.56
"157",2015-02-04,0.47,0.89
"158",2015-02-11,0.39,1.1
"159",2015-02-18,0.51,0.91
"160",2015-02-25,0.81,1.2
"161",2015-03-04,1.15,6.5
"162",2015-03-10,1.13,7.7
"163",2015-03-18,1.21,5.9
"164",2015-03-25,1.97,5.2
"165",2015-04-01,0.66,2.4
"166",2015-04-13,0.89,6.1
"167",2015-04-17,2.62,5.9
"168",2015-04-22,0.76,2.2
"169",2015-04-24,6.1,8.3
"170",2015-06-01,0.87,2.2
