"","Date","concentrations.SO4","Flow"
"103",2013-12-18,20.572,1.6
"104",2014-01-09,19.912,1.5
"105",2014-01-10,17.357,10
"106",2014-01-22,21.345,1.1
"107",2014-01-28,23.939,0.75
"108",2014-02-06,24.554,0.95
"109",2014-02-12,24.843,0.87
"110",2014-02-21,24.262,0.98
"111",2014-02-26,24.806,0.65
"112",2014-03-07,20.618,5
"113",2014-03-11,21.019,1.8
"114",2014-03-16,6.132,39
"115",2014-03-27,24.378,1.5
"116",2014-03-27,14.784,1.5
"117",2014-04-03,5.344,3.1
"118",2014-04-03,21.729,3.1
"119",2014-04-07,16.378,8.2
"120",2014-04-13,15.634,1.2
"121",2014-04-22,19.238,0.35
"122",2014-04-27,13.776,0.49
"123",2014-04-28,16.29,0.52
"124",2014-05-08,3.688,2.3
"125",2014-05-12,6.998,5.1
"126",2014-05-20,20.874,0.33
"127",2014-05-28,21.317,0.22
"128",2014-06-02,9.621,0.42
"129",2014-06-06,10.053,2.7
"130",2014-06-10,9.858,0.91
"131",2014-06-16,16.537,0.43
"132",2014-07-01,21.088,0.05
"133",2014-07-09,33.726,0.01
"134",2014-07-10,8.69,0.03
"135",2014-07-23,34.757,0.02
"136",2014-08-07,5.128,0.08
"137",2014-08-12,29.878,0.02
"138",2014-08-30,16.708,0.03
"139",2014-09-02,3.197,1.3
"140",2014-09-06,13.763,0.04
"141",2014-09-10,24.952,0.03
"142",2014-09-17,27.477,3.2
"143",2014-09-17,10.934,3.2
"144",2014-09-24,25.74,0.04
"145",2014-10-10,2.749,12
"146",2014-10-13,14.48,16
"147",2014-10-22,22.967,0.32
"148",2014-10-29,20.407,0.07
"149",2014-11-04,5.68,2.5
"150",2014-11-12,23.784,0.25
"151",2014-11-19,25.259,0.12
"152",2014-12-03,24.397,0.21
"153",2014-12-05,4.811,2.1
"154",2014-12-10,22.559,0.09
"155",2014-12-17,24.285,4.7
"156",2015-01-07,22.953,0.8
"157",2015-01-14,24.29,0.65
"158",2015-01-21,24.737,0.65
"159",2015-01-28,24.34,0.56
"160",2015-02-04,26.193,0.89
"161",2015-02-11,25.248,1.1
"162",2015-02-18,25.282,0.91
"163",2015-02-25,23.682,1.2
"164",2015-03-04,11.129,6.5
"165",2015-03-10,19.004,7.7
"166",2015-03-18,10.125,5.9
"167",2015-03-25,16.899,5.2
"168",2015-04-01,21.076,2.4
"169",2015-04-13,12.913,6.1
"170",2015-04-17,8.564,5.9
"171",2015-04-22,20.203,2.2
"172",2015-04-24,5.365,8.3
"173",2015-06-01,16.641,2.2
