"","Date","concentrations.TP","Flow"
"1",2009-07-07,0.058,327
"2",2009-07-14,0.09,260
"3",2009-07-21,0.09,270
"4",2009-07-28,0.098,283
"5",2009-08-04,0.096,241
"6",2009-08-11,0.12,394
"7",2009-08-18,0.108,222
"8",2009-08-25,0.096,230
"9",2009-09-01,0.092,205
"10",2009-09-08,0.128,263
"11",2009-09-10,0.156,445
"12",2009-09-15,0.202,350
"13",2009-09-22,0.954,2990
"14",2009-09-29,0.108,336
"15",2009-10-06,0.088,249
"16",2009-10-09,1.098,17300
"17",2009-10-13,0.168,2210
"18",2009-10-20,0.09,815
"19",2009-10-27,0.082,1100
"20",2009-10-30,0.73,7660
"21",2009-11-03,0.09,1330
"22",2009-11-10,0.084,652
"23",2009-11-17,0.064,725
"24",2009-11-23,0.05,501
"25",2009-12-01,0.034,426
"26",2009-12-08,0.022,369
"27",2009-12-15,0.016,353
"28",2009-12-21,0.016,312
"29",2009-12-29,0.028,397
"30",2010-01-05,0.025,368
"31",2010-01-12,0.016,307
"32",2010-01-19,0.056,306
"33",2010-01-26,0.066,835
"34",2010-02-03,0.064,1150
"35",2010-02-10,0.064,1160
"36",2010-02-16,0.042,755
"37",2010-02-23,0.07,979
"38",2010-03-02,0.026,576
"39",2010-03-08,0.023,449
"40",2010-03-16,0.058,393
"41",2010-03-22,0.116,1430
"42",2010-03-30,0.06,1310
"43",2010-04-07,0.094,915
"44",2010-04-13,0.032,579
"45",2010-04-20,0.044,440
"46",2010-04-25,0.094,985
"47",2010-04-27,0.074,521
"48",2010-05-04,0.064,355
"49",2010-05-11,0.08,586
"50",2010-05-14,0.2,1200
"51",2010-05-15,0.47,3550
"52",2010-05-18,0.134,1340
"53",2010-05-26,0.104,2710
"54",2010-06-01,0.104,518
"55",2010-06-08,0.086,511
"56",2010-06-15,0.094,371
"57",2010-06-23,0.094,256
"58",2010-08-04,0.09,261
"59",2010-08-09,0.084,221
"60",2010-08-18,0.096,178
"61",2010-08-25,0.094,151
"62",2010-09-02,0.092,490
"63",2010-09-08,0.102,208
"64",2010-09-15,0.13,871
"65",2010-09-23,0.08,230
"66",2010-09-30,0.076,234
"67",2010-10-07,0.06,191
"68",2010-10-13,0.064,178
"69",2010-10-21,0.076,196
"70",2010-10-28,0.07,209
"71",2010-11-03,0.066,189
"72",2010-11-11,0.058,169
"73",2010-11-16,0.064,165
"74",2010-11-29,0.088,310
"75",2010-12-09,0.028,221
"76",2010-12-16,0.01,207
"77",2011-01-06,0.052,243
"78",2011-01-12,0.034,202
"79",2011-01-21,0.036,197
"80",2011-01-26,0.044,190
"81",2011-02-06,0.048,229
"82",2011-02-12,0.044,287
"83",2011-02-14,0.048,640
"84",2011-02-25,0.076,672
"85",2011-02-28,1.08,1930
"86",2011-03-05,0.098,793
"87",2011-03-14,0.08,595
"88",2011-03-31,0.041,295
"89",2011-04-07,0.05,261
"90",2011-04-11,0.088,383
"91",2011-04-20,0.072,329
"92",2011-04-23,0.535,2990
"93",2011-04-25,0.94,53100
"94",2011-04-26,1.098,47500
"95",2011-05-11,0.088,995
"96",2011-05-18,0.066,739
"97",2011-05-24,1.128,33600
"98",2011-06-09,0.062,636
"99",2011-06-16,0.059,535
"100",2011-07-14,0.086,317
"101",2011-07-20,0.084,248
"102",2011-07-28,0.074,208
"103",2011-08-04,0.104,186
"104",2011-08-10,0.094,349
"105",2011-08-17,0.102,282
"106",2011-08-31,0.072,183
"107",2011-09-07,0.075,145
"108",2011-09-15,0.07,150
"109",2011-09-19,0.348,860
"110",2011-09-29,0.084,227
"111",2011-10-05,0.082,170
"112",2011-10-13,0.084,387
"113",2011-10-27,0.067,198
"114",2011-11-02,0.058,178
"115",2011-11-09,0.458,6260
"116",2011-11-16,0.09,552
"117",2011-11-30,0.058,558
"118",2011-12-07,0.062,686
"119",2012-01-04,0.038,393
"120",2012-01-11,0.038,393
"121",2012-01-18,0.022,339
"122",2012-01-26,0.309,2620
"123",2012-02-01,0.054,613
"124",2012-02-04,0.258,1940
"125",2012-02-15,0.036,502
"126",2012-02-29,0.032,362
"127",2012-03-15,0.052,443
"128",2012-03-20,0.108,2440
"129",2012-03-22,0.2585,5700
"130",2012-03-28,0.074,1050
"131",2012-04-11,0.1,440
"132",2012-04-16,0.15,829
"133",2012-04-25,0.058,313
"134",2012-05-02,0.089,466
"135",2012-05-09,0.092,250
"136",2012-05-17,0.062,194
"137",2012-05-23,0.066,164
"138",2012-05-31,0.092,197
"139",2012-06-13,0.076,162
"140",2012-06-20,0.078,140
"141",2012-06-28,0.071,122
"142",2012-07-11,0.081,108
"143",2012-07-18,0.076,94
"144",2012-07-25,0.076,76
"145",2012-08-01,0.082,77
"146",2012-08-16,0.08,98
"147",2012-08-21,0.088,104
"148",2012-08-27,0.098,285
"149",2012-09-04,0.11,140
"150",2012-09-06,0.098,128
"151",2012-09-11,0.102,162
"152",2012-09-25,0.092,134
"153",2012-10-02,0.092,128
