"","Date","concentrations.TN","Flow"
"1",2009-07-07,2.61,327
"2",2009-07-14,2.49,260
"3",2009-07-28,2.27,283
"4",2009-08-04,2.14,241
"5",2009-08-11,2.11,394
"6",2009-08-18,2.02,222
"7",2009-08-25,2.02,230
"8",2009-09-01,2.2,205
"9",2009-09-08,2.059,263
"10",2009-09-10,2.45,445
"11",2009-09-15,2.03,350
"12",2009-09-22,2.07,2990
"13",2009-09-29,2.52,336
"14",2009-10-06,2.74,249
"15",2009-10-09,1.61,17300
"16",2009-10-13,2.89,2210
"17",2009-10-20,3.32,815
"18",2009-10-27,3.11,1100
"19",2009-10-30,2.32,7660
"20",2009-11-03,3.01,1330
"21",2009-11-10,3.61,652
"22",2009-11-17,3.23,725
"23",2009-11-23,3.07,501
"24",2009-12-01,2.89,426
"25",2009-12-08,3.07,369
"26",2009-12-15,3.04,353
"27",2009-12-21,3.13,312
"28",2009-12-29,2.55,397
"29",2010-01-05,2.61,368
"30",2010-01-12,3.05,307
"31",2010-01-19,2.99,306
"32",2010-01-26,2.42,835
"33",2010-02-03,2.53,1150
"34",2010-02-10,2.98,1160
"35",2010-02-16,2.99,755
"36",2010-02-23,2.56,979
"37",2010-03-02,3.1,576
"38",2010-03-08,3.035,449
"39",2010-03-16,3.26,393
"40",2010-03-22,2.27,1430
"41",2010-03-30,3.29,1310
"42",2010-04-07,2.94,915
"43",2010-04-13,2.74,579
"44",2010-04-20,3.08,440
"45",2010-04-25,3.11,985
"46",2010-04-27,2.53,521
"47",2010-05-04,2.61,355
"48",2010-05-11,3.03,586
"49",2010-05-14,2.23,1200
"50",2010-05-15,1.65,3550
"51",2010-05-18,2.09,1340
"52",2010-05-26,2.68,2710
"53",2010-06-01,4.075,518
"54",2010-06-08,2.71,511
"55",2010-06-15,2.47,371
"56",2010-06-23,2.23,256
"57",2010-08-04,2.17,261
"58",2010-08-09,2.08,221
"59",2010-08-18,2,178
"60",2010-08-25,2.02,151
"61",2010-09-02,2.17,490
"62",2010-09-08,2.1,208
"63",2010-09-15,2.51,871
"64",2010-09-23,2.3,230
"65",2010-09-30,2.29,234
"66",2010-10-07,2.46,191
"67",2010-10-13,2.64,178
"68",2010-10-21,2.72,196
"69",2010-10-28,2.04,209
"70",2010-11-03,2.4,189
"71",2010-11-11,2.44,169
"72",2010-11-16,2.45,165
"73",2010-11-29,2.09,310
"74",2010-12-09,2.6,221
"75",2010-12-16,2.58,207
"76",2011-01-06,2.66,243
"77",2011-01-12,2.72,202
"78",2011-01-21,2.82,197
"79",2011-01-26,2.85,190
"80",2011-02-06,2.63,229
"81",2011-02-12,2.49,287
"82",2011-02-14,2.82,640
"83",2011-02-25,2.74,672
"84",2011-03-14,2.69,595
"85",2011-03-31,2.635,295
"86",2011-04-07,1.83,261
"87",2011-04-11,2.73,383
"88",2011-04-20,1.945,329
"89",2011-04-23,2.57,2990
"90",2011-04-25,2.19,53100
"91",2011-04-26,1.94,47500
"92",2011-05-11,3.57,995
"93",2011-05-18,3.13,739
"94",2011-05-24,1.32,33600
"95",2011-06-09,3.08,636
"96",2011-06-16,3.2,535
"97",2011-07-14,2.41,317
"98",2011-07-20,2.28,248
"99",2011-07-28,2.13,208
"100",2011-08-04,1.875,186
"101",2011-08-10,2.02,349
"102",2011-08-17,1.99,282
"103",2011-08-31,1.94,183
"104",2011-09-07,1.875,145
"105",2011-09-15,2.19,150
"106",2011-09-19,3.17,860
"107",2011-09-29,2.74,227
"108",2011-10-05,2.72,170
"109",2011-10-13,2.49,387
"110",2011-10-27,2.41,198
"111",2011-11-02,2.44,178
"112",2011-11-09,2.92,6260
"113",2011-11-16,4.03,552
"114",2011-11-30,3.63,558
"115",2011-12-07,3.61,686
"116",2012-01-04,3.59,393
"117",2012-01-11,3.82,393
"118",2012-01-18,3.13,339
"119",2012-01-26,2.715,2620
"120",2012-02-01,3.37,613
"121",2012-02-04,3.42,1940
"122",2012-02-15,3.6,502
"123",2012-02-29,2.97,362
"124",2012-03-15,2.61,443
"125",2012-03-20,2.36,2440
"126",2012-03-22,2.74,5700
"127",2012-03-28,3.47,1050
"128",2012-04-11,3.1,440
"129",2012-04-16,3.35,829
"130",2012-04-25,2.94,313
"131",2012-05-02,2.97,466
"132",2012-05-09,2.73,250
"133",2012-05-17,2.62,194
"134",2012-05-23,2.56,164
"135",2012-05-31,2.52,197
"136",2012-06-13,2,162
"137",2012-06-20,1.75,140
"138",2012-06-28,1.645,122
"139",2012-07-11,1.33,108
"140",2012-07-18,1.13,94
"141",2012-07-25,0.95,76
"142",2012-08-01,0.96,77
"143",2012-08-16,1.07,98
"144",2012-08-21,1.3,104
"145",2012-08-27,1.49,285
"146",2012-09-04,1.78,140
"147",2012-09-06,1.62,128
"148",2012-09-11,1.59,162
"149",2012-09-25,1.96,134
"150",2012-10-02,2,128
"151",2012-10-09,2.18,129
"152",2012-10-13,2.23,499
"153",2012-10-16,1.9,327
"154",2012-10-23,2.62,161
"155",2012-11-01,1.96,143
"156",2012-11-15,1.97,153
"157",2012-11-27,2.09,114
"158",2012-12-04,2.22,153
"159",2012-12-11,2.36,141
"160",2013-01-03,2.73,184
"161",2013-01-11,2.7,139
"162",2013-01-15,2.7,151
"163",2013-01-22,2.65,123
"164",2013-01-30,3.11,1780
"165",2013-02-05,3.47,285
"166",2013-02-12,2.92,342
"167",2013-02-19,2.54,239
"168",2013-02-26,2.89,368
"169",2013-03-05,2.64,281
"170",2013-03-10,4.45,1760
"171",2013-03-19,3.62,476
"172",2013-03-26,3.19,451
"173",2013-04-05,2.92,982
"174",2013-04-11,2.96,1670
"175",2013-04-18,3.2,3690
"176",2013-04-25,3.91,762
"177",2013-05-03,3.29,806
"178",2013-05-10,2.3,11500
"179",2013-05-21,2.1,1630
"180",2013-05-29,3.06,732
"181",2013-06-07,2.78,724
"182",2013-06-26,2.67,267
"183",2013-07-10,2.48,187
"184",2013-07-17,2.21,198
"185",2013-08-01,1.94,802
"186",2013-08-08,2.57,2410
"187",2013-08-21,2.91,375
"188",2013-08-29,2.66,248
"189",2013-09-05,2.5,202
"190",2013-09-12,2.67,175
"191",2013-09-19,2.47,166
"192",2013-09-20,2.32,543
"193",2013-10-03,2.25,219
"194",2013-10-06,2.19,1780
"195",2013-10-21,2.34,262
"196",2013-10-30,2.44,237
"197",2013-11-07,2.59,605
"198",2013-11-14,2.45,293
"199",2013-11-21,2.32,252
"200",2013-12-03,2.4,236
"201",2013-12-13,2.55,256
"202",2013-12-20,3.31,588
"203",2013-12-21,3.61,2570
"204",2014-01-08,3.81,407
"205",2014-01-11,3.18,2290
"206",2014-01-23,3.65,438
"207",2014-01-29,3.6,348
"208",2014-02-07,3.47,322
"209",2014-02-13,3.29,309
"210",2014-02-20,3.04,301
"211",2014-02-26,2.99,259
"212",2014-03-06,3.06,303
"213",2014-03-13,2.55,426
"214",2014-03-17,2.65,5500
"215",2014-03-28,3.35,600
"216",2014-03-29,3.32,1260
"217",2014-04-03,2.735,636
"218",2014-04-04,2.72,1320
"219",2014-04-08,2.24,1420
"220",2014-04-15,2.53,671
"221",2014-04-24,2.2,402
"222",2014-04-29,2.5,379
"223",2014-05-09,2.75,979
"224",2014-05-13,2.46,1330
"225",2014-05-15,2.23,1040
"226",2014-05-21,2.49,400
"227",2014-05-29,2.55,306
"228",2014-06-03,2.79,513
"229",2014-06-16,2.365,435
"230",2014-07-02,2.13,290
"231",2014-07-07,2.01,200
"232",2014-07-22,2.03,154
"233",2014-07-31,1.64,235
"234",2014-08-06,1.73,154
"235",2014-08-13,1.72,213
"236",2014-08-21,1.68,160
"237",2014-08-28,1.47,128
"238",2014-09-03,1.71,594
"239",2014-09-11,1.52,167
"240",2014-09-18,1.88,290
"241",2014-09-24,1.83,175
"242",2014-10-01,1.815,142
"243",2014-10-09,1.83,149
"244",2014-10-11,2.49,2630
"245",2014-10-13,2.11,2450
"246",2014-10-23,2.81,329
"247",2014-10-29,2.62,244
"248",2014-11-06,2.42,446
"249",2014-11-13,2.41,214
"250",2014-11-19,2.75,184
"251",2014-12-03,2.73,214
"252",2014-12-11,2.53,309
"253",2014-12-17,2.345,648
"254",2015-01-05,2.69,786
"255",2015-01-08,2.96,515
"256",2015-01-15,3.11,354
"257",2015-01-21,2.97,301
"258",2015-01-29,2.82,263
"259",2015-02-04,2.96,302
"260",2015-02-11,2.66,255
"261",2015-02-18,2.63,259
"262",2015-02-25,2.57,437
"263",2015-03-05,2.6,863
