"","X.5.45.","NO3test5to45modes","NO3test5to45stdevs","X.5.45..1","TNtest5to45modes","TNtest5to45stdevs","X.5.45..2","SRPtest5to45modes","SRPtest5to45stdevs","X.5.45..3","TPtest5to45modes","TPtest5to45stdevs","X.5.45..4","TSStest5to45modes","TSStest5to45stdevs","X.5.45..5","Cltest5to45modes","Cltest5to45stdevs","X.5.45..6","SO4test5to45modes","SO4test5to45stdevs"
"folds.5",5,0.7,0.0959098336782845,5,0.65,0.117105042978905,5,0.5,0.0841479552834077,5,0.5,0.114655553271073,5,0.5,0.147970724588803,5,0.9,0.0325091809624119,5,0.25,0.120421182776376
"folds.6",6,0.65,0.0885208079122272,6,0.65,0.106812482446605,6,0.5,0.0778029131414325,6,0.5,0.106375529391177,6,0.5,0.141633532602832,6,0.9,0.0272602388217825,6,0.3,0.0969785793092725
"folds.7",7,0.7,0.083828319720648,7,0.65,0.0969124967794764,7,0.5,0.0700086509740847,7,0.5,0.102011795427815,7,0.55,0.144563121147809,7,0.9,0.0237723605290918,7,0.25,0.0984514229591563
"folds.8",8,0.65,0.0747554571812545,8,0.65,0.0868823834188988,8,0.5,0.0689456561612369,8,0.45,0.100752126483717,8,0.2,0.147170297942882,8,0.9,0.0257132489423482,8,0.3,0.0781254189177958
"folds.9",9,0.7,0.0765301042522278,9,0.65,0.0850618187732487,9,0.5,0.0657092665284563,9,0.5,0.0995935684614166,9,0.5,0.144477164808668,9,0.9,0.0208536537535961,9,0.3,0.0759469910229855
"folds.10",10,0.65,0.0702071153020763,10,0.65,0.0775030110170999,10,0.5,0.0664876726214011,10,0.5,0.0980265612306517,10,0.2,0.149721128824279,10,0.9,0.0198237983994739,10,0.25,0.0850615981243915
"folds.11",11,0.65,0.0685236673930474,11,0.65,0.0762890393013145,11,0.5,0.0631381336746971,11,0.5,0.091088622435171,11,0.5,0.142170636876923,11,0.9,0.0172451411967225,11,0.25,0.0849803457227562
"folds.12",12,0.65,0.0643064952032477,12,0.65,0.067928302306581,12,0.5,0.0634691920410079,12,0.5,0.0959153781192555,12,0.5,0.143790170432868,12,0.9,0.0156919162703679,12,0.25,0.0736642818903872
"folds.13",13,0.65,0.0613845710709586,13,0.65,0.06116222950742,13,0.5,0.0609195263334236,13,0.45,0.094162713515577,13,0.5,0.144300147375297,13,0.9,0.0165609258275093,13,0.3,0.0701320790259957
"folds.14",14,0.65,0.0593376647540031,14,0.65,0.0651302690916593,14,0.5,0.0615846585617731,14,0.5,0.0909969254449866,14,0.5,0.143010242393436,14,0.9,0.0145082041613698,14,0.3,0.0658409639398797
"folds.15",15,0.65,0.0584387935586678,15,0.65,0.0614916353760511,15,0.5,0.0593677060743004,15,0.45,0.0925669819435966,15,0.5,0.141740565428137,15,0.9,0.0138903903092369,15,0.3,0.0654633137371264
"folds.16",16,0.65,0.0567593086561061,16,0.65,0.0602005116390351,16,0.5,0.0610791958703466,16,0.45,0.0873348577452175,16,0.2,0.1440142965737,16,0.9,0.0130678333425349,16,0.3,0.0621113340527944
"folds.17",17,0.65,0.0549393149604937,17,0.65,0.0582713956890991,17,0.5,0.0568777203751616,17,0.5,0.0871996633094491,17,0.5,0.143363142022245,17,0.9,0.0129567695772472,17,0.3,0.0602297902007605
"folds.18",18,0.65,0.0555452543002125,18,0.65,0.057102523571189,18,0.5,0.0579174579201465,18,0.5,0.0829746635714469,18,0.5,0.140468114856331,18,0.9,0.0115018386483332,18,0.3,0.061850347335043
"folds.19",19,0.65,0.0539471991886539,19,0.65,0.0567653045424738,19,0.5,0.0549342130895471,19,0.5,0.0821948659953649,19,0.5,0.137644854993226,19,0.9,0.0119290528669422,19,0.3,0.05880387228232
"folds.20",20,0.65,0.0546789473864236,20,0.65,0.0533415674949923,20,0.5,0.0558374006855201,20,0.5,0.0807903898188831,20,0.5,0.141096237186355,20,0.9,0.0114511409313059,20,0.3,0.0568255148603085
