"","X.5.45.","NO3test5to45modes","NO3test5to45stdevs","X.5.45..1","TNtest5to45modes","TNtest5to45stdevs","X.5.45..2","SRPtest5to45modes","SRPtest5to45stdevs","X.5.45..3","TPtest5to45modes","TPtest5to45stdevs","X.5.45..4","TSStest5to45modes","TSStest5to45stdevs","X.5.45..5","Cltest5to45modes","Cltest5to45stdevs","X.5.45..6","SO4test5to45modes","SO4test5to45stdevs"
"folds.21",21,0.65,0.0520641015544364,21,0.65,0.0500443997060804,21,0.5,0.0557504090398278,21,0.45,0.0733936415953496,21,0.5,0.143570714458242,21,0.9,0.00958393717904347,21,0.3,0.0567123777829302
"folds.22",22,0.7,0.0520967760429959,22,0.65,0.0519634265392275,22,0.5,0.056059813616375,22,0.5,0.0772135962084362,22,0.5,0.143109189922381,22,0.9,0.00944281031614352,22,0.3,0.0591964037270358
"folds.23",23,0.65,0.050895386238247,23,0.65,0.0493286003329793,23,0.5,0.0546597217810811,23,0.45,0.0734898684225299,23,0.5,0.143528875276155,23,0.9,0.00700350262718941,23,0.3,0.0579885563941083
"folds.24",24,0.65,0.0493135815909707,24,0.65,0.0504726161892266,24,0.5,0.0561126200254999,24,0.45,0.0725552497360754,24,0.2,0.145243220472052,24,0.9,0.00853362893632144,24,0.25,0.06649647946908
"folds.25",25,0.65,0.0477061146329626,25,0.65,0.0491105828650948,25,0.5,0.0520679466761565,25,0.45,0.0730145781924995,25,0.2,0.145331728508648,25,0.9,0.00751358462745671,25,0.25,0.0623488964207458
"folds.26",26,0.65,0.0522835879944517,26,0.65,0.0483434285822498,26,0.5,0.0527900254478703,26,0.5,0.0728439684788229,26,0.5,0.143609413562147,26,0.9,0.00825276366486451,26,0.25,0.0666786025351164
"folds.27",27,0.65,0.0474764574711931,27,0.65,0.0484161297670685,27,0.5,0.0526802877052956,27,0.45,0.0701760263528413,27,0.5,0.144882680093209,27,0.9,0.00646678585692454,27,0.25,0.0632771206202842
"folds.28",28,0.65,0.0479170746816419,28,0.65,0.0499486974041603,28,0.5,0.0514393429779776,28,0.45,0.0737591887015978,28,0.5,0.142461337677044,28,0.9,0.010702899235817,28,0.25,0.0673555994463473
"folds.29",29,0.65,0.0466914348686147,29,0.65,0.051250625621807,29,0.5,0.0530810238700715,29,0.45,0.0691699499926231,29,0.2,0.148072695062334,29,0.9,0.0079607394991529,29,0.25,0.0656651308489476
"folds.30",30,0.65,0.0463716274011148,30,0.65,0.0449390366721074,30,0.5,0.0516424674511632,30,0.45,0.0692166956084365,30,0.5,0.141891192857804,30,0.9,0.00567712336749253,30,0.25,0.0633088106467457
"folds.31",31,0.65,0.04482685519805,31,0.65,0.0489537942755612,31,0.5,0.0504454382698995,31,0.5,0.0676044959146052,31,0.5,0.143368588093948,31,0.9,0.0108819077332936,31,0.25,0.0660611389099073
"folds.32",32,0.65,0.0457284494717576,32,0.65,0.0470281739933537,32,0.5,0.0507520765414902,32,0.5,0.0746160676902606,32,0.5,0.140298828438663,32,0.9,0.00608066398302639,32,0.25,0.0653374240307879
"folds.33",33,0.65,0.0449276751679407,33,0.65,0.0441128773256284,33,0.5,0.0490265346633953,33,0.45,0.0733468285425979,33,0.2,0.148437971325841,33,0.9,0.00587746072250121,33,0.25,0.0646437840694588
"folds.34",34,0.65,0.0425252677639823,34,0.65,0.042381289193153,34,0.5,0.0482579146495819,34,0.45,0.070061820263669,34,0.5,0.144033835419827,34,0.9,0.00445644026773161,34,0.25,0.0653978162813895
"folds.35",35,0.65,0.0420852547654005,35,0.65,0.0497460769525816,35,0.5,0.0468567557088149,35,0.5,0.0684329823482294,35,0.2,0.146892732886876,35,0.9,0.0120160053422252,35,0.25,0.0694355730069163
"folds.36",36,0.65,0.0456938500011536,36,0.65,0.047351659735216,36,0.5,0.0528222272124878,36,0.5,0.0736591180076551,36,0.5,0.147403927756074,36,0.9,0.0088044033027524,36,0.25,0.0659169366896137
"folds.37",37,0.65,0.0443780002580885,37,0.65,0.0451148018431351,37,0.5,0.0499693349408859,37,0.5,0.0693957907641074,37,0.2,0.15022692211494,37,0.9,0.00735214622093807,37,0.25,0.0640599811206746
"folds.38",38,0.65,0.0433977057096439,38,0.65,0.0425536227695223,38,0.5,0.0491854572938914,38,0.5,0.0675458358445577,38,0.2,0.148903365348847,38,0.9,0.00521773176051861,38,0.25,0.0642099128866635
"folds.39",39,0.65,0.0399120341560095,39,0.65,0.0415825276601436,39,0.5,0.0484026891847997,39,0.5,0.0673901991311714,39,0.5,0.149692510994531,39,0.9,0.00445644026773161,39,0.25,0.0612088557647014
"folds.40",40,0.65,0.040567051725331,40,0.65,0.047516816474253,40,0.5,0.0486901502434603,40,0.5,0.0636400035359054,40,0.5,0.146599416400233,40,0.9,0.013734213797252,40,0.3,0.0601882266113783
"folds.41",41,0.65,0.04545881657065,41,0.65,0.0469851583492607,41,0.5,0.0520500404102313,41,0.5,0.0744417999619943,41,0.2,0.144711891465531,41,0.9,0.00993963260368793,41,0.3,0.0579580592897712
"folds.42",42,0.65,0.0456791427687088,42,0.65,0.0443476799473965,42,0.5,0.0495819359078321,42,0.45,0.0700167111469815,42,0.2,0.145168699971624,42,0.9,0.00882200815165275,42,0.3,0.054517608803667
"folds.43",43,0.65,0.0418695959266753,43,0.65,0.04340808406002,43,0.5,0.0483915203237018,43,0.45,0.0692068427764704,43,0.5,0.148246127822667,43,0.9,0.00666366298700679,43,0.3,0.05482742056714
"folds.44",44,0.65,0.0410052610213791,44,0.65,0.0377377017600984,44,0.5,0.0473040978951896,44,0.45,0.0660429532325113,44,0.5,0.147827434701582,44,0.9,0.00472438565528046,44,0.3,0.0506118717452888
"folds.45",45,0.65,0.0379932031221833,45,0.65,0.0373747825996938,45,0.5,0.0463953664715565,45,0.45,0.0638358246795051,45,0.5,0.147399674912003,45,0.9,0.0027358700599599,45,0.3,0.0520283283120547
