"","Date","concentrations.TP","Flow"
"1",2009-07-08,0.036,5
"2",2009-07-15,0.034,4
"3",2009-07-22,0.058,9
"4",2009-07-29,0.03,3
"5",2009-08-05,0.018,99
"6",2009-08-12,0.038,37
"7",2009-08-19,0.064,40
"8",2009-08-26,0.04,18
"9",2009-09-02,0.032,8.9
"10",2009-09-09,0.01,16
"11",2009-09-16,0.022,124
"12",2009-09-17,0.08,241
"13",2009-09-22,0.186,2350
"14",2009-09-29,0.022,51
"15",2009-10-07,0.03,34
"16",2009-10-09,0.532,6260
"17",2009-10-14,0.074,811
"18",2009-10-21,0.012,139
"19",2009-10-28,0.026,427
"20",2009-11-04,0.016,185
"21",2009-11-11,0.016,92
"22",2009-11-18,0.03,156
"23",2009-11-24,0.016,103
"24",2009-12-02,0.012,75
"25",2009-12-09,0.002,74
"26",2009-12-16,0.002,53
"27",2009-12-22,0.01,37
"28",2009-12-31,0.019,197
"29",2010-01-06,0.008,107
"30",2010-01-13,0.008,62
"31",2010-01-20,0.012,59
"32",2010-01-27,0.002,222
"33",2010-02-04,0.032,503
"34",2010-02-11,0.02,287
"35",2010-02-17,0.024,147
"36",2010-02-24,0.018,210
"37",2010-03-03,0.003,104
"38",2010-03-10,0.003,86
"39",2010-03-17,0.015,61
"40",2010-03-23,0.086,1040
"41",2010-03-31,0.02,219
"42",2010-04-07,0.03,215
"43",2010-04-14,0.01,88
"44",2010-04-21,0.008,48
"45",2010-04-28,0.01,48
"46",2010-05-05,0.018,52
"47",2010-05-12,0.043,109
"48",2010-05-13,0.676,199
"49",2010-05-14,0.306,745
"50",2010-05-15,0.454,2070
"51",2010-05-15,0.71,2070
"52",2010-05-17,0.066,808
"53",2010-05-26,0.062,272
"54",2010-06-02,0.018,66
"55",2010-06-09,0.026,33
"56",2010-06-16,0.022,33
"57",2010-06-24,0.02,14
"58",2010-07-08,0.008,3.9
"59",2010-07-13,0.598,1150
"60",2010-07-22,0.008,150
"61",2010-07-28,0.008,77
"62",2010-08-05,0.016,30
"63",2010-08-10,0.008,18
"64",2010-08-19,0.014,6.1
"65",2010-08-26,0.014,1.8
