"","Site","Const","Trend_0.5","p_0.5","Span_MSE","Trend_MSE","p_MSE"
"1","RC45","NO3","8.29449246566583","0.00604225129976306","0.6","8.40897468137314","0.00552836903473444"
"2","RC45","TN","7.23736204726322","7.49783214434873e-06","0.6","7.19424757846809","9.02803126697659e-06"
"3","RC45","SRP","5.93018367531783","0.0276825548714777","0.25","5.5854793973964","0.0323045500556623"
"4","RC45","TP","7.91297237654476","0.0075512046453317","0.4","7.80611227177985","0.00795504154894409"
"5","RC45","TSS","0.194187018465186","0.959978804563179","0.5","0.194187018465186","0.959978804563179"
"6","RC45","Cl","0.936121266903456","0.281189383538176","0.9","0.937724115956939","0.28517027336806"
"7","RC45","SO4","1.18311617463007","0.258370938211768","0.6","1.13349717771882","0.28081611638471"
