"","Date","concentrations.TN","Flow"
"174",2013-03-19,2.04,95
"175",2013-03-29,1.57,203
"176",2013-04-03,1.4,441
"177",2013-04-11,1.43,406
"178",2013-04-18,1.59,422
"179",2013-04-24,1.37,210
"180",2013-04-27,1.48,602
"181",2013-05-10,1.7,583
"182",2013-05-21,1.3,1450
"183",2013-05-21,1.24,1450
"184",2013-05-30,1.43,22
"185",2013-06-06,1.29,288
"186",2013-06-26,0.82,16
"187",2013-07-08,0.33,3.2
"188",2013-07-19,0.17,1.8
"189",2013-07-31,0.22,7.1
"190",2013-08-07,1.36,12
"191",2013-08-08,2.41,147
"192",2013-08-20,2.16,34
"193",2013-08-28,1.31,10
"194",2013-09-04,0.805,4.5
"195",2013-09-11,0.43,2
"196",2013-09-18,0.27,1.6
"197",2013-09-23,0.26,1.7
"198",2013-10-02,0.25,1
"199",2013-10-06,1.39,21
"200",2013-10-24,0.98,18
"201",2013-10-30,0.98,12
"202",2013-11-06,0.9,14
"203",2013-11-13,0.83,23
"204",2013-11-22,0.78,110
"205",2013-12-02,1.56,26
"206",2013-12-12,1.54,33
"207",2013-12-18,1.91,197
"208",2013-12-21,1.76,1160
"209",2014-01-09,2.045,140
"210",2014-01-10,1.91,343
"211",2014-01-22,2.17,82
"212",2014-01-28,2.19,42
"213",2014-02-06,1.89,53
"214",2014-02-12,1.81,42
"215",2014-02-21,1.28,49
"216",2014-02-25,1.18,41
"217",2014-03-07,1.21,304
"218",2014-03-11,1.18,210
"219",2014-03-16,1.83,2810
"220",2014-03-27,1.77,106
"221",2014-04-03,2.93,211
"222",2014-04-04,1.38,707
"223",2014-04-07,1.19,974
"224",2014-04-14,1.06,338
"225",2014-04-22,1.03,98
"226",2014-04-28,0.98,72
"227",2014-05-09,1.09,52
"228",2014-05-13,0.86,273
"229",2014-05-20,0.46,70
"230",2014-05-28,0.62,27
"231",2014-06-02,0.64,20
"232",2014-06-10,0.735,18
"233",2014-07-01,0.53,20
"234",2014-07-09,0.48,8.1
"235",2014-07-23,0.3,5.3
"236",2014-07-29,0.26,2.8
"237",2014-08-05,0.23,2.5
"238",2014-08-12,0.71,16
"239",2014-08-19,1.1,27
"240",2014-08-27,0.42,0.6
"241",2014-09-02,1.53,94
"242",2014-09-10,0.67,9.4
"243",2014-09-17,0.45,5.8
"244",2014-09-24,0.32,3.9
"245",2014-10-01,0.29,2.5
"246",2014-10-08,0.3,3.7
"247",2014-10-10,1.87,184
"248",2014-10-13,1.84,817
"249",2014-10-22,2.36,48
"250",2014-10-29,1.915,23
"251",2014-11-06,1.44,134
"252",2014-11-12,1.48,40
"253",2014-11-19,1.59,24
"254",2014-12-05,1.09,33
"255",2014-12-10,0.95,75
"256",2014-12-17,1.06,153
"257",2015-01-05,1.3,344
"258",2015-01-07,1.665,230
"259",2015-01-14,1.63,95
"260",2015-01-21,1.48,55
"261",2015-01-28,1.42,35
"262",2015-02-04,1.35,38
"263",2015-02-11,1.11,29
"264",2015-02-18,1.19,28
"265",2015-02-25,1.04,132
"266",2015-03-05,1.14,487
"267",2015-03-10,1.3,535
"268",2015-03-14,1.495,1300
"269",2015-03-19,1.37,410
"270",2015-03-26,1.22,906
"271",2015-04-01,1.31,245
"272",2015-04-13,1.07,110
"273",2015-04-14,0.91,448
"274",2015-04-22,0.76,148
"275",2015-04-24,2.54,166
"276",2015-04-29,0.795,67
