"","Date","concentrations.TN","Flow"
"1",2009-07-08,0.41,5
"2",2009-07-29,0.34,3
"3",2009-08-05,0.49,99
"4",2009-08-12,1.46,37
"5",2009-08-19,1.43,40
"6",2009-08-26,0.8,18
"7",2009-09-02,0.43,8.9
"8",2009-09-09,0.81,16
"9",2009-09-16,0.665,124
"10",2009-09-17,0.85,241
"11",2009-09-22,1.22,2350
"12",2009-09-29,1.38,51
"13",2009-10-07,1.15,34
"14",2009-10-09,1.19,6260
"15",2009-10-14,1.29,811
"16",2009-10-21,1.49,139
"17",2009-10-28,0.71,427
"18",2009-11-04,1.26,185
"19",2009-11-11,0.96,92
"20",2009-11-18,0.77,156
"21",2009-11-24,0.69,103
"22",2009-12-02,0.63,75
"23",2009-12-09,0.7,74
"24",2009-12-16,0.64,53
"25",2009-12-22,0.61,37
"26",2009-12-31,0.915,197
"27",2010-01-06,0.86,107
"28",2010-01-13,0.88,62
"29",2010-01-20,0.8,59
"30",2010-01-27,1.16,222
"31",2010-02-04,1.15,503
"32",2010-02-11,1.35,287
"33",2010-02-17,1.22,147
"34",2010-02-24,1.13,210
"35",2010-03-03,1.11,104
"36",2010-03-10,1.05,86
"37",2010-03-17,0.95,61
"38",2010-03-23,1.14,1040
"39",2010-03-31,1.26,219
"40",2010-04-07,0.83,215
"41",2010-04-14,0.85,88
"42",2010-04-21,0.79,48
"43",2010-04-28,0.77,48
"44",2010-05-05,0.73,52
"45",2010-05-12,0.95,109
"46",2010-05-13,1.16,199
"47",2010-05-14,1.06,745
"48",2010-05-15,0.94,2070
"49",2010-05-15,0.95,2070
"50",2010-05-17,0.95,808
"51",2010-05-26,1.16,272
"52",2010-06-02,0.87,66
"53",2010-06-09,0.99,33
"54",2010-06-16,0.81,33
"55",2010-06-24,0.56,14
"56",2010-07-08,0.25,3.9
"57",2010-07-13,1.74,1150
"58",2010-07-22,1.12,150
"59",2010-07-28,0.84,77
"60",2010-08-05,0.47,30
"61",2010-08-10,0.35,18
"62",2010-08-19,0.19,6.1
"63",2010-08-26,0.17,1.8
"64",2010-09-01,0.18,2
"65",2010-09-09,1.18,125
"66",2010-09-16,1.58,45
"67",2010-09-22,0.83,15
"68",2010-09-29,0.87,11
"69",2010-10-06,0.545,6.8
"70",2010-10-14,0.33,4.3
"71",2010-10-20,0.29,4.3
"72",2010-10-27,0.23,6
"73",2010-11-02,0.17,5.2
"74",2010-11-10,0.18,4.1
"75",2010-11-17,0.16,5.1
"76",2010-11-30,1.01,21
"77",2010-12-07,0.705,9.8
"78",2010-12-14,0.86,5.1
"79",2010-12-19,0.72,3.6
"80",2011-01-05,1.18,20
"81",2011-01-11,1.05,11
"82",2011-01-18,0.85,6.4
"83",2011-01-25,0.84,4.6
"84",2011-02-04,1.1,29
"85",2011-02-08,1.575,68
"86",2011-02-14,1.97,308
"87",2011-02-24,2.18,179
"88",2011-02-28,1.72,257
"89",2011-03-04,1.52,151
"90",2011-03-14,1.53,259
"91",2011-03-29,1.03,55
"92",2011-04-06,0.72,88
"93",2011-04-11,1.33,586
"94",2011-04-22,0.98,197
"95",2011-04-23,1.7,1050
"96",2011-04-25,1.46,29300
"97",2011-04-26,1.57,9370
"98",2011-05-12,1.245,320
"99",2011-05-19,1.02,252
"100",2011-05-24,0.84,5550
"101",2011-06-08,0.69,88
"102",2011-06-15,0.83,52
"103",2011-07-15,0.19,17
"104",2011-07-21,0.24,13
"105",2011-07-29,0.25,12
"106",2011-08-03,0.32,9.8
"107",2011-08-11,0.28,178
"108",2011-08-18,2.09,107
"109",2011-09-01,0.58,9
"110",2011-09-08,0.3,2.6
"111",2011-09-16,0.16,2.5
"112",2011-09-22,0.84,34
"113",2011-09-30,2.17,10
"114",2011-10-06,1.155,5.7
"115",2011-10-12,0.93,14
"116",2011-10-26,0.49,6.4
"117",2011-11-03,0.605,14
"118",2011-11-08,2.46,1640
"119",2011-11-17,4.55,91
"120",2011-12-01,2.86,73
"121",2011-12-08,1.24,177
"122",2011-12-15,1.72,760
"123",2012-01-05,1.83,42
"124",2012-01-12,1.27,146
"125",2012-01-19,1.23,49
"126",2012-01-25,1.49,987
"127",2012-02-02,1.76,174
"128",2012-02-04,1.36,700
"129",2012-02-16,1.49,278
"130",2012-03-01,1.33,95
"131",2012-03-12,0.85,357
"132",2012-03-20,1.07,2520
"133",2012-03-29,1.82,88
"134",2012-04-12,1,50
"135",2012-04-19,0.9,42
"136",2012-04-26,0.95,26
"137",2012-05-01,0.925,17
"138",2012-05-10,0.7,12
"139",2012-05-16,0.57,7.9
"140",2012-05-24,0.27,3.2
"141",2012-06-01,0.17,3.3
"142",2012-06-05,0.26,7.1
"143",2012-06-14,0.24,2.8
"144",2012-06-21,0.3,1.8
"145",2012-06-28,0.37,0.81
"146",2012-07-12,0.37,0.59
"147",2012-07-19,0.24,0.3
"148",2012-08-02,0.24,0.36
"149",2012-08-15,0.27,0.03
"150",2012-08-20,0.23,0.23
"151",2012-08-29,0.22,0.56
"152",2012-09-05,0.28,0.39
"153",2012-09-25,0.17,3
"154",2012-10-01,0.13,2.9
"155",2012-10-09,0.12,2.4
"156",2012-10-24,2.13,10
"157",2012-10-31,1.72,6.4
"158",2012-11-07,1.33,4.5
"159",2012-11-14,1.01,4.1
"160",2012-11-28,1.04,2.9
"161",2012-12-05,0.66,3
"162",2012-12-12,0.8,3
"163",2013-01-04,1.56,13
"164",2013-01-10,1.95,8.6
"165",2013-01-15,1.99,51
"166",2013-01-23,2.145,16
"167",2013-01-30,2.59,712
"168",2013-02-06,3.62,48
"169",2013-02-11,2.59,228
"170",2013-02-20,2.17,111
"171",2013-02-27,2.18,254
"172",2013-03-06,2.23,72
"173",2013-03-10,2.27,443
