"","TP.Date","TP.Flow","TP.concentrations.TP","lnC","lnQ"
"1",2009-07-08,5,0.036,-3.32423634052603,1.6094379124341
"2",2009-07-15,4,0.034,-3.38139475436598,1.38629436111989
"3",2009-07-22,9,0.058,-2.84731226843572,2.19722457733622
"4",2009-07-29,3,0.03,-3.50655789731998,1.09861228866811
"5",2009-08-05,99,0.018,-4.01738352108597,4.59511985013459
"6",2009-08-12,37,0.038,-3.27016911925575,3.61091791264422
"7",2009-08-19,40,0.064,-2.74887219562247,3.68887945411394
"8",2009-08-26,18,0.04,-3.2188758248682,2.89037175789616
"9",2009-09-02,8.9,0.032,-3.44201937618241,2.18605127673809
"10",2009-09-09,16,0.01,-4.60517018598809,2.77258872223978
"11",2009-09-16,124,0.022,-3.81671282562382,4.82028156560504
"12",2009-09-17,241,0.08,-2.52572864430826,5.48479693349065
"13",2009-09-22,2350,0.186,-1.68200860526894,7.7621706071382
"14",2009-09-29,51,0.022,-3.81671282562382,3.93182563272433
"15",2009-10-07,34,0.03,-3.50655789731998,3.52636052461616
"16",2009-10-09,6260,0.532,-0.631111789640493,8.74193546409414
"17",2009-10-14,811,0.074,-2.60369018577797,6.69826805411541
"18",2009-10-21,139,0.012,-4.42284862919414,4.93447393313069
"19",2009-10-28,427,0.026,-3.64965874096066,6.05678401322862
"20",2009-11-04,185,0.016,-4.13516655674236,5.22035582507832
"21",2009-11-11,92,0.016,-4.13516655674236,4.52178857704904
"22",2009-11-18,156,0.03,-3.50655789731998,5.04985600724954
"23",2009-11-24,103,0.016,-4.13516655674236,4.63472898822964
"24",2009-12-02,75,0.012,-4.42284862919414,4.31748811353631
"25",2009-12-09,74,0.002,-6.21460809842219,4.30406509320417
"26",2009-12-16,53,0.002,-6.21460809842219,3.97029191355212
"27",2009-12-22,37,0.01,-4.60517018598809,3.61091791264422
"28",2009-12-31,197,0.019,-3.9633162998157,5.28320372873799
"29",2010-01-06,107,0.008,-4.8283137373023,4.67282883446191
"30",2010-01-13,62,0.008,-4.8283137373023,4.12713438504509
"31",2010-01-20,59,0.012,-4.42284862919414,4.07753744390572
"32",2010-01-27,222,0.002,-6.21460809842219,5.40267738187228
"33",2010-02-04,503,0.032,-3.44201937618241,6.22059017009974
"34",2010-02-11,287,0.02,-3.91202300542815,5.65948221575962
"35",2010-02-17,147,0.024,-3.72970144863419,4.99043258677874
"36",2010-02-24,210,0.018,-4.01738352108597,5.34710753071747
"37",2010-03-03,104,0.003,-5.80914299031403,4.64439089914137
"38",2010-03-10,86,0.003,-5.80914299031403,4.45434729625351
"39",2010-03-17,61,0.015,-4.19970507787993,4.11087386417331
"40",2010-03-23,1040,0.086,-2.45340798272863,6.94697599213542
"41",2010-03-31,219,0.02,-3.91202300542815,5.3890717298165
"42",2010-04-07,215,0.03,-3.50655789731998,5.37063802812766
"43",2010-04-14,88,0.01,-4.60517018598809,4.47733681447821
"44",2010-04-21,48,0.008,-4.8283137373023,3.87120101090789
"45",2010-04-28,48,0.01,-4.60517018598809,3.87120101090789
"46",2010-05-05,52,0.018,-4.01738352108597,3.95124371858143
"47",2010-05-12,109,0.043,-3.14655516328857,4.69134788222914
"48",2010-05-13,199,0.676,-0.391562202939173,5.29330482472449
"49",2010-05-14,745,0.306,-1.18417017702976,6.61338421837956
"50",2010-05-15,2070,0.454,-0.789658080940789,7.63530388625941
"51",2010-05-15,2070,0.71,-0.342490308946776,7.63530388625941
"52",2010-05-17,808,0.066,-2.71810053695571,6.69456205852109
"53",2010-05-26,272,0.062,-2.78062089393705,5.605802066296
"54",2010-06-02,66,0.018,-4.01738352108597,4.18965474202643
"55",2010-06-09,33,0.026,-3.64965874096066,3.49650756146648
"56",2010-06-16,33,0.022,-3.81671282562382,3.49650756146648
"57",2010-06-24,14,0.02,-3.91202300542815,2.63905732961526
"58",2010-07-08,3.9,0.008,-4.8283137373023,1.3609765531356
"59",2010-07-13,1150,0.598,-0.514164525031505,7.0475172213573
"60",2010-07-22,150,0.008,-4.8283137373023,5.01063529409626
"61",2010-07-28,77,0.008,-4.8283137373023,4.34380542185368
"62",2010-08-05,30,0.016,-4.13516655674236,3.40119738166216
"63",2010-08-10,18,0.008,-4.8283137373023,2.89037175789616
"64",2010-08-19,6.1,0.014,-4.26869794936688,1.80828877117927
"65",2010-08-26,1.8,0.014,-4.26869794936688,0.587786664902119
"66",2010-09-01,2,0.016,-4.13516655674236,0.693147180559945
"67",2010-09-09,125,0.056,-2.88240358824699,4.8283137373023
"68",2010-09-16,45,0.012,-4.42284862919414,3.80666248977032
"69",2010-09-22,15,0.003,-5.80914299031403,2.70805020110221
"70",2010-09-29,11,0.002,-6.21460809842219,2.39789527279837
"71",2010-10-06,6.8,0.011,-4.50986000618377,1.91692261218206
"72",2010-10-14,4.3,0.012,-4.42284862919414,1.45861502269952
"73",2010-10-20,4.3,0.016,-4.13516655674236,1.45861502269952
"74",2010-10-27,6,0.008,-4.8283137373023,1.79175946922805
"75",2010-11-02,5.2,0.034,-3.38139475436598,1.64865862558738
"76",2010-11-10,4.1,0.02,-3.91202300542815,1.41098697371026
"77",2010-11-17,5.1,0.008,-4.8283137373023,1.62924053973028
"78",2010-11-30,21,0.006,-5.11599580975408,3.04452243772342
"79",2010-12-07,9.8,0.006,-5.11599580975408,2.28238238567653
"80",2010-12-14,5.1,0.006,-5.11599580975408,1.62924053973028
"81",2010-12-19,3.6,0.003,-5.80914299031403,1.28093384546206
"82",2011-01-05,20,0.014,-4.26869794936688,2.99573227355399
"83",2011-01-11,11,0.008,-4.8283137373023,2.39789527279837
"84",2011-01-18,6.4,0.002,-6.21460809842219,1.85629799036563
"85",2011-01-25,4.6,0.014,-4.26869794936688,1.52605630349505
"86",2011-02-04,29,0.022,-3.81671282562382,3.36729582998647
"87",2011-02-08,68,0.026,-3.64965874096066,4.21950770517611
"88",2011-02-14,308,0.074,-2.60369018577797,5.73009978297357
"89",2011-02-24,179,0.286,-1.25176346816228,5.18738580584075
"90",2011-02-28,257,0.1,-2.30258509299405,5.54907608489522
"91",2011-03-04,151,0.946,-0.0555127099302588,5.01727983681492
"92",2011-03-14,259,0.094,-2.36446049671213,5.55682806169954
"93",2011-03-29,55,0.012,-4.42284862919414,4.00733318523247
"94",2011-04-06,88,0.024,-3.72970144863419,4.47733681447821
"95",2011-04-11,586,0.624,-0.471604910612709,6.37331978957701
"96",2011-04-22,197,0.022,-3.81671282562382,5.28320372873799
"97",2011-04-23,1050,0.798,-0.225646681532328,6.95654544315157
"98",2011-04-25,29300,0.47,-0.755022584278033,10.2853427950052
"99",2011-04-26,9370,0.498,-0.697155201957484,9.14526837523247
"100",2011-05-12,320,0.014,-4.26869794936688,5.76832099579377
"101",2011-05-19,252,0.014,-4.26869794936688,5.52942908751142
"102",2011-05-24,5550,0.272,-1.30195321268614,8.62155320674048
"103",2011-06-08,88,0.029,-3.54045944899566,4.47733681447821
"104",2011-06-15,52,0.032,-3.44201937618241,3.95124371858143
"105",2011-07-15,17,0.03,-3.50655789731998,2.83321334405622
"106",2011-07-21,13,0.022,-3.81671282562382,2.56494935746154
"107",2011-07-29,12,0.038,-3.27016911925575,2.484906649788
"108",2011-08-03,9.8,0.068,-2.68824757380603,2.28238238567653
"109",2011-08-11,178,0.026,-3.64965874096066,5.18178355029209
"110",2011-08-18,107,0.028,-3.57555076880693,4.67282883446191
"111",2011-09-01,9,0.01,-4.60517018598809,2.19722457733622
"112",2011-09-08,2.6,0.008,-4.8283137373023,0.955511445027436
"113",2011-09-16,2.5,0.008,-4.8283137373023,0.916290731874155
"114",2011-09-22,34,0.036,-3.32423634052603,3.52636052461616
"115",2011-09-30,10,0.014,-4.26869794936688,2.30258509299405
"116",2011-10-06,5.7,0.019,-3.9633162998157,1.7404661748405
"117",2011-10-12,14,0.008,-4.8283137373023,2.63905732961526
"118",2011-10-26,6.4,0.038,-3.27016911925575,1.85629799036563
"119",2011-11-03,14,0.018,-4.01738352108597,2.63905732961526
"120",2011-11-08,1640,0.55,-0.59783700075562,7.40245152081824
"121",2011-11-17,91,0.024,-3.72970144863419,4.51085950651685
"122",2011-12-01,73,0.012,-4.42284862919414,4.29045944114839
"123",2011-12-08,177,0.02,-3.91202300542815,5.17614973257383
"124",2011-12-15,760,0.152,-1.88387475813586,6.63331843328038
"125",2012-01-05,42,0.008,-4.8283137373023,3.73766961828337
"126",2012-01-12,146,0.02,-3.91202300542815,4.98360662170834
"127",2012-01-19,49,0.008,-4.8283137373023,3.89182029811063
"128",2012-01-25,987,0.328,-1.11474167059799,6.89467003943348
"129",2012-02-02,174,0.014,-4.26869794936688,5.15905529921453
"130",2012-02-04,700,0.122,-2.10373423424888,6.5510803350434
"131",2012-02-16,278,0.046,-3.07911388249304,5.62762111369064
"132",2012-03-01,95,0.028,-3.57555076880693,4.55387689160054
"133",2012-03-12,357,0.024,-3.72970144863419,5.87773578177964
"134",2012-03-20,2520,0.33,-1.10866262452161,7.83201418050547
"135",2012-03-29,88,0.06,-2.81341071676004,4.47733681447821
"136",2012-04-12,50,0.001,-6.90775527898214,3.91202300542815
"137",2012-04-19,42,0.008,-4.8283137373023,3.73766961828337
"138",2012-04-26,26,0.012,-4.42284862919414,3.25809653802148
"139",2012-05-01,17,0.012,-4.42284862919414,2.83321334405622
"140",2012-05-10,12,0.014,-4.26869794936688,2.484906649788
"141",2012-05-16,7.9,0.022,-3.81671282562382,2.06686275947298
"142",2012-05-24,3.2,0.022,-3.81671282562382,1.16315080980568
"143",2012-06-01,3.3,0.012,-4.42284862919414,1.19392246847243
"144",2012-06-05,7.1,0.34,-1.07880966137193,1.96009478404727
"145",2012-06-14,2.8,0.024,-3.72970144863419,1.02961941718116
"146",2012-06-21,1.8,0.016,-4.13516655674236,0.587786664902119
"147",2012-06-28,0.81,0.04,-3.2188758248682,-0.210721031315653
"148",2012-07-12,0.59,0.022,-3.81671282562382,-0.527632742082372
"149",2012-07-19,0.3,0.02,-3.91202300542815,-1.20397280432594
"150",2012-08-02,0.36,0.024,-3.72970144863419,-1.02165124753198
"151",2012-08-15,0.03,0.01,-4.60517018598809,-3.50655789731998
"152",2012-08-20,0.23,0.028,-3.57555076880693,-1.46967597005894
"153",2012-08-29,0.56,0.02,-3.91202300542815,-0.579818495252942
"154",2012-09-05,0.39,0.028,-3.57555076880693,-0.941608539858445
"155",2012-09-25,3,0.016,-4.13516655674236,1.09861228866811
"156",2012-10-01,2.9,0.02,-3.91202300542815,1.06471073699243
"157",2012-10-09,2.4,0.024,-3.72970144863419,0.8754687373539
"158",2012-10-24,10,0.014,-4.26869794936688,2.30258509299405
"159",2012-10-31,6.4,0.014,-4.26869794936688,1.85629799036563
"160",2012-11-07,4.5,0.014,-4.26869794936688,1.50407739677627
"161",2012-11-14,4.1,0.012,-4.42284862919414,1.41098697371026
"162",2012-11-28,2.9,0.008,-4.8283137373023,1.06471073699243
"163",2012-12-05,3,0.01,-4.60517018598809,1.09861228866811
"164",2012-12-12,3,0.01,-4.60517018598809,1.09861228866811
"165",2013-01-04,13,0.002,-6.21460809842219,2.56494935746154
"166",2013-01-10,8.6,0.02,-3.91202300542815,2.15176220325946
"167",2013-01-15,51,0.016,-4.13516655674236,3.93182563272433
"168",2013-01-23,16,0.007,-4.96184512992682,2.77258872223978
"169",2013-01-30,712,0.238,-1.43548460531066,6.56807791141198
"170",2013-02-06,48,0.008,-4.8283137373023,3.87120101090789
"171",2013-02-11,228,0.03,-3.50655789731998,5.42934562895444
"172",2013-02-20,111,0.018,-4.01738352108597,4.70953020131233
"173",2013-02-27,254,0.014,-4.26869794936688,5.53733426701854
"174",2013-03-06,72,0.008,-4.8283137373023,4.27666611901606
"175",2013-03-10,443,0.27,-1.30933331998376,6.09356977004514
"176",2013-03-19,95,0.014,-4.26869794936688,4.55387689160054
"177",2013-03-29,203,0.016,-4.13516655674236,5.31320597904179
"178",2013-04-03,441,0.036,-3.32423634052603,6.08904487544685
"179",2013-04-11,406,0.058,-2.84731226843572,6.00635315960173
"180",2013-04-18,422,0.395,-0.928869514081015,6.04500531403601
"181",2013-04-24,210,0.01,-4.60517018598809,5.34710753071747
"182",2013-04-27,602,0.16,-1.83258146374831,6.40025744530882
"183",2013-05-10,583,0.398,-0.921303273697699,6.36818718635049
"184",2013-05-21,1450,0.254,-1.3704210119636,7.27931883541462
"185",2013-05-21,1450,0.292,-1.23100147671386,7.27931883541462
"186",2013-05-30,22,0.018,-4.01738352108597,3.09104245335832
"187",2013-06-06,288,0.024,-3.72970144863419,5.66296048013595
"188",2013-06-26,16,0.02,-3.91202300542815,2.77258872223978
"189",2013-07-08,3.2,0.018,-4.01738352108597,1.16315080980568
"190",2013-07-19,1.8,0.012,-4.42284862919414,0.587786664902119
"191",2013-07-31,7.1,0.02,-3.91202300542815,1.96009478404727
"192",2013-08-07,12,0.016,-4.13516655674236,2.484906649788
"193",2013-08-08,147,0.029,-3.54045944899566,4.99043258677874
"194",2013-08-20,34,0.014,-4.26869794936688,3.52636052461616
"195",2013-08-28,10,0.02,-3.91202300542815,2.30258509299405
"196",2013-09-04,4.5,0.026,-3.64965874096066,1.50407739677627
"197",2013-09-11,2,0.026,-3.64965874096066,0.693147180559945
"198",2013-09-18,1.6,0.022,-3.81671282562382,0.470003629245736
"199",2013-09-23,1.7,0.026,-3.64965874096066,0.53062825106217
"200",2013-10-02,1,0.023,-3.77226106305299,0
"201",2013-10-06,21,0.062,-2.78062089393705,3.04452243772342
"202",2013-10-24,18,0.012,-4.42284862919414,2.89037175789616
"203",2013-10-30,12,0.014,-4.26869794936688,2.484906649788
"204",2013-11-06,14,0.004,-5.52146091786225,2.63905732961526
"205",2013-11-13,23,0.012,-4.42284862919414,3.13549421592915
"206",2013-11-22,110,0.008,-4.8283137373023,4.70048036579242
"207",2013-12-02,26,0.006,-5.11599580975408,3.25809653802148
"208",2013-12-12,33,0.012,-4.42284862919414,3.49650756146648
"209",2013-12-18,197,0.026,-3.64965874096066,5.28320372873799
"210",2013-12-21,1160,0.304,-1.19072757757592,7.05617528410041
"211",2014-01-09,140,0.024,-3.72970144863419,4.9416424226093
"212",2014-01-10,343,0.152,-1.88387475813586,5.83773044716594
"213",2014-01-22,82,0.016,-4.13516655674236,4.40671924726425
"214",2014-01-28,42,0.02,-3.91202300542815,3.73766961828337
"215",2014-02-06,53,0.026,-3.64965874096066,3.97029191355212
"216",2014-02-12,42,0.012,-4.42284862919414,3.73766961828337
"217",2014-02-21,49,0.006,-5.11599580975408,3.89182029811063
"218",2014-02-25,41,0.012,-4.42284862919414,3.71357206670431
"219",2014-03-07,304,0.044,-3.12356564506388,5.71702770140622
"220",2014-03-11,210,0.022,-3.81671282562382,5.34710753071747
"221",2014-03-16,2810,0.276,-1.28735441326499,7.94093976232779
"222",2014-03-27,106,0.024,-3.72970144863419,4.66343909411207
