"","TP.Date","TP.Flow","TP.concentrations.TP","lnC","lnQ"
"1",2009-07-08,6.9,0.042,-3.17008566069877,1.93152141160321
"2",2009-07-15,4.2,0.034,-3.38139475436598,1.43508452528932
"3",2009-07-22,16,0.126,-2.07147337203066,2.77258872223978
"4",2009-07-29,3.1,0.038,-3.27016911925575,1.1314021114911
"5",2009-07-30,74,0.228,-1.4784096500277,4.30406509320417
"6",2009-08-05,142,0.04,-3.2188758248682,4.95582705760126
"7",2009-08-12,16,0.106,-2.24431618487007,2.77258872223978
"8",2009-08-19,8.7,0.064,-2.74887219562247,2.16332302566054
"9",2009-08-20,190,0.406,-0.901402119380404,5.24702407216049
"10",2009-08-26,13,0.072,-2.63108915996608,2.56494935746154
"11",2009-09-02,38,0.068,-2.68824757380603,3.63758615972639
"12",2009-09-05,182,0.038,-3.27016911925575,5.2040066870768
"13",2009-09-09,31,0.083,-2.48891467118554,3.43398720448515
"14",2009-09-09,31,0.142,-1.95192822138088,3.43398720448515
"15",2009-09-16,237,0.07,-2.65926003693278,5.46806014113513
"16",2009-09-22,2670,0.328,-1.11474167059799,7.8898337513943
"17",2009-09-29,67,0.031,-3.47376807449699,4.20469261939097
"18",2009-10-07,56,0.103,-2.2730262907525,4.02535169073515
"19",2009-10-09,6040,0.396,-0.926341067727656,8.70615929092886
"20",2009-10-14,746,0.094,-2.36446049671213,6.61472560020376
"21",2009-10-21,138,0.014,-4.26869794936688,4.92725368515721
"22",2009-10-28,468,0.042,-3.17008566069877,6.14846829591765
"23",2009-11-04,168,0.014,-4.26869794936688,5.12396397940326
"24",2009-11-11,72,0.017,-4.07454193492592,4.27666611901606
"25",2009-11-18,147,0.032,-3.44201937618241,4.99043258677874
"26",2009-11-24,99,0.014,-4.26869794936688,4.59511985013459
"27",2009-12-02,66,0.018,-4.01738352108597,4.18965474202643
"28",2009-12-09,66,0.01,-4.60517018598809,4.18965474202643
"29",2009-12-16,40,0.002,-6.21460809842219,3.68887945411394
"30",2009-12-22,32,0.01,-4.60517018598809,3.46573590279973
"31",2009-12-31,161,0.016,-4.13516655674236,5.08140436498446
"32",2010-01-06,85,0.01,-4.60517018598809,4.44265125649032
"33",2010-01-13,49,0.01,-4.60517018598809,3.89182029811063
"34",2010-01-20,54,0.014,-4.26869794936688,3.98898404656427
"35",2010-01-27,186,0.001,-6.90775527898214,5.2257466737132
"36",2010-02-04,632,0.038,-3.27016911925575,6.44888939414686
"37",2010-02-11,201,0.014,-4.26869794936688,5.30330490805908
"38",2010-02-17,125,0.014,-4.26869794936688,4.8283137373023
"39",2010-02-24,161,0.016,-4.13516655674236,5.08140436498446
"40",2010-03-03,81,0.003,-5.80914299031403,4.39444915467244
"41",2010-03-10,73,0.01,-4.60517018598809,4.29045944114839
"42",2010-03-17,46,0.024,-3.72970144863419,3.8286413964891
"43",2010-03-23,1420,0.106,-2.24431618487007,7.25841215059531
"44",2010-03-31,177,0.028,-3.57555076880693,5.17614973257383
"45",2010-04-07,168,0.041,-3.19418321227783,5.12396397940326
"46",2010-04-14,75,0.026,-3.64965874096066,4.31748811353631
"47",2010-04-21,48,0.018,-4.01738352108597,3.87120101090789
"48",2010-04-24,229,0.162,-1.82015894374975,5.43372200355424
"49",2010-04-28,83,0.032,-3.44201937618241,4.4188406077966
"50",2010-05-05,65,0.046,-3.07911388249304,4.17438726989564
"51",2010-05-12,128,0.258,-1.35479569406052,4.85203026391962
"52",2010-05-13,379,0.374,-0.983499481567605,5.93753620508243
"53",2010-05-14,1380,0.605,-0.502526820951296,7.22983877815125
"54",2010-05-15,2640,0.2,-1.6094379124341,7.87853419614036
"55",2010-05-15,2640,1.075,0.0723206615796261,7.87853419614036
"56",2010-05-17,747,0.112,-2.18925640768704,6.61606518513282
"57",2010-05-26,181,0.114,-2.17155683058764,5.19849703126583
"58",2010-06-02,25,0.035,-3.35240721749272,3.2188758248682
"59",2010-06-09,18,0.046,-3.07911388249304,2.89037175789616
"60",2010-06-16,15,0.096,-2.3434070875143,2.70805020110221
"61",2010-06-24,13,0.044,-3.12356564506388,2.56494935746154
"62",2010-07-08,3.2,0.03,-3.50655789731998,1.16315080980568
"63",2010-07-13,2010,0.65,-0.430782916092454,7.60589000105312
"64",2010-07-22,37,0.042,-3.17008566069877,3.61091791264422
"65",2010-07-28,11,0.031,-3.47376807449699,2.39789527279837
"66",2010-08-05,3.5,0.024,-3.72970144863419,1.25276296849537
"67",2010-08-10,2.2,0.023,-3.77226106305299,0.78845736036427
"68",2010-08-19,0.25,0.032,-3.44201937618241,-1.38629436111989
"69",2010-08-26,0.49,0.024,-3.72970144863419,-0.713349887877465
"70",2010-09-01,0.3,0.026,-3.64965874096066,-1.20397280432594
