"","X.5.45.","NO3test5to45modes","NO3test5to45stdevs","X.5.45..1","TNtest5to45modes","TNtest5to45stdevs","X.5.45..2","SRPtest5to45modes","SRPtest5to45stdevs","X.5.45..3","TPtest5to45modes","TPtest5to45stdevs","X.5.45..4","TSStest5to45modes","TSStest5to45stdevs","X.5.45..5","Cltest5to45modes","Cltest5to45stdevs","X.5.45..6","SO4test5to45modes","SO4test5to45stdevs"
"folds.5",5,0.9,0.0854135409228126,5,0.8,0.158060567957803,5,0.85,0.184881742632307,5,0.25,0.0775226403043637,5,0.25,0.113081153811532,5,0.7,0.0891256606336435,5,0.25,0.173382298466197
"folds.6",6,0.9,0.0791966673043261,6,0.85,0.155669467086462,6,0.9,0.162349213941021,6,0.25,0.0662176885906046,6,0.25,0.0948972232627646,6,0.75,0.0887441012998358,6,0.25,0.172670945023346
"folds.7",7,0.9,0.078953601381895,7,0.8,0.148411938884995,7,0.9,0.157228244029884,7,0.25,0.0495434360137854,7,0.25,0.0886562882002029,7,0.7,0.089538788771653,7,0.25,0.177185982437586
"folds.8",8,0.9,0.0767513404981846,8,0.8,0.150298301985018,8,0.8,0.126888378745497,8,0.25,0.044260580644621,8,0.25,0.0809081957290863,8,0.7,0.0878208973423183,8,0.25,0.172362115033144
"folds.9",9,0.9,0.072959393316235,9,0.8,0.150365845149048,9,0.85,0.139534870122059,9,0.25,0.0406385468673708,9,0.25,0.0693345857763987,9,0.7,0.0858304396141856,9,0.25,0.174113254594317
"folds.10",10,0.9,0.0706774738180795,10,0.8,0.137946327204421,10,0.8,0.113345863553924,10,0.25,0.0386117646368095,10,0.25,0.0575347525218259,10,0.7,0.0845773659487622,10,0.25,0.171876464412726
"folds.11",11,0.9,0.0686619579131302,11,0.8,0.137435752575835,11,0.85,0.121992129170613,11,0.25,0.0375154289247425,11,0.25,0.0495484868845917,11,0.7,0.0809904744828487,11,0.25,0.170429292211297
"folds.12",12,0.9,0.0687293512534763,12,0.85,0.136741867540042,12,0.85,0.113832103326556,12,0.25,0.0362341056245412,12,0.25,0.0489288670830833,12,0.7,0.0810720832511579,12,0.25,0.16911711355773
"folds.13",13,0.9,0.0696177896563561,13,0.85,0.125456912670992,13,0.85,0.0987408084190486,13,0.25,0.0355129718718551,13,0.25,0.0453079773639567,13,0.7,0.0806788018569257,13,0.25,0.171098757402808
"folds.14",14,0.9,0.0644115389223573,14,0.8,0.12577670603009,14,0.8,0.103944429597956,14,0.25,0.0348438171214291,14,0.25,0.0386190228893602,14,0.7,0.0784847587583561,14,0.25,0.168839285132946
"folds.15",15,0.9,0.066119961806926,15,0.85,0.125714733401436,15,0.8,0.0934217593771661,15,0.25,0.0340748968978425,15,0.25,0.0364325037202678,15,0.7,0.0771838541882131,15,0.25,0.17749271439601
"folds.16",16,0.9,0.0612310929736416,16,0.8,0.117446119949069,16,0.8,0.0868494117442388,16,0.25,0.0338948205314449,16,0.25,0.0385833990036995,16,0.7,0.0773603556392073,16,0.25,0.171288462066881
"folds.17",17,0.9,0.0623885392506495,17,0.8,0.118747793825985,17,0.85,0.0933101510248713,17,0.25,0.0335803162230143,17,0.25,0.0321435951740111,17,0.7,0.0754864769889827,17,0.25,0.175027232258389
"folds.18",18,0.9,0.0619079364265406,18,0.75,0.121076823121096,18,0.85,0.084697409353245,18,0.25,0.0340722896342603,18,0.2,0.0400859624355507,18,0.7,0.0745821694508815,18,0.25,0.172497051374024
"folds.19",19,0.9,0.0593966789093925,19,0.8,0.115988925897824,19,0.85,0.0787454179037793,19,0.25,0.0315727229873642,19,0.2,0.0345417230408477,19,0.7,0.0768299442947888,19,0.25,0.171852533566699
"folds.20",20,0.9,0.060264598412516,20,0.8,0.112320494093435,20,0.8,0.071324590410301,20,0.25,0.0331299727602528,20,0.25,0.0324673933605954,20,0.7,0.07518477405865,20,0.25,0.172718873633744
"folds.21",21,0.9,0.0563886263104287,21,0.8,0.114570169869054,21,0.8,0.0762413945980151,21,0.25,0.0320597149913303,21,0.25,0.0314351024440142,21,0.7,0.0732875744486647,21,0.25,0.172348895098407
"folds.22",22,0.9,0.0549592396055296,22,0.75,0.110953179801699,22,0.85,0.0717909739726656,22,0.25,0.0316297002505231,22,0.2,0.0315896804021172,22,0.7,0.0729610396945748,22,0.25,0.173742846116255
"folds.23",23,0.9,0.0570351032523218,23,0.8,0.11128243923136,23,0.85,0.0610500172367265,23,0.25,0.03179639934035,23,0.25,0.0322098971975615,23,0.7,0.0715794741606916,23,0.25,0.173710889045486
"folds.24",24,0.9,0.0557863075683641,24,0.8,0.107268840322361,24,0.85,0.0760266897711426,24,0.25,0.0318934898481602,24,0.2,0.0307666473081905,24,0.7,0.0744307055584584,24,0.25,0.175258282159405
"folds.25",25,0.9,0.0582265216875251,25,0.8,0.109508308221658,25,0.85,0.0673719264714649,25,0.25,0.0314488319183564,25,0.2,0.0318111529097807,25,0.7,0.0677349653098422,25,0.25,0.172144157934886
"folds.26",26,0.9,0.0532553624871114,26,0.8,0.100405471757065,26,0.85,0.0596469215907683,26,0.25,0.0313987799664793,26,0.2,0.0295274765578075,26,0.7,0.0716657238571967,26,0.25,0.175014478165572
"folds.27",27,0.9,0.0571561617573016,27,0.8,0.101957370039175,27,0.85,0.0534524757814563,27,0.25,0.0302852223814635,27,0.25,0.0288650860589951,27,0.7,0.0731417097811482,27,0.25,0.173013037112846
"folds.28",28,0.9,0.0539005126623603,28,0.8,0.096391850738996,28,0.85,0.0589568775751686,28,0.25,0.0287371854193452,28,0.25,0.0285307554054218,28,0.7,0.0697031996111803,28,0.25,0.173385849055373
"folds.29",29,0.9,0.0526589305148041,29,0.8,0.105788130849489,29,0.8,0.0547557823037503,29,0.25,0.0284977564401502,29,0.25,0.0290791264586059,29,0.7,0.0695538297668449,29,0.25,0.170615319028178
"folds.30",30,0.9,0.0566701774217181,30,0.75,0.109279192630354,30,0.8,0.0575060600888893,30,0.25,0.0288518618104609,30,0.25,0.0309003613624879,30,0.7,0.070908871575199,30,0.25,0.173157655255474
"folds.31",31,0.9,0.0499327876578434,31,0.8,0.105408958578237,31,0.85,0.0564440956693961,31,0.25,0.0298007648490032,31,0.25,0.0291208778288967,31,0.7,0.0674684332817169,31,0.25,0.17334808784512
