"","X.5.45.","NO3test5to45modes","NO3test5to45stdevs","X.5.45..1","TNtest5to45modes","TNtest5to45stdevs","X.5.45..2","SRPtest5to45modes","SRPtest5to45stdevs","X.5.45..3","TPtest5to45modes","TPtest5to45stdevs","X.5.45..4","TSStest5to45modes","TSStest5to45stdevs","X.5.45..5","Cltest5to45modes","Cltest5to45stdevs","X.5.45..6","SO4test5to45modes","SO4test5to45stdevs"
"folds.32",32,0.9,0.0535703255523035,32,0.8,0.105621332437467,32,0.85,0.05403570446804,32,0.25,0.0288518618104609,32,0.25,0.0298643915371112,32,0.7,0.0656087037061548,32,0.25,0.172692270006854
"folds.33",33,0.9,0.053108360904833,33,0.8,0.104163465416275,33,0.85,0.0525389173645388,33,0.25,0.0284708287214842,33,0.25,0.0282805549766936,33,0.7,0.0714895149707337,33,0.25,0.172322532058507
"folds.34",34,0.9,0.0521505482203177,34,0.8,0.100245332193707,34,0.85,0.0521720175900781,34,0.25,0.0300148445088575,34,0.25,0.0302275322132605,34,0.7,0.0689532599088111,34,0.25,0.170986941121344
"folds.35",35,0.9,0.0514891117482971,35,0.8,0.0985722780197049,35,0.85,0.0556504669744511,35,0.25,0.0293274632401117,35,0.25,0.03085010906349,35,0.7,0.0658714585313628,35,0.25,0.17321883490188
"folds.36",36,0.9,0.0491767816744432,36,0.8,0.0970191873946732,36,0.8,0.0514317287549497,36,0.25,0.0272773542348604,36,0.25,0.0284550028498889,36,0.7,0.0674250408686279,36,0.25,0.170525706321705
"folds.37",37,0.9,0.0471106879265939,37,0.75,0.087121683223453,37,0.85,0.0556860928862938,37,0.25,0.0267546876885774,37,0.25,0.0291638136742784,37,0.7,0.0707303349368592,37,0.25,0.170619601888378
"folds.38",38,0.9,0.0496933539764567,38,0.8,0.100123434830224,38,0.85,0.0570679792375221,38,0.25,0.0290627277133813,38,0.25,0.0293908799429997,38,0.7,0.0691269016268524,38,0.25,0.172979766156333
"folds.39",39,0.9,0.0492587700458144,39,0.8,0.101273658242674,39,0.85,0.0529620853298139,39,0.25,0.0275199445375049,39,0.25,0.0278652825927528,39,0.7,0.0687616583981631,39,0.25,0.172522292592701
"folds.40",40,0.9,0.0467716269236498,40,0.8,0.0905647805688253,40,0.8,0.0575327734427954,40,0.25,0.0264120255772838,40,0.25,0.0276380419234316,40,0.7,0.0642505107227027,40,0.25,0.174042719952224
"folds.41",41,0.9,0.0452546736314105,41,0.8,0.0957766838702049,41,0.8,0.0516954777753569,41,0.25,0.0243440471703584,41,0.25,0.0274370696830546,41,0.7,0.0618435293472334,41,0.25,0.175013448646689
"folds.42",42,0.9,0.045115356536277,42,0.8,0.0871914694930207,42,0.8,0.0490085639387581,42,0.25,0.0249519558371704,42,0.25,0.0274125691781881,42,0.7,0.0628562718502371,42,0.25,0.171919359777386
"folds.43",43,0.9,0.0493795082583437,43,0.8,0.100319808931557,43,0.8,0.0645225787082566,43,0.25,0.0291912594731647,43,0.25,0.0296215704755409,43,0.7,0.0677169519809153,43,0.25,0.172511797626482
"folds.44",44,0.9,0.0481160592230406,44,0.8,0.103394779754495,44,0.85,0.0514393429779775,44,0.25,0.0275353535603903,44,0.25,0.028401525428164,44,0.7,0.0666529828298788,44,0.25,0.172600060199239
"folds.45",45,0.9,0.04643000910775,45,0.8,0.0950369508245189,45,0.9,0.052920228179313,45,0.25,0.0270216148234643,45,0.25,0.02818926452809,45,0.7,0.0656087037061548,45,0.25,0.171089630491335
