"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.9,0.0880688506168872,5,0.7,0.114504255334882,5,0.85,0.193836139508586,5,0.25,0.0435187034620795,5,0.25,0.102165332192681,5,0.65,0.10900290203963,5,0.65,0.18099498245385
"2",6,0.9,0.0790569415042095,6,0.65,0.121424369675203,6,0.8,0.167831305002301,6,0.25,0.0832993127835043,6,0.2,0.0825857624731122,6,0.7,0.0957729031594628,6,0.2,0.166402511754983
"3",7,0.9,0.0723934826246853,7,0.8,0.156830859104154,7,0.9,0.221592105510304,7,0.25,0.0414531946529912,7,0.2,0.0838122293935579,7,0.7,0.0851229602830337,7,0.3,0.160915746746614
"4",8,0.85,0.0737134551448225,8,0.8,0.155120098304376,8,0.9,0.125291496853033,8,0.25,0.0396541168050915,8,0.25,0.0662401321106836,8,0.7,0.100513985218425,8,0.7,0.176993024190912
"5",9,0.9,0.070775586705229,9,0.85,0.162882203585591,9,0.8,0.0998774759597059,9,0.25,0.0377964473009227,9,0.2,0.0407205508963978,9,0.7,0.0865200224555813,9,0.6,0.171082984995885
"6",10,0.85,0.0685416602051152,10,0.85,0.126672484649773,10,0.8,0.0982707629823991,10,0.25,0.0402035636556294,10,0.25,0.051150039399909,10,0.65,0.0910483163950182,10,0.25,0.177191813511545
"7",11,0.9,0.0763250299972534,11,0.75,0.11737346638932,11,0.9,0.0722523920937245,11,0.25,0.0355137225561602,11,0.25,0.0497852531235046,11,0.65,0.0810895196932479,11,0.6,0.163245151817249
"8",12,0.9,0.0632858755238191,12,0.8,0.106373427708469,12,0.9,0.101519074311085,12,0.25,0.0356999971417137,12,0.25,0.055705127452415,12,0.7,0.0844187811582523,12,0.6,0.13807717451646
"9",13,0.85,0.0712569366476567,13,0.85,0.127090679502183,13,0.85,0.0669221295878384,13,0.25,0.0327170928302823,13,0.25,0.043985155195259,13,0.7,0.0722029452731843,13,0.6,0.165865079175202
"10",14,0.9,0.0754307358996805,14,0.7,0.115634893399132,14,0.85,0.0629949787438553,14,0.25,0.0296922995583236,14,0.25,0.0519124066017332,14,0.65,0.0810706419093363,14,0.6,0.168716644473653
"11",15,0.9,0.0673780076758533,15,0.8,0.110361188090446,15,0.8,0.0606091526731327,15,0.25,0.0335029697130245,15,0.2,0.034166459266004,15,0.7,0.0900623366885177,15,0.55,0.172319115454497
"12",16,0.9,0.0654341856605645,16,0.85,0.143786264281114,16,0.85,0.0868319982400921,16,0.25,0.0313635691430002,16,0.25,0.0332123655358934,16,0.65,0.0796932896056077,16,0.25,0.182502446167559
"13",17,0.85,0.0576406885766629,17,0.75,0.0906270671826163,17,0.8,0.122345279218034,17,0.25,0.0327170928302823,17,0.2,0.0377964473009227,17,0.75,0.0735679610833356,17,0.55,0.166932101558125
"14",18,0.9,0.065745334280022,18,0.8,0.126151835952893,18,0.9,0.0640153042925945,18,0.25,0.0303045763365663,18,0.25,0.0298977850520805,18,0.65,0.0846119593997763,18,0.25,0.184857915653055
"15",19,0.9,0.0659390565876816,19,0.8,0.134011878852098,19,0.8,0.0487077917749495,19,0.25,0.0319597961731387,19,0.2,0.0548095031235739,19,0.7,0.0656521445318632,19,0.25,0.179920617416205
