"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"16",20,0.9,0.0473803541479343,20,0.75,0.113878739661707,20,0.9,0.0642380775883346,20,0.25,0.0340467865366085,20,0.25,0.0303045763365663,20,0.7,0.0735402152927643,20,0.25,0.176487844294369
"17",21,0.9,0.0610202375262101,21,0.8,0.0982707629823991,21,0.8,0.0536523198806112,21,0.25,0.0284999104903714,21,0.25,0.0324037034920393,21,0.7,0.0648074069840786,21,0.25,0.176021798279042
"18",22,0.9,0.0443202630213959,22,0.75,0.0965528299926617,22,0.8,0.0924496553563625,22,0.25,0.0311186013011314,22,0.25,0.0268973862625182,22,0.7,0.0743406390357582,22,0.25,0.175650394888511
"19",23,0.85,0.0509201054874903,23,0.8,0.109846832137355,23,0.8,0.112485826771597,23,0.25,0.0355137225561602,23,0.2,0.0336397481123332,23,0.65,0.0833054375078083,23,0.25,0.162647107667653
"20",24,0.9,0.0569998209807429,24,0.65,0.131820069079958,24,0.8,0.054809503123574,24,0.25,0.0327170928302823,24,0.2,0.0336397481123332,24,0.7,0.0651841974088562,24,0.25,0.174265221277623
"21",25,0.9,0.0662401321106836,25,0.85,0.120948631362953,25,0.85,0.0526927946900228,25,0.25,0.030722590239438,25,0.25,0.0288557283953202,25,0.75,0.0670363897522861,25,0.55,0.183403202518052
"22",26,0.9,0.0479050932488778,26,0.75,0.120902220570077,26,0.85,0.0584144237150311,26,0.25,0.0292944237920141,26,0.25,0.0328260722659316,26,0.7,0.0806921587875546,26,0.25,0.195419486004349
"23",27,0.9,0.0548560267743608,27,0.8,0.0818223561087291,27,0.85,0.0536808406515884,27,0.25,0.0267452074669272,27,0.2,0.028943999413364,27,0.7,0.0652780551931192,27,0.25,0.181121787868871
"24",28,0.9,0.0519909725287938,28,0.85,0.105312944724429,28,0.8,0.0590399380564909,28,0.25,0.0367701076463822,28,0.2,0.028943999413364,28,0.7,0.0770965469461533,28,0.25,0.159913879884117
"25",29,0.9,0.0503153321867324,29,0.75,0.0831092224554102,29,0.8,0.051319328419103,29,0.25,0.0319597961731387,29,0.25,0.0295545155222531,29,0.7,0.0749149177264394,29,0.3,0.169106294310739
"26",30,0.9,0.0566856710829329,30,0.8,0.114124886838579,30,0.85,0.0597614304667197,30,0.25,0.0303045763365663,30,0.2,0.0304557222933255,30,0.7,0.0761376304826346,30,0.25,0.177039140143803
