"","Date","concentrations.TSS","Flow"
"201",2013-07-31,5.4,8.2
"202",2013-08-07,8,4.7
"203",2013-08-08,61.1,296
"204",2013-08-13,43.5,251
"205",2013-08-20,9.3,8.5
"206",2013-08-28,4.9,2.9
"207",2013-09-04,8.3,1.2
"208",2013-09-11,5.5,0.74
"209",2013-09-18,5.9,1.8
"210",2013-10-02,5.6,3.3
"211",2013-10-05,271.1,531
"212",2013-10-24,4.6,27
"213",2013-10-30,17.7,54
"214",2013-11-06,5.3,66
"215",2013-11-13,3.7,31
"216",2013-11-21,258,424
"217",2013-12-02,3,28
"218",2013-12-12,2.4,36
"219",2013-12-18,9,216
"220",2013-12-21,336.5,1980
"221",2014-01-09,7.3,195
"222",2014-01-10,63.5,689
"223",2014-01-22,5.1,104
"224",2014-01-22,5.8,104
"225",2014-01-28,7.5,49
"226",2014-02-06,3.9,54
"227",2014-02-12,2.1,45
"228",2014-02-21,4.4,53
"229",2014-02-25,2.7,42
"230",2014-03-07,72.1,485
"231",2014-03-11,7.3,236
"232",2014-03-16,423.9,3150
"233",2014-03-27,7.1,110
"234",2014-04-03,22.5,228
"235",2014-04-04,37.5,746
"236",2014-04-07,95.6,1420
"237",2014-04-07,106.2,1420
"238",2014-04-14,27.1,599
"239",2014-04-22,10.7,184
"240",2014-04-28,11.2,133
"241",2014-05-09,26.4,157
"242",2014-05-13,85.5,724
"243",2014-05-13,84.4,724
"244",2014-05-20,11.5,134
"245",2014-05-28,17.5,48
"246",2014-06-02,10.6,95
"247",2014-06-10,54.3,221
"248",2014-07-01,7.5,10
"249",2014-07-09,6.3,2.7
"250",2014-07-23,5.1,1.9
"251",2014-07-29,6,0.78
"252",2014-08-05,6.2,0.79
"253",2014-08-12,5.3,9
"254",2014-08-19,5.4,6.1
"255",2014-08-27,6.7,1.7
"256",2014-09-02,127.5,274
"257",2014-09-10,8.7,9.6
"258",2014-09-17,5.7,49
"259",2014-09-18,52.9,271
"260",2014-09-24,6.6,19
"261",2014-10-01,6.9,8
"262",2014-10-03,17.6,64
"263",2014-10-08,4.8,5.4
"264",2014-10-10,275.8,631
"265",2014-10-13,688.3,1870
"266",2014-10-22,5.3,27
"267",2014-10-29,3.4,6.3
"268",2014-11-04,16.9,180
"269",2014-11-12,2.4,19
"270",2014-11-19,0.6,6.2
"271",2014-12-05,1.9,82
"272",2014-12-10,1.9,75
"273",2014-12-17,4.1,197
"274",2015-01-04,14.5,699
"275",2015-01-07,2.7,169
"276",2015-01-14,1.9,64
"277",2015-01-21,1.5,32
"278",2015-01-28,3.3,15
"279",2015-02-04,0.7,34
"280",2015-02-11,1.6,17
"281",2015-02-18,1.2,20
"282",2015-02-25,3.6,88
"283",2015-03-05,18.05,799
"284",2015-03-10,52.3,1020
"285",2015-03-14,157.8,2360
"286",2015-03-19,11.9,572
"287",2015-03-26,118.3,1510
"288",2015-04-01,10.9,207
"289",2015-04-13,24.8,127
"290",2015-04-22,10.7,159
"291",2015-04-24,217,269
"292",2015-04-29,28.7,61
"293",2015-05-08,644.5,796
"294",2015-05-11,263.8,4070
"295",2015-05-17,1097.3,2810
"296",2015-06-01,10.6,746
"297",2015-06-19,181.4,4280
