"","Date","concentrations.TSS","Flow"
"1",2009-07-08,11.3,6.9
"2",2009-07-15,8.9,4.2
"3",2009-07-22,38.1,16
"4",2009-07-29,10,3.1
"5",2009-07-30,114.3,74
"6",2009-08-05,13.3,142
"7",2009-08-12,34.2,16
"8",2009-08-19,18.6,8.7
"9",2009-08-20,200.4,190
"10",2009-08-26,22.5,13
"11",2009-09-02,19.9,38
"12",2009-09-05,108.1,182
"13",2009-09-09,28.55,31
"14",2009-09-09,53.5,31
"15",2009-09-16,30.3,237
"16",2009-09-22,115.5,2670
"17",2009-09-29,6.7,67
"18",2009-10-07,23,56
"19",2009-10-09,149.3,6040
"20",2009-10-14,23.9,746
"21",2009-10-21,9.9,138
"22",2009-10-28,10.4,468
"23",2009-11-04,3.6,168
"24",2009-11-11,2.75,72
"25",2009-11-18,3.1,147
"26",2009-11-24,1.8,99
"27",2009-12-02,1.7,66
"28",2009-12-09,2.7,66
"29",2009-12-16,2.4,40
"30",2009-12-22,3.9,32
"31",2009-12-31,2.4,161
"32",2010-01-06,1.7,85
"33",2010-01-13,3.2,49
"34",2010-01-20,1.9,54
"35",2010-01-27,3.05,186
"36",2010-02-04,7.5,632
"37",2010-02-11,2.3,201
"38",2010-02-17,2,125
"39",2010-02-24,2.8,161
"40",2010-03-03,3.2,81
"41",2010-03-10,6.1,73
"42",2010-03-17,6.5,46
"43",2010-03-23,37.4,1420
"44",2010-03-31,11.5,177
"45",2010-04-07,15.5,168
"46",2010-04-14,10.5,75
"47",2010-04-21,6.9,48
"48",2010-04-24,68.5,229
"49",2010-04-28,10.5,83
"50",2010-05-05,17.2,65
"51",2010-05-12,88,128
"52",2010-05-13,206.5,379
"53",2010-05-14,371.9,1380
"54",2010-05-15,95.7,2640
"55",2010-05-15,679,2640
"56",2010-05-17,40,747
"57",2010-05-26,32.9,181
"58",2010-06-02,10.65,25
"59",2010-06-09,12.5,18
"60",2010-06-16,17.8,15
"61",2010-06-24,3.5,13
"62",2010-07-08,9.8,3.2
"63",2010-07-13,350,2010
"64",2010-07-22,14.3,37
"65",2010-07-28,8.3,11
"66",2010-08-05,6.8,3.5
"67",2010-08-10,7.5,2.2
"68",2010-08-19,8.7,0.25
"69",2010-08-26,5.8,0.49
"70",2010-09-01,5.2,0.3
"71",2010-09-09,154.7,733
"72",2010-09-16,15.3,78
"73",2010-09-22,6.2,8.5
"74",2010-09-29,7.7,5.3
"75",2010-10-06,3.6,0.33
"76",2010-10-14,3.5,0.06
"77",2010-10-20,10.1,9
"78",2010-10-27,6.3,21
"79",2010-11-02,5.1,12
"80",2010-11-10,2.3,11
"81",2010-11-17,2.7,7.6
"82",2010-11-30,3.6,45
"83",2010-12-07,1.3,14
"84",2010-12-14,1.1,7.8
"85",2010-12-19,0.8,5.8
"86",2011-01-05,2.7,121
"87",2011-01-11,0.8,54
"88",2011-01-18,2,30
"89",2011-01-25,1.4,27
"90",2011-02-04,3.8,89
"91",2011-02-08,4.5,196
"92",2011-02-14,30.5,678
"93",2011-02-24,90.2,259
"94",2011-02-28,311.5,758
"95",2011-03-04,167.9,202
"96",2011-03-14,79.3,545
"97",2011-03-29,8.9,53
"98",2011-04-06,11.15,63
"99",2011-04-11,317.2,843
"100",2011-04-22,69.3,480
"101",2011-04-23,158.2,1090
"102",2011-04-25,254.8,7890
"103",2011-04-26,361.7,4090
"104",2011-05-12,11.2,124
"105",2011-05-19,6.2,142
"106",2011-05-24,347.4,5070
"107",2011-06-08,7.9,42
"108",2011-06-15,7.25,26
"109",2011-07-15,2.6,2.4
"110",2011-07-21,6,0.21
"111",2011-07-29,4.3,0.08
"112",2011-08-03,2.3,0.03
"113",2011-08-11,18,55
"114",2011-08-18,8.3,15
"115",2011-09-01,3.9,0.69
"116",2011-09-08,7.2,0.2
"117",2011-09-16,4.7,0.15
"118",2011-09-19,110.8,116
"119",2011-09-30,5.1,3.6
"120",2011-10-06,3.9,2.1
"121",2011-10-12,15.8,175
"122",2011-10-26,3.9,11
"123",2011-11-03,5,43
"124",2011-11-08,553.2,2360
"125",2011-11-17,4,43
"126",2011-12-01,1.1,88
"127",2011-12-08,2.5,185
"128",2011-12-15,100.4,1600
"129",2012-01-05,2.2,36
"130",2012-01-11,15.2,593
"131",2012-01-19,1.7,55
"132",2012-01-25,177.4,1460
"133",2012-02-02,3.1,129
"134",2012-02-04,99.1,1280
"135",2012-02-16,9.4,296
"136",2012-03-01,6,60
"137",2012-03-12,16.9,487
"138",2012-03-20,300.7,3030
"139",2012-03-29,8.5,175
"140",2012-04-12,5.6,39
"141",2012-04-15,17.5,106
"142",2012-04-26,4.8,21
"143",2012-05-01,12.2,46
"144",2012-05-10,7.8,11
"145",2012-05-16,7.9,6.4
"146",2012-05-24,7,2.5
"147",2012-06-01,5.6,5.8
"148",2012-06-05,18.1,102
"149",2012-06-14,4.65,2.9
"150",2012-06-21,7,1.3
"151",2012-06-28,12.7,0.84
"152",2012-07-12,4.5,5
"153",2012-07-19,4.8,3.1
"154",2012-08-02,8.8,2.5
"155",2012-08-15,7.5,4
"156",2012-08-17,169.5,105
"157",2012-08-20,9.7,3
"158",2012-08-29,9,3.4
"159",2012-09-05,4.7,0.31
"160",2012-09-10,5.6,1.1
"161",2012-09-24,3.4,0.27
"162",2012-10-01,2,0.39
"163",2012-10-09,2.9,0.38
"164",2012-10-12,38.7,114
"165",2012-10-15,20.5,24
"166",2012-10-24,3.4,6.5
"167",2012-10-31,2.1,2.7
"168",2012-11-07,2.65,4.6
"169",2012-11-14,1.9,6.6
"170",2012-11-28,1.5,5.7
"171",2012-12-05,28.2,23
"172",2012-12-12,1.5,5.7
"173",2012-12-12,1,5.7
"174",2013-01-03,4.8,19
"175",2013-01-10,1.5,11
"176",2013-01-15,2.1,10
"177",2013-01-15,1.8,10
"178",2013-01-23,2.5,10
"179",2013-01-29,841.9,375
"180",2013-02-06,3.1,17
"181",2013-02-11,15.9,95
"182",2013-02-20,5.1,37
"183",2013-02-27,6.4,178
"184",2013-03-06,1.5,25
"185",2013-03-10,415.1,1340
"186",2013-03-19,6.9,48
"187",2013-03-29,192.1,778
"188",2013-04-03,25.2,1070
"189",2013-04-18,173,1100
"190",2013-04-24,7.5,108
"191",2013-04-27,122.4,1220
"192",2013-05-10,163.7,1550
"193",2013-05-21,57,1760
"194",2013-05-21,53.4,1760
"195",2013-05-21,411.3,1760
"196",2013-05-30,50.6,263
"197",2013-06-06,12.6,241
"198",2013-06-12,9.3,44
"199",2013-07-08,5.3,2.3
"200",2013-07-19,11,2.3
