"","TN.Date","TN.Flow","TN.concentrations.TN","lnC","lnQ"
"1",2009-07-08,6.9,0.55,-0.59783700075562,1.93152141160321
"2",2009-07-15,4.2,0.37,-0.994252273343867,1.43508452528932
"3",2009-07-22,16,0.92,-0.083381608939051,2.77258872223978
"4",2009-07-29,3.1,0.51,-0.673344553263766,1.1314021114911
"5",2009-07-30,74,0.72,-0.328504066972036,4.30406509320417
"6",2009-08-05,142,0.97,-0.0304592074847086,4.95582705760126
"7",2009-08-12,16,0.91,-0.0943106794712413,2.77258872223978
"8",2009-08-19,8.7,0.54,-0.616186139423817,2.16332302566054
"9",2009-08-20,190,0.87,-0.139262067333508,5.24702407216049
"10",2009-08-26,13,0.64,-0.446287102628419,2.56494935746154
"11",2009-09-02,38,0.34,-1.07880966137193,3.63758615972639
"12",2009-09-05,182,0.6,-0.510825623765991,5.2040066870768
"13",2009-09-09,31,0.63,-0.462035459596559,3.43398720448515
"14",2009-09-09,31,0.69,-0.371063681390832,3.43398720448515
"15",2009-09-16,237,0.52,-0.653926467406664,5.46806014113513
"16",2009-09-22,2670,1.18,0.165514438477573,7.8898337513943
"17",2009-09-29,67,0.895,-0.110931560707282,4.20469261939097
"18",2009-10-07,56,0.69,-0.371063681390832,4.02535169073515
"19",2009-10-09,6040,0.63,-0.462035459596559,8.70615929092886
"20",2009-10-14,746,0.74,-0.301105092783922,6.61472560020376
"21",2009-10-21,138,0.64,-0.446287102628419,4.92725368515721
"22",2009-10-28,468,0.44,-0.82098055206983,6.14846829591765
"23",2009-11-04,168,0.5,-0.693147180559945,5.12396397940326
"24",2009-11-11,72,0.29,-1.23787435600162,4.27666611901606
"25",2009-11-18,147,0.42,-0.867500567704723,4.99043258677874
"26",2009-11-24,99,0.28,-1.27296567581289,4.59511985013459
"27",2009-12-02,66,0.21,-1.56064774826467,4.18965474202643
"28",2009-12-09,66,0.51,-0.673344553263766,4.18965474202643
"29",2009-12-16,40,0.26,-1.34707364796661,3.68887945411394
"30",2009-12-22,32,0.24,-1.42711635564015,3.46573590279973
"31",2009-12-31,161,0.52,-0.653926467406664,5.08140436498446
"32",2010-01-06,85,0.46,-0.776528789498996,4.44265125649032
"33",2010-01-13,49,0.53,-0.63487827243597,3.89182029811063
"34",2010-01-20,54,0.38,-0.967584026261706,3.98898404656427
"35",2010-01-27,186,0.54,-0.616186139423817,5.2257466737132
"36",2010-02-04,632,0.62,-0.478035800943,6.44888939414686
"37",2010-02-11,201,0.61,-0.49429632181478,5.30330490805908
"38",2010-02-17,125,0.5,-0.693147180559945,4.8283137373023
"39",2010-02-24,161,0.51,-0.673344553263766,5.08140436498446
"40",2010-03-03,81,0.46,-0.776528789498996,4.39444915467244
"41",2010-03-10,73,0.48,-0.7339691750802,4.29045944114839
"42",2010-03-17,46,0.51,-0.673344553263766,3.8286413964891
"43",2010-03-23,1420,0.79,-0.23572233352107,7.25841215059531
"44",2010-03-31,177,0.62,-0.478035800943,5.17614973257383
"45",2010-04-07,168,0.405,-0.903868211875598,5.12396397940326
"46",2010-04-14,75,0.38,-0.967584026261706,4.31748811353631
"47",2010-04-21,48,0.2,-1.6094379124341,3.87120101090789
"48",2010-04-24,229,0.78,-0.2484613592985,5.43372200355424
"49",2010-04-28,83,0.45,-0.798507696217772,4.4188406077966
"50",2010-05-05,65,0.39,-0.941608539858445,4.17438726989564
"51",2010-05-12,128,0.61,-0.49429632181478,4.85203026391962
"52",2010-05-13,379,0.71,-0.342490308946776,5.93753620508243
"53",2010-05-14,1380,0.91,-0.0943106794712413,7.22983877815125
"54",2010-05-15,2640,0.73,-0.3147107448397,7.87853419614036
"55",2010-05-15,2640,0.89,-0.116533816255952,7.87853419614036
"56",2010-05-17,747,0.58,-0.544727175441672,6.61606518513282
"57",2010-05-26,181,0.65,-0.430782916092454,5.19849703126583
"58",2010-06-02,25,0.31,-1.17118298150295,3.2188758248682
"59",2010-06-09,18,0.38,-0.967584026261706,2.89037175789616
"60",2010-06-16,15,0.54,-0.616186139423817,2.70805020110221
"61",2010-06-24,13,0.24,-1.42711635564015,2.56494935746154
"62",2010-07-08,3.2,0.43,-0.843970070294529,1.16315080980568
"63",2010-07-13,2010,0.84,-0.174353387144778,7.60589000105312
"64",2010-07-22,37,0.65,-0.430782916092454,3.61091791264422
"65",2010-07-28,11,0.34,-1.07880966137193,2.39789527279837
"66",2010-08-05,3.5,0.27,-1.30933331998376,1.25276296849537
"67",2010-08-10,2.2,0.24,-1.42711635564015,0.78845736036427
"68",2010-08-19,0.25,0.26,-1.34707364796661,-1.38629436111989
"69",2010-08-26,0.49,0.27,-1.30933331998376,-0.713349887877465
"70",2010-09-01,0.3,0.25,-1.38629436111989,-1.20397280432594
"71",2010-09-09,733,0.85,-0.162518929497775,6.59714570188665
"72",2010-09-16,78,1.34,0.29266961396282,4.35670882668959
"73",2010-09-22,8.5,0.8,-0.22314355131421,2.14006616349627
"74",2010-09-29,5.3,0.57,-0.562118918153541,1.66770682055808
"75",2010-10-06,0.33,0.37,-0.994252273343867,-1.10866262452161
"76",2010-10-14,0.06,0.22,-1.51412773262978,-2.81341071676004
"77",2010-10-20,9,0.42,-0.867500567704723,2.19722457733622
"78",2010-10-27,21,0.365,-1.00785792539965,3.04452243772342
"79",2010-11-02,12,0.3,-1.20397280432594,2.484906649788
"80",2010-11-10,11,0.25,-1.38629436111989,2.39789527279837
"81",2010-11-17,7.6,0.36,-1.02165124753198,2.02814824729229
"82",2010-11-30,45,0.68,-0.385662480811985,3.80666248977032
"83",2010-12-07,14,0.71,-0.342490308946776,2.63905732961526
"84",2010-12-14,7.8,0.73,-0.3147107448397,2.05412373369555
