"","Date","concentrations.SRP","Flow"
"1",2009-07-08,0.001,6.9
"2",2009-07-15,0.004,4.2
"3",2009-07-22,0.014,16
"4",2009-07-29,0.002,3.1
"5",2009-07-30,0.011,74
"6",2009-08-05,0.006,142
"7",2009-08-12,0.012,16
"8",2009-08-19,0.003,8.7
"9",2009-08-20,0.026,190
"10",2009-08-26,0.006,13
"11",2009-09-02,0.008,38
"12",2009-09-05,0.01,182
"13",2009-09-09,0.017,31
"14",2009-09-09,0.03,31
"15",2009-09-16,0.015,237
"16",2009-09-22,0.039,2670
"17",2009-09-29,0.006,67
"18",2009-10-07,0.025,56
"19",2009-10-09,0.042,6040
"20",2009-10-14,0.015,746
"21",2009-10-21,0.008,138
"22",2009-10-28,0.014,468
"23",2009-11-04,0.007,168
"24",2009-11-11,5e-04,72
"25",2009-11-18,0.005,147
"26",2009-11-24,0.006,99
"27",2009-12-02,0.002,66
"28",2009-12-09,0.002,66
"29",2009-12-16,0.003,40
"30",2009-12-22,0.002,32
"31",2009-12-31,0.005,161
"32",2010-01-06,0.005,85
"33",2010-01-13,0.002,49
"34",2010-01-20,0.002,54
"35",2010-01-27,0.002,186
"36",2010-02-04,0.002,632
"37",2010-02-11,0.005,201
"38",2010-02-17,0.003,125
"39",2010-02-24,0.001,161
"40",2010-03-03,0.003,81
"41",2010-03-10,0.006,73
"42",2010-03-17,0.002,46
"43",2010-03-23,0.01,1420
"44",2010-03-31,0.002,177
"45",2010-04-07,0.0025,168
"46",2010-04-14,0.002,75
"47",2010-04-21,0.002,48
"48",2010-04-24,0.014,229
"49",2010-04-28,0.005,83
"50",2010-05-05,0.003,65
"51",2010-05-12,0.001,128
"52",2010-05-13,0.013,379
"53",2010-05-14,0.025,1380
"54",2010-05-15,0.015,2640
"55",2010-05-15,0.029,2640
"56",2010-05-17,0.016,747
"57",2010-05-26,0.014,181
"58",2010-06-02,0.004,25
"59",2010-06-09,0.008,18
"60",2010-06-16,0.01,15
"61",2010-06-24,0.006,13
"62",2010-07-08,0.005,3.2
"63",2010-07-13,0.05,2010
"64",2010-07-22,0.006,37
"65",2010-07-28,0.005,11
"66",2010-08-05,0.002,3.5
"67",2010-08-10,0.001,2.2
"68",2010-08-19,0.005,0.25
"69",2010-08-26,0.006,0.49
"70",2010-09-01,0.004,0.3
"71",2010-09-09,0.021,733
"72",2010-09-16,0.01,78
"73",2010-09-22,0.006,8.5
"74",2010-09-29,0.005,5.3
"75",2010-10-06,0.004,0.33
"76",2010-10-14,0.008,0.06
"77",2010-10-20,0.002,9
"78",2010-10-27,0.0085,21
"79",2010-11-02,0.008,12
"80",2010-11-10,0.006,11
"81",2010-11-17,0.007,7.6
"82",2010-11-30,0.011,45
"83",2010-12-07,0.004,14
"84",2010-12-14,0.003,7.8
"85",2010-12-19,0.011,5.8
"86",2011-01-05,0.004,121
"87",2011-01-11,0.006,54
"88",2011-01-18,0.0035,30
"89",2011-01-25,0.008,27
"90",2011-02-04,0.01,89
"91",2011-02-08,0.007,196
"92",2011-02-14,0.01,678
"93",2011-02-24,0.008,259
"94",2011-02-28,0.04,758
"95",2011-03-04,0.02,202
"96",2011-03-14,0.014,545
"97",2011-03-29,0.012,53
"98",2011-04-06,0.007,63
"99",2011-04-11,0.008,843
"100",2011-04-22,0.016,480
"101",2011-04-23,0.016,1090
"102",2011-04-25,0.027,7890
"103",2011-04-26,0.029,4090
"104",2011-05-12,0.007,124
"105",2011-05-19,0.003,142
"106",2011-05-24,0.064,5070
"107",2011-06-08,0.004,42
"108",2011-06-15,0.0085,26
"109",2011-07-15,0.002,2.4
"110",2011-07-21,0.002,0.21
"111",2011-07-29,0.003,0.08
"112",2011-08-03,0.006,0.03
"113",2011-08-11,0.004,55
"114",2011-08-18,0.004,15
"115",2011-09-01,0.002,0.69
"116",2011-09-08,0.004,0.2
"117",2011-09-16,0.006,0.15
"118",2011-09-19,0.012,116
"119",2011-09-30,0.006,3.6
"120",2011-10-06,0.001,2.1
"121",2011-10-12,0.009,175
"122",2011-10-26,0.001,11
"123",2011-11-03,0.006,43
"124",2011-11-08,0.019,2360
"125",2011-11-17,0.007,43
"126",2011-12-01,0.007,88
"127",2011-12-08,0.003,185
"128",2011-12-15,0.011,1600
"129",2012-01-05,0.002,36
"130",2012-01-11,0.007,593
"131",2012-01-19,0.001,55
"132",2012-01-25,0.018,1460
"133",2012-02-02,0.002,129
"134",2012-02-04,0.264,1280
"135",2012-02-16,0.002,296
"136",2012-03-01,0.006,60
"137",2012-03-12,0.01,487
"138",2012-03-20,0.015,3030
"139",2012-03-29,0.002,175
"140",2012-04-12,0.005,39
"141",2012-04-15,0.002,106
"142",2012-04-26,0.002,21
"143",2012-05-01,0.002,46
"144",2012-05-10,0.003,11
"145",2012-05-16,0.001,6.4
"146",2012-05-24,0.002,2.5
"147",2012-06-01,0.005,5.8
"148",2012-06-05,0.005,102
"149",2012-06-14,0.004,2.9
"150",2012-06-21,0.002,1.3
"151",2012-06-28,0.006,0.84
"152",2012-07-12,0.001,5
"153",2012-07-19,0.002,3.1
"154",2012-08-02,0.002,2.5
"155",2012-08-15,0.004,4
"156",2012-08-17,0.021,105
"157",2012-08-20,0.007,3
"158",2012-08-29,0.007,3.4
"159",2012-09-05,0.003,0.31
"160",2012-09-10,0.006,1.1
"161",2012-09-24,0.002,0.27
"162",2012-10-01,0.006,0.39
