"","Date","concentrations.SRP","Flow"
"163",2012-10-09,0.007,0.38
"164",2012-10-12,0.012,114
"165",2012-10-15,0.033,24
"166",2012-10-24,0.003,6.5
"167",2012-10-31,0.008,2.7
"168",2012-11-07,0.0045,4.6
"169",2012-11-14,0.009,6.6
"170",2012-11-28,0.002,5.7
"171",2012-12-05,0.008,23
"172",2012-12-12,0.004,5.7
"173",2012-12-12,0.005,5.7
"174",2013-01-03,0.003,19
"175",2013-01-10,0.002,11
"176",2013-01-15,0.004,10
"177",2013-01-15,0.002,10
"178",2013-01-23,0.005,10
"179",2013-01-29,0.051,375
"180",2013-02-06,0.003,17
"181",2013-02-11,0.007,95
"182",2013-02-20,0.001,37
"183",2013-02-27,0.002,178
"184",2013-03-06,0.001,25
"185",2013-03-10,0.01,1340
"186",2013-03-19,0.005,48
"187",2013-03-29,0.011,778
"188",2013-04-03,0.009,1070
"189",2013-04-18,0.039,1100
"190",2013-04-24,0.005,108
"191",2013-04-27,0.014,1220
"192",2013-05-10,0.025,1550
"193",2013-05-21,0.009,1760
"194",2013-05-21,0.008,1760
"195",2013-05-21,0.015,1760
"196",2013-05-30,0.01,263
"197",2013-06-06,0.005,241
"198",2013-06-12,0.004,44
"199",2013-07-08,0.002,2.3
"200",2013-07-19,0.003,2.3
"201",2013-07-31,0.004,8.2
"202",2013-08-07,0.006,4.7
"203",2013-08-08,0.033,296
"204",2013-08-13,0.027,251
"205",2013-08-20,0.003,8.5
"206",2013-08-28,0.003,2.9
"207",2013-09-04,0.011,1.2
"208",2013-09-11,0.004,0.74
"209",2013-09-18,0.005,1.8
"210",2013-10-02,0.007,3.3
"211",2013-10-05,0.067,531
"212",2013-10-24,0.006,27
"213",2013-10-30,0.016,54
"214",2013-11-06,0.01,66
"215",2013-11-13,0.008,31
"216",2013-11-21,0.04,424
"217",2013-12-02,0.002,28
"218",2013-12-12,0.004,36
"219",2013-12-18,0.003,216
"220",2013-12-21,0.028,1980
"221",2014-01-09,0.01,195
"222",2014-01-10,0.012,689
"223",2014-01-22,0.005,104
"224",2014-01-22,0.013,104
"225",2014-01-28,0.004,49
"226",2014-02-06,0.007,54
"227",2014-02-12,0.006,45
"228",2014-02-21,0.005,53
"229",2014-02-25,0.003,42
"230",2014-03-07,0.007,485
"231",2014-03-11,0.003,236
"232",2014-03-16,0.032,3150
"233",2014-03-27,0.006,110
"234",2014-04-03,0.006,228
"235",2014-04-04,0.01,746
"236",2014-04-07,0.011,1420
"237",2014-04-07,0.011,1420
"238",2014-04-14,0.008,599
"239",2014-04-22,0.01,184
"240",2014-04-28,0.004,133
"241",2014-05-09,0.008,157
"242",2014-05-13,0.007,724
"243",2014-05-13,0.007,724
"244",2014-05-20,0.003,134
"245",2014-05-28,0.005,48
"246",2014-06-02,0.004,95
"247",2014-06-10,0.008,221
"248",2014-07-01,0.006,10
"249",2014-07-09,0.006,2.7
"250",2014-07-23,0.005,1.9
"251",2014-07-29,0.005,0.78
"252",2014-08-05,0.003,0.79
"253",2014-08-12,0.007,9
"254",2014-08-19,0.005,6.1
"255",2014-08-27,0.006,1.7
"256",2014-09-02,0.012,274
"257",2014-09-10,0.004,9.6
"258",2014-09-17,0.004,49
"259",2014-09-18,0.012,271
"260",2014-09-24,0.004,19
"261",2014-10-01,0.007,8
"262",2014-10-03,0.006,64
"263",2014-10-08,0.006,5.4
"264",2014-10-10,0.067,631
"265",2014-10-13,0.013,1870
"266",2014-10-22,0.005,27
"267",2014-10-29,0.006,6.3
"268",2014-11-04,0.036,180
"269",2014-11-12,0.005,19
"270",2014-11-19,0.002,6.2
"271",2014-12-05,0.006,82
"272",2014-12-10,0.006,75
"273",2014-12-17,0.006,197
"274",2015-01-04,0.009,699
"275",2015-01-07,0.004,169
"276",2015-01-14,0.004,64
"277",2015-01-21,0.003,32
"278",2015-01-28,0.005,15
"279",2015-02-04,0.006,34
"280",2015-02-11,0.005,17
"281",2015-02-18,0.006,20
"282",2015-02-25,0.008,88
"283",2015-03-05,0.006,799
"284",2015-03-10,0.009,1020
"285",2015-03-14,0.017,2360
"286",2015-03-19,0.005,572
"287",2015-03-26,0.023,1510
"288",2015-04-01,0.007,207
"289",2015-04-13,0.0035,127
"290",2015-04-22,0.007,159
"291",2015-04-24,0.008,269
"292",2015-04-29,0.005,61
"293",2015-05-08,0.019,796
"294",2015-05-11,0.014,4070
"295",2015-05-17,0.017,2810
"296",2015-06-01,0.01,746
"297",2015-06-19,0.023,4280
