"","Site","Const","Trend_0.5","p_0.5","Span_MSE","Trend_MSE","p_MSE"
"1","WEC","NO3","-2.55302133354007","0.0364413614287121","0.35","-2.43905729533367","0.0435260686265678"
"2","WEC","TN","-0.851779475752323","0.404916182595843","0.65","-0.889386908120571","0.386748221763544"
"3","WEC","SRP","-3.72453068226974","0.0877288153862805","0.75","-3.78633105189152","0.0837728412502897"
"4","WEC","TP","0.0166895169684267","0.9928493600309","0.55","0.0745174258298675","0.968128956296618"
"5","WEC","TSS","-7.32777946961249","0.00288078982265209","0.525","-7.2976113855816","0.00302425075170963"
"6","WEC","Cl","-2.15150764564243","0.0585506773163646","0.5","-2.15150764564243","0.0585506773163646"
"7","WEC","SO4","2.72799026888038","0.000571396856907893","0.6","2.82639777822169","0.000373963768883482"
