"","Site","Const","Opt_MSE","f05_MSE"
"1","WEC","NO3",0.142204862933876,0.142020442164272
"2","WEC","TN",0.0971683895829263,0.0977828688629157
"3","WEC","SRP",0.442837660494271,0.446627698165026
"4","WEC","TP",0.325461859451774,0.325685527336298
"5","WEC","TSS",0.576016010221947,0.575950821248081
"6","WEC","Cl",0.121564501276795,0.121564501276795
"7","WEC","SO4",0.0598551357623161,0.0599515018333127
