"","TSS.Date","TSS.Flow","TSS.concentrations.TSS","lnC","lnQ"
"1",2009-07-07,0.01,2.5,0.916290731874155,-4.60517018598809
"2",2009-07-14,0.01,3.1,1.1314021114911,-4.60517018598809
"3",2009-07-21,0.01,9.3,2.23001440015921,-4.60517018598809
"4",2009-07-28,0.01,2.3,0.832909122935104,-4.60517018598809
"5",2009-08-04,0.01,5.3,1.66770682055808,-4.60517018598809
"6",2009-08-11,0.01,10.7,2.37024374146786,-4.60517018598809
"7",2009-08-18,0.01,2.9,1.06471073699243,-4.60517018598809
"8",2009-08-25,0.01,3.4,1.22377543162212,-4.60517018598809
"9",2009-09-01,0.01,4.9,1.58923520511658,-4.60517018598809
"10",2009-09-08,3.695801939,7.5,2.01490302054226,1.30719756441065
"11",2009-09-10,8.366047922,214.1,5.36644319559564,2.12418160118911
"12",2009-09-15,2.792228224,11.2,2.41591377830105,1.02683992367976
"13",2009-09-22,353.9933151,33,3.49650756146648,5.86927802905717
"14",2009-09-29,2.838809754,1.55,0.438254930931155,1.04338486362164
"15",2009-10-06,2.025204799,25.4,3.23474917402449,0.705670830753314
"16",2009-10-09,2698.454539,61.5,4.11903717481247,7.90043449515007
"17",2009-10-13,66.59875256,7.1,1.96009478404727,4.1986858470406
"18",2009-10-20,6.037327785,1.85,0.615185639090233,1.79796149434827
"19",2009-10-27,68.0259744,23.3,3.14845336057165,4.21988960871226
"20",2009-11-03,4.442203605,1.9,0.641853886172395,1.49115056075677
"21",2009-11-10,4.067681507,0.8,-0.22314355131421,1.40307318284009
"22",2009-11-17,4.323359692,3.9,1.3609765531356,1.46403280648052
"23",2009-11-23,3.841214561,1.5,0.405465108108164,1.34578860851697
"24",2009-12-01,3.193143569,1.5,0.405465108108164,1.16100587639234
"25",2009-12-08,2.957275656,0.5,-0.693147180559945,1.08426845803377
"26",2009-12-15,2.634415351,1.1,0.0953101798043249,0.968661279196353
"27",2009-12-21,2.357967489,0.75,-0.287682072451781,0.857800014488324
"28",2009-12-29,3.134925823,1.7,0.53062825106217,1.14260551287992
"29",2010-01-05,2.666060426,0.9,-0.105360515657826,0.980601886916014
"30",2010-01-12,2.07521859,0.6,-0.510825623765991,0.730066492712624
"31",2010-01-19,2.491461303,4.5,1.50407739677627,0.91286940701124
"32",2010-01-26,4.288047033,2.7,0.993251773010283,1.45583139222514
"33",2010-02-03,20.07832978,5.3,1.66770682055808,2.99964111307717
"34",2010-02-10,5.248397869,2.3,0.832909122935104,1.65792286222084
"35",2010-02-16,4.358777324,1.5,0.405465108108164,1.47219158775779
"36",2010-02-23,4.60689917,3.3,1.19392246847243,1.52755499945423
"37",2010-03-02,3.915291646,2.8,1.02961941718116,1.36488982117649
"38",2010-03-08,3.36648783,2.4,0.8754687373539,1.21387001396622
"39",2010-03-16,3.169472192,3.9,1.3609765531356,1.15356507308
"40",2010-03-22,62.08284061,11.5,2.4423470353692,4.12846963207684
"41",2010-03-30,4.562618165,4.1,1.41098697371026,1.51789661775131
"42",2010-04-07,4.356900323,4.5,1.50407739677627,1.47176086943501
"43",2010-04-13,3.356916451,3.2,1.16315080980568,1.21102282969295
"44",2010-04-20,2.595896721,1.7,0.53062825106217,0.953932014152138
"45",2010-04-27,2.496969692,2.3,0.832909122935104,0.915077873458655
"46",2010-05-04,1.982423491,2.5,0.916290731874155,0.68432008160058
"47",2010-05-11,2.106962193,2.9,1.06471073699243,0.74524719113947
"48",2010-05-14,7.064972474,367.1,5.90563429050279,1.95514912002133
"49",2010-05-18,4.334831077,10.45,2.34660197841082,1.46668264222989
"50",2010-05-25,3.038308199,5.3,1.66770682055808,1.11130084702018
"51",2010-06-01,1.934423363,4,1.38629436111989,0.659809278452273
"52",2010-06-08,2.044854996,9.7,2.27212588550934,0.715326880379306
"53",2010-06-15,2.410909768,7.6,2.02814824729229,0.880004173363897
"54",2010-06-23,1.154780943,4.9,1.58923520511658,0.143910666245814
"55",2010-08-04,0.01,4.9,1.58923520511658,-4.60517018598809
"56",2010-08-09,0.01,3.1,1.1314021114911,-4.60517018598809
"57",2010-08-18,0.01,3.1,1.1314021114911,-4.60517018598809
"58",2010-08-25,0.01,5.15,1.63899671467564,-4.60517018598809
"59",2010-09-02,0.01,3.7,1.30833281965018,-4.60517018598809
"60",2010-09-08,0.01,3.3,1.19392246847243,-4.60517018598809
"61",2010-09-15,2.945405791,14.3,2.66025953726586,1.08024659742465
"62",2010-09-23,0.01,4.1,1.41098697371026,-4.60517018598809
"63",2010-09-30,0.01,4.1,1.41098697371026,-4.60517018598809
"64",2010-10-07,0.01,2.7,0.993251773010283,-4.60517018598809
"65",2010-10-13,0.01,3.3,1.19392246847243,-4.60517018598809
"66",2010-10-21,0.01,1.9,0.641853886172395,-4.60517018598809
"67",2010-10-28,0.01,1.9,0.641853886172395,-4.60517018598809
"68",2010-11-03,0.01,1.9,0.641853886172395,-4.60517018598809
"69",2010-11-11,0.432499757,1.85,0.615185639090233,-0.838173514460072
"70",2010-11-16,0.40274232,1,0,-0.909458326008171
"71",2010-11-29,0.687722021,1.2,0.182321556793955,-0.374370561938828
"72",2010-12-09,0.01,1.5,0.405465108108164,-4.60517018598809
"73",2010-12-16,0.01,2.6,0.955511445027436,-4.60517018598809
"74",2011-01-06,0.01,1.3,0.262364264467491,-4.60517018598809
"75",2011-01-12,0.01,1.1,0.0953101798043249,-4.60517018598809
"76",2011-01-21,0.01,1.7,0.53062825106217,-4.60517018598809
"77",2011-01-26,0.01,1.2,0.182321556793955,-4.60517018598809
