"","Date","concentrations.TN","Flow"
"1",2012-02-08,4.77,64
"2",2012-02-15,4.33,47
"3",2012-02-29,4.22,47
"4",2012-03-15,4.16,37
"5",2012-03-20,2.31,262
"6",2012-03-28,5.05,116
"7",2012-04-11,4.43,40
"8",2012-04-15,2.44,99
"9",2012-04-25,4.49,36
"10",2012-04-30,3.85,77
"11",2012-05-09,4.06,33
"12",2012-05-17,3.99,28
"13",2012-05-23,4.56,25
"14",2012-05-31,3.74,28
"15",2012-06-06,3.3,25
"16",2012-06-13,3.82,23
"17",2012-06-20,3.5,21
"18",2012-06-28,3.55,23
"19",2012-07-11,3.38,15
"20",2012-07-18,3.5,18
"21",2012-07-25,2.94,19
"22",2012-08-01,3.04,24
"23",2012-08-16,3.24,29
"24",2012-08-22,3.615,26
"25",2012-08-27,2.82,272
"26",2012-09-06,3.66,30
"27",2012-09-12,3.62,39
"28",2012-09-27,3.63,40
"29",2012-10-03,3.83,31
"30",2012-10-10,4.05,24
"31",2012-10-12,2.51,138
"32",2012-10-16,3.24,55
"33",2012-10-25,3.57,30
"34",2012-11-01,3.96,24
"35",2012-11-08,3.88,25
"36",2012-11-15,4.5,27
"37",2012-11-29,4.91,24
"38",2012-12-06,3.93,29
"39",2012-12-13,4.34,24
"40",2013-01-03,3.88,27
"41",2013-01-11,4.37,25
"42",2013-01-14,3.62,25
"43",2013-01-24,4.48,26
"44",2013-01-30,2.26,154
"45",2013-02-07,4.24,29
"46",2013-02-13,4.14,38
"47",2013-02-21,4.8,72
"48",2013-02-28,4.21,34
"49",2013-03-07,4.77,27
"50",2013-03-10,2.33,251
"51",2013-03-20,4.59,35
"52",2013-03-28,4.32,33
"53",2013-04-04,4.05,52
"54",2013-04-18,5.3,743
"55",2013-04-25,4.78,62
"56",2013-04-29,3.67,87
"57",2013-05-09,4.46,211
"58",2013-05-20,3.79,72
"59",2013-05-31,2.55,169
"60",2013-06-07,3.95,67
"61",2013-06-13,4.35,54
"62",2013-06-26,3.43,47
"63",2013-07-10,3.49,42
"64",2013-07-17,3.43,41
"65",2013-08-01,3.23,78
"66",2013-08-08,2.29,1400
"67",2013-08-21,3.58,28
"68",2013-08-29,3.24,22
"69",2013-09-05,4.3,19
"70",2013-09-12,4.2,18
"71",2013-09-19,3.64,17
"72",2013-09-20,2.45,180
"73",2013-10-03,4.07,35
"74",2013-10-05,2.49,397
"75",2013-10-21,3.53,35
"76",2013-10-30,3.72,96
"77",2013-11-07,3.59,62
"78",2013-11-14,4.17,40
"79",2013-11-21,2.55,95
"80",2013-12-03,4.01,34
"81",2013-12-13,4.11,48
"82",2013-12-20,4.1,54
"83",2013-12-21,1.24,577
"84",2014-01-08,4.76,50
"85",2014-01-10,3.3,144
"86",2014-01-23,4.39,49
"87",2014-01-29,4.36,44
"88",2014-02-06,4.43,42
"89",2014-02-13,4.68,41
"90",2014-02-20,1.43,42
"91",2014-02-26,4.96,38
"92",2014-03-06,4.07,52
"93",2014-03-13,7.155,38
"94",2014-03-16,2.61,334
"95",2014-03-28,3.92,97
"96",2014-04-03,4.63,125
"97",2014-04-08,3.59,68
"98",2014-04-15,3.85,52
"99",2014-04-24,3.7,42
"100",2014-04-29,3.7,37
"101",2014-05-08,3.88,141
"102",2014-05-12,1.76,163
"103",2014-05-15,3.31,73
"104",2014-05-21,4.11,48
"105",2014-05-29,3.89,49
"106",2014-06-03,3.73,60
"107",2014-06-16,3.17,54
"108",2014-06-19,3.02,52
"109",2014-07-02,3.57,42
"110",2014-07-07,3.06,35
"111",2014-07-22,3.21,34
"112",2014-07-31,2.65,49
"113",2014-08-06,3.54,34
"114",2014-08-13,3.86,35
"115",2014-08-21,2.92,34
"116",2014-08-28,3.03,30
"117",2014-08-30,3.26,34
"118",2014-09-02,1.7,80
"119",2014-09-06,1.98,52
"120",2014-09-11,2.82,34
"121",2014-09-17,2.62,61
"122",2014-09-24,3.86,34
"123",2014-10-01,3.49,33
"124",2014-10-09,4.47,33
"125",2014-10-10,2.08,451
"126",2014-10-13,1.12,484
"127",2014-10-23,3.44,46
"128",2014-10-29,3.28,44
"129",2014-11-06,3.495,47
"130",2014-11-13,4.15,38
"131",2014-11-19,4.58,34
"132",2014-12-02,3.775,34
"133",2014-12-11,4.03,38
"134",2014-12-17,3.91,50
"135",2015-01-08,4.23,41
"136",2015-01-15,4.35,40
"137",2015-01-21,3.81,38
"138",2015-01-29,4.25,36
"139",2015-02-04,3.765,37
"140",2015-02-11,3.78,36
"141",2015-02-18,4.05,36
"142",2015-02-25,4.17,37
"143",2015-03-06,2.52,49
"144",2015-03-11,3.13,52
"145",2015-03-14,2.54,120
"146",2015-03-19,3.65,58
"147",2015-03-26,2.36,145
"148",2015-04-01,3.55,60
"149",2015-04-14,3.63,57
"150",2015-04-22,4.13,54
"151",2015-04-29,3.94,51
"152",2015-05-08,2.02,290
"153",2015-05-24,1.67,221
"154",2015-06-01,3.03,89
"155",2015-06-19,1.8,818
