"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.8,0.150020406775144,5,0.9,0.14924640630822,5,0.8,0.126184186725563,5,0.65,0.134331299253687,5,0.85,0.113389341902768,5,0.9,0.0735679610833356,5,0.9,0.0551065757771026
"2",6,0.9,0.134805226084124,6,0.9,0.187467003899407,6,0.7,0.118325907594927,6,0.75,0.119880893270899,6,0.85,0.0681834260787527,6,0.9,0.0542481072744215,6,0.85,0.0426662414944802
"3",7,0.85,0.108721700516803,7,0.9,0.200379741531739,7,0.7,0.0932901989733637,7,0.65,0.130540477732122,7,0.7,0.106445348629698,7,0.85,0.0603053454834441,7,0.9,0.0524987852143227
"4",8,0.9,0.105583896422103,8,0.9,0.179784451440028,8,0.75,0.103554185756806,8,0.75,0.130856674983568,8,0.9,0.0800255061380624,8,0.85,0.0691124490395536,8,0.9,0.0449943307086389
"5",9,0.9,0.105699805958156,9,0.9,0.174440797512321,9,0.8,0.0908070391949156,9,0.65,0.100858559277792,9,0.9,0.100310741687813,9,0.85,0.041206300291017,9,0.8,0.0449035247014335
"6",10,0.9,0.113932489856485,10,0.9,0.187627507665196,10,0.75,0.072625682756986,10,0.65,0.119249352884053,10,0.9,0.078480466827545,10,0.85,0.0388744709262508,10,0.8,0.0534904149338544
"7",11,0.9,0.111574995370095,11,0.85,0.155120098304376,11,0.75,0.0984367610111555,11,0.7,0.0979847968215645,11,0.9,0.0631567534805589,11,0.9,0.0473803541479343,11,0.9,0.0476488002290226
"8",12,0.85,0.0827832182540024,12,0.85,0.16617239634224,12,0.8,0.0958101864977555,12,0.8,0.109679495972286,12,0.85,0.0792889317236495,12,0.85,0.0579936660862413,12,0.9,0.0451301971398037
"9",13,0.9,0.0864551316922157,13,0.85,0.143245899610083,13,0.75,0.0808374534331149,13,0.7,0.0947014643336563,13,0.75,0.0704504457482169,13,0.85,0.0606091526731326,13,0.9,0.0479050932488778
"10",14,0.9,0.0827092275778865,14,0.9,0.138139976332793,14,0.75,0.0836416066760254,14,0.8,0.105177207121882,14,0.85,0.0715427658602795,14,0.85,0.0329036937322315,14,0.8,0.044504069981272
"11",15,0.9,0.0723441322388192,15,0.9,0.189940914550836,15,0.8,0.0864315229720344,15,0.7,0.10412414097938,15,0.8,0.0649096703590648,15,0.9,0.031943828249997,15,0.85,0.0395897327444315
"12",16,0.9,0.0943344030130935,16,0.9,0.176923827723477,16,0.8,0.0987885806835456,16,0.8,0.0817162836918577,16,0.9,0.0761041177249555,16,0.85,0.042486492451323,16,0.9,0.0407706376938009
"13",17,0.9,0.0591176619901673,17,0.85,0.162430518897736,17,0.8,0.0681834260787527,17,0.75,0.107859508015695,17,0.8,0.0636957051703085,17,0.85,0.0448239185421064,17,0.9,0.0473803541479343
"14",18,0.9,0.0887843063904004,18,0.9,0.198722963762446,18,0.8,0.0725342987130635,18,0.8,0.0925213709454883,18,0.9,0.0723088613419644,18,0.85,0.0386110907192559,18,0.8,0.0458925097263115
"15",19,0.9,0.0666164777066516,19,0.9,0.128967643466198,19,0.8,0.0754307358996805,19,0.7,0.0833054375078083,19,0.85,0.067943554003395,19,0.9,0.0333350339702229,19,0.9,0.0447669703314068
"16",20,0.9,0.0749149177264394,20,0.9,0.159082189000349,20,0.8,0.0898751969144333,20,0.75,0.0902434349469279,20,0.9,0.068332918532008,20,0.85,0.0382793171627836,20,0.85,0.0461143211187685
"17",21,0.9,0.0771693076346829,21,0.9,0.151755038917114,21,0.8,0.0651607118388599,21,0.7,0.0770700714828224,21,0.8,0.060978417058323,21,0.9,0.0323406612076336,21,0.9,0.0449943307086389
"18",22,0.9,0.0624744845876282,22,0.9,0.11784199036794,22,0.8,0.083452296039628,22,0.8,0.0943344030130935,22,0.9,0.0656909896595338,22,0.9,0.0378504037128336,22,0.9,0.0360838026866145
"19",23,0.9,0.116601536728068,23,0.9,0.173819634409127,23,0.8,0.062073031378287,23,0.7,0.0852128188114671,23,0.9,0.063277813115286,23,0.85,0.0440778532015472,23,0.9,0.0470453537145003
"20",24,0.9,0.0762715342626298,24,0.9,0.135209587874016,24,0.8,0.0769905904666808,24,0.75,0.0923005295494129,24,0.85,0.0656288264190581,24,0.9,0.0335029697130245,24,0.9,0.0440431143127657
"21",25,0.9,0.0584580784731718,25,0.9,0.123176495239927,25,0.75,0.0911155355377256,25,0.7,0.0887843063904004,25,0.9,0.0686903730295504,25,0.85,0.0356284683238283,25,0.9,0.0333350339702229
"22",26,0.9,0.0666164777066516,26,0.9,0.160407643972779,26,0.8,0.0677932029583124,26,0.65,0.0927196784696226,26,0.9,0.0750849858629594,26,0.85,0.0377964473009227,26,0.9,0.0582832632537867
"23",27,0.9,0.0573656371578893,27,0.9,0.156152724822168,27,0.75,0.0857678404122407,27,0.75,0.0911155355377256,27,0.9,0.0686903730295503,27,0.85,0.0397569144287878,27,0.9,0.0559609922451454
"24",28,0.9,0.0688165262543401,28,0.9,0.117560232065377,28,0.8,0.0647522751944451,28,0.7,0.0877380144730519,28,0.9,0.0646892099005006,28,0.85,0.0313635691430002,28,0.9,0.0434365594157451
"25",29,0.9,0.0466095374316441,29,0.9,0.148461497791618,29,0.75,0.0753833739044923,29,0.8,0.072906145985431,29,0.9,0.0684299134971285,29,0.85,0.0357998973889762,29,0.9,0.0476488002290226
