"","Site","Const","Trend_0.5","p_0.5","Span_MSE","Trend_MSE","p_MSE"
"1","Spring","NO3","-4.5518773886144","0.0613679024993854","1","-3.36577679167505","0.175664129058485"
"2","Spring","TN","-5.51175149201555","0.00297461419034734","1","-5.2451862805114","0.00535309166182227"
"3","Spring","SRP","-11.0633805940452","0.00685341491683331","0.625","-11.2223910628373","0.00649885933626634"
"4","Spring","TP","-7.15972785378938","0.0901498352834434","0.65","-7.28811333203794","0.0882501732075845"
"5","Spring","TSS","4.63670689683227","0.595964802600315","0.875","3.42879802950335","0.699470404522988"
"6","Spring","Cl","2.45794136404243","0.529397926857308","1","3.06529441189696","0.434965170301696"
"7","Spring","SO4","2.039358279049","0.782655396352124","0.75","2.99825554783695","0.686281347529081"
