"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.15",15,0.85,0.0680935730732171,15,0.9,0.162571805171545,15,0.75,0.0975464305981976,15,0.75,0.100351423324561,15,0.9,0.0676802204849981,15,0.85,0.0395897327444315,15,0.9,0.0489585413948394
"folds.16",16,0.9,0.0892142571199771,16,0.9,0.158593949494697,16,0.8,0.0935905105951954,16,0.75,0.108213696368032,16,0.9,0.0708260300356603,16,0.9,0.0364215679542342,16,0.9,0.0468279525802393
"folds.17",17,0.9,0.079256751466744,17,0.9,0.140846565815574,17,0.75,0.0805339325111738,17,0.75,0.0802356224007817,17,0.9,0.094782242373705,17,0.85,0.0303045763365663,17,0.9,0.0468279525802393
"folds.18",18,0.9,0.074120695834702,18,0.9,0.131820069079958,18,0.8,0.0766918030369689,18,0.75,0.101141444703616,18,0.9,0.0763718080264209,18,0.9,0.0352252228741084,18,0.8,0.046302025344691
"folds.19",19,0.9,0.0798020510196246,19,0.85,0.139005212059087,19,0.8,0.0807427257101347,19,0.7,0.0946583545263315,19,0.9,0.0613537750614069,19,0.85,0.0326390275965596,19,0.85,0.0434365594157451
"folds.20",20,0.9,0.082040308659207,20,0.9,0.139170281838253,20,0.75,0.0777555037752759,20,0.75,0.100615453026636,20,0.75,0.0695539725827419,20,0.85,0.041206300291017,20,0.9,0.0479050932488778
"folds.21",21,0.9,0.0633744943223395,21,0.9,0.126070922702344,21,0.8,0.0651607118388599,21,0.75,0.0701601666160496,21,0.9,0.0670744332203913,21,0.85,0.0499080787701812,21,0.9,0.0387166578081933
"folds.22",22,0.9,0.0463350706863624,22,0.9,0.0626701764829824,22,0.8,0.0728431359084684,22,0.75,0.0858867312932848,22,0.9,0.0699051835980534,22,0.85,0.0307225902394379,22,0.9,0.0411691384313987
"folds.23",23,0.85,0.0560975826173482,23,0.9,0.0826598636656539,23,0.75,0.0811649869219531,23,0.75,0.0910539198855854,23,0.9,0.0661553521058191,23,0.85,0.034166459266004,23,0.9,0.0436708467646651
"folds.24",24,0.9,0.0578615518602247,24,0.9,0.10717142476292,24,0.75,0.0581079221126079,24,0.7,0.0886923138192496,24,0.9,0.0597699672042058,24,0.85,0.040770637693801,24,0.9,0.0465657314657332
"folds.25",25,0.9,0.0580288457473997,25,0.9,0.118015045737432,25,0.8,0.0715784142584558,25,0.7,0.0816663195883226,25,0.9,0.0610202375262101,25,0.9,0.0427259897963948,25,0.9,0.0449943307086389
"folds.26",26,0.9,0.0748058712090631,26,0.9,0.150183561153731,26,0.8,0.070775586705229,26,0.65,0.0898354504817853,26,0.9,0.0708260300356602,26,0.85,0.0355137225561601,26,0.8,0.0503153321867323
"folds.27",27,0.9,0.0510701798049128,27,0.9,0.166993217508609,27,0.75,0.0860943952761107,27,0.75,0.0899489651220658,27,0.9,0.0729551161988783,27,0.85,0.0466860989667663,27,0.8,0.0484557445889904
"folds.28",28,0.9,0.0749149177264394,28,0.85,0.138416703014735,28,0.8,0.0727660494955146,28,0.75,0.0740656079818041,28,0.9,0.0667083203206317,28,0.9,0.0348319581149617,28,0.9,0.0426662414944802
"folds.29",29,0.9,0.0748876709833209,29,0.9,0.139096941676205,29,0.8,0.0563878695885445,29,0.75,0.0846421036735602,29,0.8,0.0631567534805589,29,0.85,0.0371977616179758,29,0.8,0.0451301971398037
"folds.30",30,0.9,0.038011813416143,30,0.9,0.112413231845177,30,0.8,0.0700510018282598,30,0.7,0.0839095723176481,30,0.8,0.0565053726901889,30,0.85,0.0285714285714285,30,0.8,0.0447669703314068
