"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.5",5,0.85,0.13143245335882,5,0.4,0.18154664324484,5,0.75,0.115157390078952,5,0.7,0.11737346638932,5,0.9,0.110194633003868,5,0.9,0.0592125193601792,5,0.9,0.0555951106351144
"folds.6",6,0.85,0.134483137551569,6,0.85,0.198435205072701,6,0.75,0.108707621346323,6,0.75,0.118820736182447,6,0.85,0.0730459737816828,6,0.9,0.0728431359084684,6,0.9,0.0517943342579523
"folds.7",7,0.9,0.119099512499216,7,0.9,0.190662111643416,7,0.9,0.144009636865746,7,0.7,0.107873697878016,7,0.8,0.0791278995664356,7,0.85,0.0482764149963309,7,0.85,0.0466860989667663
"folds.8",8,0.8,0.112979138403007,8,0.9,0.175033524485675,8,0.75,0.0968956939714252,8,0.6,0.110845544312244,8,0.75,0.083452296039628,8,0.9,0.0599744843705238,8,0.9,0.0510002000796395
"folds.9",9,0.9,0.103509833901353,9,0.85,0.186908249891627,9,0.75,0.0999030141932563,9,0.6,0.11122692377041,9,0.9,0.0794689003475509,9,0.9,0.0440778532015472,9,0.8,0.0426303523182194
"folds.10",10,0.9,0.0924110162175882,10,0.85,0.175455674965363,10,0.8,0.0785649347965862,10,0.65,0.113573674730708,10,0.85,0.0833238089795297,10,0.85,0.0449602999481606,10,0.9,0.0507595371555425
"folds.11",11,0.9,0.102100390772604,11,0.9,0.158294481448795,11,0.75,0.092604050689382,11,0.75,0.0891227083456127,11,0.9,0.0655354709999377,11,0.9,0.0432835925929803,11,0.9,0.0440315285926355
"folds.12",12,0.9,0.0977084375860663,12,0.9,0.139970842444753,12,0.8,0.108326792057879,12,0.75,0.119198000257161,12,0.9,0.0749761866957007,12,0.85,0.0375390952670597,12,0.85,0.0451866875826706
"folds.13",13,0.85,0.0964946863293307,13,0.9,0.151620498318018,13,0.8,0.0913001329994337,13,0.7,0.111116779900743,13,0.9,0.0847625735661148,13,0.9,0.0353553390593274,13,0.85,0.0481176279802837
"folds.14",14,0.9,0.0845395692886485,14,0.9,0.162647107667653,14,0.75,0.0677932029583124,14,0.75,0.106545956358402,14,0.9,0.0655899444757086,14,0.9,0.0571428571428571,14,0.8,0.044504069981272
