id,folds,span,const
13,28,0.9,NO3
14,28,0.9,NO3
15,28,0.85,NO3
16,28,0.9,NO3
17,28,0.85,NO3
18,28,0.8,NO3
19,28,0.9,NO3
20,28,0.85,NO3
21,28,0.85,NO3
22,28,0.85,NO3
23,28,0.7,NO3
24,28,0.85,NO3
25,28,0.9,NO3
26,28,0.85,NO3
27,28,0.9,NO3
28,28,0.6,NO3
29,28,0.65,NO3
30,28,0.9,NO3
31,28,0.9,NO3
32,28,0.85,NO3
33,28,0.85,NO3
34,28,0.9,NO3
35,28,0.9,NO3
36,28,0.85,NO3
37,28,0.85,NO3
38,28,0.85,NO3
39,28,0.9,NO3
40,28,0.9,NO3
41,28,0.9,NO3
42,28,0.85,NO3
43,28,0.8,NO3
44,28,0.9,NO3
45,28,0.85,NO3
46,28,0.9,NO3
47,28,0.9,NO3
48,28,0.85,NO3
49,28,0.85,NO3
50,28,0.9,NO3
1,29,0.9,NO3
2,29,0.9,NO3
3,29,0.8,NO3
4,29,0.75,NO3
5,29,0.85,NO3
6,29,0.8,NO3
7,29,0.9,NO3
8,29,0.9,NO3
9,29,0.8,NO3
10,29,0.9,NO3
11,29,0.8,NO3
12,29,0.9,NO3
13,29,0.9,NO3
14,29,0.8,NO3
15,29,0.9,NO3
16,29,0.9,NO3
17,29,0.9,NO3
18,29,0.85,NO3
19,29,0.9,NO3
20,29,0.75,NO3
21,29,0.9,NO3
22,29,0.9,NO3
23,29,0.9,NO3
24,29,0.9,NO3
25,29,0.85,NO3
26,29,0.85,NO3
27,29,0.85,NO3
28,29,0.9,NO3
29,29,0.9,NO3
30,29,0.8,NO3
31,29,0.65,NO3
32,29,0.9,NO3
33,29,0.9,NO3
34,29,0.9,NO3
35,29,0.8,NO3
36,29,0.9,NO3
37,29,0.9,NO3
38,29,0.9,NO3
39,29,0.9,NO3
40,29,0.75,NO3
41,29,0.85,NO3
42,29,0.8,NO3
43,29,0.6,NO3
44,29,0.9,NO3
45,29,0.9,NO3
46,29,0.9,NO3
47,29,0.65,NO3
48,29,0.9,NO3
49,29,0.75,NO3
50,29,0.8,NO3
1,30,0.9,NO3
2,30,0.9,NO3
3,30,0.9,NO3
4,30,0.9,NO3
5,30,0.85,NO3
6,30,0.9,NO3
7,30,0.85,NO3
8,30,0.9,NO3
9,30,0.9,NO3
10,30,0.85,NO3
11,30,0.85,NO3
12,30,0.8,NO3
13,30,0.9,NO3
14,30,0.9,NO3
15,30,0.9,NO3
16,30,0.9,NO3
17,30,0.85,NO3
18,30,0.9,NO3
19,30,0.9,NO3
20,30,0.9,NO3
21,30,0.9,NO3
22,30,0.9,NO3
23,30,0.85,NO3
24,30,0.9,NO3
25,30,0.85,NO3
26,30,0.9,NO3
27,30,0.85,NO3
28,30,0.85,NO3
29,30,0.9,NO3
30,30,0.85,NO3
31,30,0.85,NO3
32,30,0.9,NO3
33,30,0.9,NO3
34,30,0.9,NO3
35,30,0.8,NO3
36,30,0.85,NO3
37,30,0.9,NO3
38,30,0.8,NO3
39,30,0.9,NO3
40,30,0.85,NO3
41,30,0.9,NO3
42,30,0.75,NO3
43,30,0.9,NO3
44,30,0.85,NO3
45,30,0.85,NO3
46,30,0.8,NO3
47,30,0.9,NO3
48,30,0.9,NO3
49,30,0.9,NO3
50,30,0.8,NO3
1,5,0.8,TN
2,5,0.9,TN
3,5,0.7,TN
4,5,0.7,TN
5,5,0.75,TN
6,5,0.8,TN
7,5,0.6,TN
8,5,0.75,TN
9,5,0.85,TN
10,5,0.4,TN
11,5,0.9,TN
12,5,0.85,TN
13,5,0.9,TN
14,5,0.8,TN
15,5,0.55,TN
16,5,0.3,TN
17,5,0.85,TN
18,5,0.45,TN
19,5,0.6,TN
20,5,0.8,TN
21,5,0.7,TN
22,5,0.65,TN
23,5,0.8,TN
24,5,0.45,TN
25,5,0.75,TN
26,5,0.6,TN
27,5,0.4,TN
28,5,0.75,TN
29,5,0.7,TN
30,5,0.45,TN
31,5,0.65,TN
32,5,0.9,TN
33,5,0.4,TN
34,5,0.55,TN
35,5,0.55,TN
36,5,0.6,TN
37,5,0.85,TN
38,5,0.9,TN
39,5,0.65,TN
40,5,0.85,TN
41,5,0.4,TN
42,5,0.4,TN
43,5,0.75,TN
44,5,0.35,TN
45,5,0.4,TN
46,5,0.45,TN
47,5,0.65,TN
48,5,0.85,TN
49,5,0.45,TN
50,5,0.4,TN
1,6,0.85,TN
2,6,0.9,TN
3,6,0.85,TN
4,6,0.9,TN
5,6,0.8,TN
6,6,0.45,TN
7,6,0.8,TN
8,6,0.3,TN
9,6,0.8,TN
10,6,0.9,TN
11,6,0.8,TN
12,6,0.8,TN
13,6,0.85,TN
14,6,0.85,TN
15,6,0.85,TN
16,6,0.4,TN
17,6,0.85,TN
18,6,0.85,TN
19,6,0.8,TN
20,6,0.25,TN
21,6,0.45,TN
22,6,0.45,TN
23,6,0.85,TN
24,6,0.9,TN
25,6,0.6,TN
26,6,0.9,TN
27,6,0.5,TN
28,6,0.3,TN
29,6,0.45,TN
30,6,0.4,TN
31,6,0.85,TN
32,6,0.85,TN
33,6,0.75,TN
34,6,0.45,TN
35,6,0.55,TN
36,6,0.9,TN
37,6,0.7,TN
38,6,0.9,TN
39,6,0.55,TN
40,6,0.85,TN
41,6,0.85,TN
42,6,0.8,TN
43,6,0.75,TN
44,6,0.8,TN
45,6,0.45,TN
46,6,0.8,TN
47,6,0.9,TN
48,6,0.9,TN
49,6,0.8,TN
50,6,0.9,TN
1,7,0.75,TN
2,7,0.5,TN
3,7,0.65,TN
4,7,0.85,TN
5,7,0.8,TN
6,7,0.9,TN
7,7,0.35,TN
8,7,0.85,TN
9,7,0.85,TN
10,7,0.35,TN
11,7,0.35,TN
12,7,0.9,TN
13,7,0.9,TN
14,7,0.9,TN
15,7,0.75,TN
16,7,0.85,TN
17,7,0.7,TN
18,7,0.8,TN
19,7,0.9,TN
20,7,0.9,TN
21,7,0.4,TN
22,7,0.9,TN
23,7,0.4,TN
24,7,0.7,TN
25,7,0.8,TN
26,7,0.5,TN
27,7,0.9,TN
28,7,0.9,TN
29,7,0.85,TN
30,7,0.65,TN
31,7,0.4,TN
32,7,0.6,TN
33,7,0.9,TN
34,7,0.85,TN
35,7,0.45,TN
36,7,0.65,TN
37,7,0.7,TN
38,7,0.45,TN
39,7,0.6,TN
40,7,0.8,TN
41,7,0.75,TN
42,7,0.85,TN
43,7,0.9,TN
44,7,0.9,TN
45,7,0.9,TN
46,7,0.85,TN
47,7,0.8,TN
48,7,0.75,TN
49,7,0.35,TN
50,7,0.5,TN
1,8,0.45,TN
2,8,0.85,TN
3,8,0.9,TN
4,8,0.65,TN
5,8,0.9,TN
6,8,0.85,TN
7,8,0.85,TN
8,8,0.85,TN
9,8,0.9,TN
10,8,0.9,TN
11,8,0.35,TN
12,8,0.65,TN
13,8,0.9,TN
14,8,0.9,TN
15,8,0.9,TN
16,8,0.85,TN
17,8,0.9,TN
18,8,0.9,TN
19,8,0.85,TN
20,8,0.9,TN
21,8,0.9,TN
22,8,0.8,TN
23,8,0.45,TN
24,8,0.6,TN
25,8,0.85,TN
26,8,0.3,TN
27,8,0.9,TN
28,8,0.75,TN
29,8,0.4,TN
30,8,0.9,TN
31,8,0.7,TN
32,8,0.85,TN
33,8,0.8,TN
34,8,0.85,TN
35,8,0.85,TN
36,8,0.85,TN
37,8,0.9,TN
38,8,0.9,TN
39,8,0.7,TN
40,8,0.8,TN
41,8,0.85,TN
42,8,0.5,TN
43,8,0.35,TN
44,8,0.9,TN
45,8,0.55,TN
46,8,0.9,TN
47,8,0.9,TN
48,8,0.85,TN
49,8,0.8,TN
50,8,0.85,TN
1,9,0.85,TN
2,9,0.7,TN
3,9,0.35,TN
4,9,0.9,TN
5,9,0.9,TN
6,9,0.9,TN
7,9,0.8,TN
8,9,0.75,TN
9,9,0.9,TN
10,9,0.9,TN
11,9,0.6,TN
12,9,0.5,TN
13,9,0.8,TN
14,9,0.75,TN
15,9,0.45,TN
16,9,0.5,TN
17,9,0.9,TN
18,9,0.85,TN
19,9,0.8,TN
20,9,0.65,TN
21,9,0.85,TN
22,9,0.85,TN
23,9,0.9,TN
24,9,0.35,TN
25,9,0.4,TN
26,9,0.85,TN
27,9,0.9,TN
28,9,0.3,TN
29,9,0.4,TN
30,9,0.85,TN
31,9,0.8,TN
32,9,0.35,TN
33,9,0.8,TN
34,9,0.9,TN
35,9,0.85,TN
36,9,0.85,TN
37,9,0.9,TN
38,9,0.85,TN
39,9,0.7,TN
40,9,0.8,TN
41,9,0.8,TN
42,9,0.4,TN
43,9,0.85,TN
44,9,0.75,TN
45,9,0.9,TN
46,9,0.8,TN
47,9,0.8,TN
48,9,0.85,TN
49,9,0.9,TN
50,9,0.85,TN
1,10,0.9,TN
2,10,0.6,TN
3,10,0.75,TN
4,10,0.45,TN
5,10,0.7,TN
6,10,0.35,TN
7,10,0.85,TN
8,10,0.9,TN
9,10,0.75,TN
10,10,0.65,TN
11,10,0.8,TN
12,10,0.9,TN
13,10,0.85,TN
14,10,0.5,TN
15,10,0.9,TN
16,10,0.85,TN
17,10,0.9,TN
18,10,0.6,TN
19,10,0.75,TN
20,10,0.8,TN
21,10,0.8,TN
22,10,0.9,TN
23,10,0.75,TN
24,10,0.9,TN
25,10,0.85,TN
26,10,0.85,TN
27,10,0.8,TN
28,10,0.4,TN
29,10,0.9,TN
30,10,0.7,TN
31,10,0.85,TN
32,10,0.9,TN
33,10,0.8,TN
34,10,0.75,TN
35,10,0.35,TN
36,10,0.85,TN
37,10,0.7,TN
38,10,0.35,TN
39,10,0.8,TN
40,10,0.85,TN
41,10,0.85,TN
42,10,0.9,TN
43,10,0.85,TN
44,10,0.65,TN
45,10,0.8,TN
46,10,0.8,TN
47,10,0.35,TN
48,10,0.85,TN
49,10,0.85,TN
50,10,0.35,TN
1,11,0.9,TN
2,11,0.8,TN
3,11,0.9,TN
4,11,0.85,TN
5,11,0.9,TN
6,11,0.85,TN
7,11,0.9,TN
8,11,0.8,TN
9,11,0.7,TN
10,11,0.9,TN
11,11,0.85,TN
12,11,0.75,TN
13,11,0.9,TN
14,11,0.8,TN
15,11,0.9,TN
16,11,0.9,TN
17,11,0.85,TN
18,11,0.85,TN
19,11,0.9,TN
20,11,0.45,TN
21,11,0.85,TN
22,11,0.9,TN
23,11,0.5,TN
24,11,0.9,TN
25,11,0.35,TN
26,11,0.85,TN
27,11,0.9,TN
28,11,0.85,TN
29,11,0.9,TN
30,11,0.9,TN
31,11,0.85,TN
32,11,0.9,TN
33,11,0.8,TN
34,11,0.75,TN
35,11,0.45,TN
36,11,0.55,TN
37,11,0.85,TN
38,11,0.8,TN
39,11,0.9,TN
40,11,0.9,TN
41,11,0.4,TN
42,11,0.9,TN
43,11,0.9,TN
44,11,0.4,TN
45,11,0.9,TN
46,11,0.55,TN
47,11,0.8,TN
48,11,0.75,TN
49,11,0.7,TN
50,11,0.8,TN
1,12,0.9,TN
2,12,0.9,TN
3,12,0.85,TN
4,12,0.9,TN
5,12,0.9,TN
6,12,0.85,TN
7,12,0.9,TN
8,12,0.9,TN
9,12,0.75,TN
10,12,0.9,TN
11,12,0.75,TN
12,12,0.9,TN
13,12,0.8,TN
14,12,0.9,TN
15,12,0.9,TN
16,12,0.85,TN
17,12,0.8,TN
18,12,0.9,TN
19,12,0.8,TN
20,12,0.4,TN
21,12,0.9,TN
22,12,0.55,TN
23,12,0.9,TN
24,12,0.9,TN
25,12,0.5,TN
26,12,0.8,TN
27,12,0.35,TN
28,12,0.9,TN
29,12,0.9,TN
30,12,0.75,TN
31,12,0.85,TN
32,12,0.8,TN
33,12,0.85,TN
34,12,0.85,TN
35,12,0.85,TN
36,12,0.85,TN
37,12,0.8,TN
38,12,0.9,TN
39,12,0.9,TN
40,12,0.85,TN
41,12,0.85,TN
42,12,0.9,TN
43,12,0.4,TN
44,12,0.9,TN
45,12,0.65,TN
46,12,0.7,TN
47,12,0.9,TN
48,12,0.85,TN
49,12,0.75,TN
50,12,0.9,TN
1,13,0.45,TN
2,13,0.9,TN
3,13,0.9,TN
4,13,0.45,TN
5,13,0.9,TN
6,13,0.9,TN
7,13,0.8,TN
8,13,0.75,TN
9,13,0.8,TN
10,13,0.75,TN
11,13,0.9,TN
12,13,0.75,TN
13,13,0.9,TN
14,13,0.85,TN
15,13,0.85,TN
16,13,0.9,TN
17,13,0.5,TN
18,13,0.9,TN
19,13,0.85,TN
20,13,0.9,TN
21,13,0.85,TN
22,13,0.85,TN
23,13,0.9,TN
24,13,0.75,TN
25,13,0.85,TN
26,13,0.5,TN
27,13,0.9,TN
28,13,0.9,TN
29,13,0.9,TN
30,13,0.9,TN
31,13,0.9,TN
32,13,0.85,TN
33,13,0.65,TN
34,13,0.9,TN
35,13,0.85,TN
36,13,0.9,TN
37,13,0.6,TN
38,13,0.45,TN
39,13,0.6,TN
40,13,0.85,TN
41,13,0.9,TN
42,13,0.6,TN
43,13,0.85,TN
44,13,0.85,TN
45,13,0.9,TN
46,13,0.85,TN
47,13,0.85,TN
48,13,0.9,TN
49,13,0.6,TN
50,13,0.4,TN
1,14,0.8,TN
2,14,0.9,TN
3,14,0.8,TN
4,14,0.9,TN
5,14,0.8,TN
6,14,0.9,TN
7,14,0.9,TN
8,14,0.85,TN
9,14,0.85,TN
10,14,0.9,TN
11,14,0.85,TN
12,14,0.35,TN
13,14,0.9,TN
14,14,0.7,TN
15,14,0.9,TN
16,14,0.75,TN
17,14,0.9,TN
18,14,0.9,TN
19,14,0.6,TN
20,14,0.7,TN
21,14,0.8,TN
22,14,0.8,TN
23,14,0.9,TN
24,14,0.4,TN
25,14,0.85,TN
26,14,0.8,TN
27,14,0.9,TN
28,14,0.9,TN
29,14,0.8,TN
30,14,0.85,TN
31,14,0.85,TN
32,14,0.8,TN
33,14,0.7,TN
34,14,0.9,TN
35,14,0.85,TN
36,14,0.35,TN
37,14,0.85,TN
38,14,0.85,TN
39,14,0.35,TN
40,14,0.85,TN
41,14,0.3,TN
42,14,0.9,TN
43,14,0.8,TN
44,14,0.9,TN
45,14,0.65,TN
46,14,0.75,TN
47,14,0.9,TN
48,14,0.85,TN
49,14,0.85,TN
50,14,0.85,TN
1,15,0.9,TN
2,15,0.85,TN
3,15,0.85,TN
4,15,0.85,TN
5,15,0.9,TN
6,15,0.8,TN
7,15,0.85,TN
8,15,0.75,TN
9,15,0.9,TN
10,15,0.85,TN
11,15,0.85,TN
12,15,0.9,TN
13,15,0.9,TN
14,15,0.8,TN
15,15,0.4,TN
16,15,0.85,TN
17,15,0.9,TN
18,15,0.9,TN
19,15,0.9,TN
20,15,0.9,TN
21,15,0.9,TN
22,15,0.9,TN
23,15,0.8,TN
24,15,0.9,TN
25,15,0.9,TN
26,15,0.75,TN
27,15,0.9,TN
28,15,0.8,TN
29,15,0.85,TN
30,15,0.9,TN
31,15,0.35,TN
32,15,0.9,TN
33,15,0.9,TN
34,15,0.9,TN
35,15,0.65,TN
36,15,0.75,TN
37,15,0.9,TN
38,15,0.9,TN
39,15,0.8,TN
40,15,0.9,TN
41,15,0.9,TN
42,15,0.65,TN
43,15,0.5,TN
44,15,0.45,TN
45,15,0.45,TN
46,15,0.5,TN
47,15,0.75,TN
48,15,0.9,TN
49,15,0.85,TN
50,15,0.35,TN
1,16,0.8,TN
2,16,0.85,TN
3,16,0.9,TN
4,16,0.9,TN
5,16,0.9,TN
6,16,0.9,TN
7,16,0.85,TN
8,16,0.85,TN
9,16,0.35,TN
10,16,0.8,TN
11,16,0.35,TN
12,16,0.9,TN
13,16,0.6,TN
14,16,0.85,TN
15,16,0.7,TN
16,16,0.9,TN
17,16,0.85,TN
18,16,0.8,TN
19,16,0.85,TN
20,16,0.85,TN
21,16,0.85,TN
22,16,0.9,TN
23,16,0.85,TN
24,16,0.8,TN
25,16,0.9,TN
26,16,0.6,TN
27,16,0.9,TN
28,16,0.9,TN
29,16,0.9,TN
30,16,0.85,TN
31,16,0.9,TN
32,16,0.75,TN
33,16,0.9,TN
34,16,0.45,TN
35,16,0.85,TN
36,16,0.9,TN
37,16,0.85,TN
38,16,0.85,TN
39,16,0.9,TN
40,16,0.45,TN
41,16,0.75,TN
42,16,0.9,TN
43,16,0.9,TN
44,16,0.9,TN
45,16,0.35,TN
46,16,0.6,TN
47,16,0.85,TN
48,16,0.9,TN
49,16,0.9,TN
50,16,0.9,TN
1,17,0.9,TN
2,17,0.9,TN
3,17,0.85,TN
4,17,0.85,TN
5,17,0.85,TN
6,17,0.9,TN
7,17,0.75,TN
8,17,0.9,TN
9,17,0.75,TN
10,17,0.8,TN
11,17,0.9,TN
12,17,0.9,TN
13,17,0.4,TN
14,17,0.9,TN
15,17,0.85,TN
16,17,0.85,TN
17,17,0.9,TN
18,17,0.85,TN
19,17,0.85,TN
20,17,0.5,TN
21,17,0.85,TN
22,17,0.9,TN
23,17,0.9,TN
24,17,0.8,TN
25,17,0.9,TN
26,17,0.5,TN
27,17,0.8,TN
28,17,0.9,TN
29,17,0.9,TN
30,17,0.6,TN
31,17,0.9,TN
32,17,0.9,TN
33,17,0.85,TN
34,17,0.85,TN
35,17,0.85,TN
36,17,0.75,TN
37,17,0.6,TN
38,17,0.7,TN
39,17,0.4,TN
40,17,0.7,TN
41,17,0.85,TN
42,17,0.8,TN
43,17,0.7,TN
44,17,0.9,TN
45,17,0.9,TN
46,17,0.9,TN
47,17,0.85,TN
48,17,0.9,TN
49,17,0.7,TN
50,17,0.45,TN
1,18,0.85,TN
2,18,0.8,TN
3,18,0.85,TN
4,18,0.8,TN
5,18,0.85,TN
6,18,0.85,TN
7,18,0.85,TN
8,18,0.85,TN
9,18,0.9,TN
10,18,0.8,TN
11,18,0.7,TN
12,18,0.9,TN
13,18,0.9,TN
14,18,0.9,TN
15,18,0.9,TN
16,18,0.9,TN
17,18,0.9,TN
18,18,0.9,TN
19,18,0.9,TN
20,18,0.9,TN
21,18,0.85,TN
22,18,0.45,TN
23,18,0.9,TN
24,18,0.9,TN
25,18,0.9,TN
26,18,0.75,TN
27,18,0.9,TN
28,18,0.35,TN
29,18,0.8,TN
30,18,0.8,TN
31,18,0.9,TN
32,18,0.8,TN
33,18,0.75,TN
34,18,0.75,TN
35,18,0.7,TN
36,18,0.9,TN
37,18,0.9,TN
38,18,0.9,TN
39,18,0.45,TN
40,18,0.9,TN
41,18,0.9,TN
42,18,0.7,TN
43,18,0.9,TN
44,18,0.75,TN
45,18,0.85,TN
46,18,0.75,TN
47,18,0.85,TN
48,18,0.45,TN
49,18,0.9,TN
50,18,0.75,TN
1,19,0.35,TN
2,19,0.35,TN
3,19,0.9,TN
4,19,0.9,TN
5,19,0.85,TN
6,19,0.8,TN
7,19,0.8,TN
8,19,0.85,TN
9,19,0.85,TN
10,19,0.85,TN
11,19,0.9,TN
12,19,0.8,TN
13,19,0.9,TN
14,19,0.9,TN
15,19,0.9,TN
16,19,0.6,TN
17,19,0.85,TN
18,19,0.85,TN
19,19,0.5,TN
20,19,0.85,TN
21,19,0.6,TN
22,19,0.75,TN
23,19,0.7,TN
24,19,0.9,TN
25,19,0.85,TN
26,19,0.85,TN
27,19,0.85,TN
28,19,0.85,TN
29,19,0.85,TN
30,19,0.65,TN
31,19,0.9,TN
32,19,0.8,TN
33,19,0.9,TN
34,19,0.9,TN
35,19,0.9,TN
36,19,0.9,TN
37,19,0.9,TN
38,19,0.9,TN
39,19,0.8,TN
40,19,0.9,TN
41,19,0.85,TN
42,19,0.45,TN
43,19,0.85,TN
44,19,0.9,TN
45,19,0.9,TN
46,19,0.85,TN
47,19,0.85,TN
48,19,0.85,TN
49,19,0.85,TN
50,19,0.85,TN
1,20,0.35,TN
2,20,0.85,TN
3,20,0.85,TN
4,20,0.9,TN
5,20,0.75,TN
6,20,0.85,TN
7,20,0.8,TN
8,20,0.85,TN
9,20,0.75,TN
10,20,0.9,TN
11,20,0.9,TN
12,20,0.9,TN
13,20,0.8,TN
14,20,0.9,TN
15,20,0.85,TN
16,20,0.9,TN
17,20,0.9,TN
18,20,0.4,TN
19,20,0.85,TN
20,20,0.4,TN
21,20,0.75,TN
22,20,0.9,TN
23,20,0.85,TN
24,20,0.9,TN
25,20,0.4,TN
26,20,0.9,TN
27,20,0.9,TN
28,20,0.9,TN
29,20,0.85,TN
30,20,0.9,TN
31,20,0.85,TN
32,20,0.9,TN
33,20,0.9,TN
34,20,0.9,TN
35,20,0.9,TN
36,20,0.85,TN
37,20,0.9,TN
38,20,0.9,TN
39,20,0.85,TN
40,20,0.9,TN
41,20,0.9,TN
42,20,0.8,TN
43,20,0.7,TN
44,20,0.85,TN
45,20,0.8,TN
46,20,0.8,TN
47,20,0.75,TN
48,20,0.75,TN
49,20,0.85,TN
50,20,0.7,TN
1,21,0.85,TN
2,21,0.9,TN
3,21,0.85,TN
4,21,0.9,TN
5,21,0.8,TN
6,21,0.9,TN
7,21,0.9,TN
8,21,0.9,TN
9,21,0.85,TN
10,21,0.8,TN
11,21,0.9,TN
12,21,0.9,TN
13,21,0.85,TN
14,21,0.9,TN
15,21,0.8,TN
16,21,0.8,TN
17,21,0.75,TN
18,21,0.7,TN
19,21,0.9,TN
20,21,0.9,TN
21,21,0.9,TN
22,21,0.85,TN
23,21,0.9,TN
24,21,0.6,TN
25,21,0.9,TN
26,21,0.9,TN
27,21,0.9,TN
28,21,0.85,TN
29,21,0.85,TN
30,21,0.9,TN
31,21,0.9,TN
32,21,0.45,TN
33,21,0.9,TN
34,21,0.85,TN
35,21,0.9,TN
36,21,0.85,TN
37,21,0.35,TN
38,21,0.75,TN
39,21,0.4,TN
40,21,0.9,TN
41,21,0.9,TN
42,21,0.85,TN
43,21,0.85,TN
44,21,0.9,TN
45,21,0.9,TN
46,21,0.9,TN
47,21,0.9,TN
48,21,0.85,TN
49,21,0.8,TN
50,21,0.9,TN
1,22,0.75,TN
2,22,0.6,TN
3,22,0.9,TN
4,22,0.9,TN
5,22,0.9,TN
6,22,0.8,TN
7,22,0.9,TN
8,22,0.85,TN
9,22,0.9,TN
10,22,0.8,TN
11,22,0.9,TN
12,22,0.9,TN
13,22,0.8,TN
14,22,0.9,TN
15,22,0.9,TN
16,22,0.9,TN
17,22,0.8,TN
18,22,0.9,TN
19,22,0.9,TN
20,22,0.8,TN
21,22,0.8,TN
22,22,0.75,TN
23,22,0.75,TN
24,22,0.9,TN
25,22,0.8,TN
26,22,0.9,TN
27,22,0.9,TN
28,22,0.8,TN
29,22,0.9,TN
30,22,0.9,TN
31,22,0.85,TN
32,22,0.9,TN
33,22,0.75,TN
34,22,0.85,TN
35,22,0.9,TN
36,22,0.9,TN
37,22,0.85,TN
38,22,0.8,TN
39,22,0.9,TN
40,22,0.8,TN
41,22,0.85,TN
42,22,0.85,TN
43,22,0.9,TN
44,22,0.85,TN
45,22,0.9,TN
46,22,0.85,TN
47,22,0.8,TN
48,22,0.9,TN
49,22,0.9,TN
50,22,0.85,TN
1,23,0.9,TN
2,23,0.85,TN
3,23,0.8,TN
4,23,0.8,TN
5,23,0.9,TN
6,23,0.9,TN
7,23,0.9,TN
8,23,0.8,TN
9,23,0.9,TN
10,23,0.85,TN
11,23,0.85,TN
12,23,0.9,TN
13,23,0.9,TN
14,23,0.8,TN
15,23,0.9,TN
16,23,0.9,TN
17,23,0.45,TN
18,23,0.9,TN
19,23,0.9,TN
20,23,0.85,TN
21,23,0.9,TN
22,23,0.9,TN
23,23,0.8,TN
24,23,0.9,TN
25,23,0.9,TN
26,23,0.9,TN
27,23,0.9,TN
28,23,0.9,TN
29,23,0.85,TN
30,23,0.8,TN
31,23,0.85,TN
32,23,0.9,TN
33,23,0.9,TN
34,23,0.85,TN
35,23,0.8,TN
36,23,0.85,TN
37,23,0.85,TN
38,23,0.7,TN
39,23,0.65,TN
40,23,0.9,TN
41,23,0.85,TN
42,23,0.9,TN
43,23,0.7,TN
44,23,0.85,TN
45,23,0.9,TN
46,23,0.85,TN
47,23,0.9,TN
48,23,0.9,TN
49,23,0.75,TN
50,23,0.85,TN
1,24,0.85,TN
2,24,0.6,TN
3,24,0.85,TN
4,24,0.6,TN
5,24,0.9,TN
6,24,0.85,TN
7,24,0.85,TN
8,24,0.9,TN
9,24,0.85,TN
10,24,0.35,TN
11,24,0.85,TN
12,24,0.85,TN
13,24,0.8,TN
14,24,0.85,TN
15,24,0.9,TN
16,24,0.85,TN
17,24,0.9,TN
18,24,0.9,TN
19,24,0.9,TN
20,24,0.9,TN
21,24,0.9,TN
22,24,0.8,TN
23,24,0.9,TN
24,24,0.85,TN
25,24,0.85,TN
26,24,0.9,TN
27,24,0.6,TN
28,24,0.65,TN
29,24,0.75,TN
30,24,0.9,TN
31,24,0.8,TN
32,24,0.9,TN
33,24,0.85,TN
34,24,0.85,TN
35,24,0.9,TN
36,24,0.9,TN
37,24,0.9,TN
38,24,0.85,TN
39,24,0.9,TN
40,24,0.9,TN
41,24,0.9,TN
42,24,0.9,TN
43,24,0.75,TN
44,24,0.9,TN
45,24,0.9,TN
46,24,0.8,TN
47,24,0.9,TN
48,24,0.9,TN
49,24,0.9,TN
50,24,0.9,TN
1,25,0.85,TN
2,25,0.85,TN
3,25,0.85,TN
4,25,0.45,TN
5,25,0.9,TN
6,25,0.85,TN
7,25,0.9,TN
8,25,0.9,TN
9,25,0.9,TN
10,25,0.9,TN
11,25,0.9,TN
12,25,0.9,TN
13,25,0.9,TN
14,25,0.5,TN
15,25,0.55,TN
16,25,0.9,TN
17,25,0.9,TN
18,25,0.9,TN
19,25,0.9,TN
20,25,0.85,TN
21,25,0.85,TN
22,25,0.85,TN
23,25,0.9,TN
24,25,0.9,TN
25,25,0.4,TN
26,25,0.8,TN
27,25,0.9,TN
28,25,0.9,TN
29,25,0.9,TN
30,25,0.9,TN
31,25,0.9,TN
32,25,0.85,TN
33,25,0.9,TN
34,25,0.9,TN
35,25,0.85,TN
36,25,0.9,TN
37,25,0.9,TN
38,25,0.9,TN
39,25,0.85,TN
40,25,0.85,TN
41,25,0.9,TN
42,25,0.9,TN
43,25,0.9,TN
44,25,0.9,TN
45,25,0.7,TN
46,25,0.9,TN
47,25,0.9,TN
48,25,0.9,TN
49,25,0.9,TN
50,25,0.9,TN
1,26,0.75,TN
2,26,0.8,TN
3,26,0.65,TN
4,26,0.9,TN
5,26,0.85,TN
6,26,0.85,TN
7,26,0.8,TN
8,26,0.9,TN
9,26,0.9,TN
10,26,0.9,TN
11,26,0.9,TN
12,26,0.8,TN
13,26,0.9,TN
14,26,0.9,TN
15,26,0.75,TN
16,26,0.9,TN
17,26,0.85,TN
18,26,0.9,TN
19,26,0.8,TN
20,26,0.9,TN
21,26,0.85,TN
22,26,0.35,TN
23,26,0.75,TN
24,26,0.8,TN
25,26,0.8,TN
26,26,0.8,TN
27,26,0.4,TN
28,26,0.85,TN
29,26,0.65,TN
30,26,0.5,TN
31,26,0.9,TN
32,26,0.75,TN
33,26,0.55,TN
34,26,0.9,TN
35,26,0.75,TN
36,26,0.85,TN
37,26,0.9,TN
38,26,0.9,TN
39,26,0.7,TN
40,26,0.35,TN
41,26,0.9,TN
42,26,0.9,TN
43,26,0.45,TN
44,26,0.85,TN
45,26,0.9,TN
46,26,0.85,TN
47,26,0.75,TN
48,26,0.9,TN
49,26,0.75,TN
50,26,0.85,TN
1,27,0.9,TN
2,27,0.9,TN
3,27,0.8,TN
4,27,0.7,TN
5,27,0.75,TN
6,27,0.85,TN
7,27,0.85,TN
8,27,0.4,TN
9,27,0.8,TN
10,27,0.35,TN
11,27,0.9,TN
12,27,0.9,TN
13,27,0.9,TN
14,27,0.85,TN
15,27,0.8,TN
16,27,0.9,TN
17,27,0.8,TN
18,27,0.85,TN
19,27,0.75,TN
20,27,0.75,TN
21,27,0.7,TN
