id,folds,span,const
22,27,0.9,TN
23,27,0.8,TN
24,27,0.45,TN
25,27,0.9,TN
26,27,0.85,TN
27,27,0.9,TN
28,27,0.9,TN
29,27,0.85,TN
30,27,0.85,TN
31,27,0.8,TN
32,27,0.9,TN
33,27,0.9,TN
34,27,0.85,TN
35,27,0.9,TN
36,27,0.85,TN
37,27,0.9,TN
38,27,0.9,TN
39,27,0.85,TN
40,27,0.7,TN
41,27,0.35,TN
42,27,0.9,TN
43,27,0.9,TN
44,27,0.9,TN
45,27,0.4,TN
46,27,0.3,TN
47,27,0.9,TN
48,27,0.9,TN
49,27,0.85,TN
50,27,0.7,TN
1,28,0.85,TN
2,28,0.85,TN
3,28,0.9,TN
4,28,0.9,TN
5,28,0.8,TN
6,28,0.85,TN
7,28,0.75,TN
8,28,0.4,TN
9,28,0.85,TN
10,28,0.85,TN
11,28,0.85,TN
12,28,0.85,TN
13,28,0.85,TN
14,28,0.9,TN
15,28,0.9,TN
16,28,0.9,TN
17,28,0.9,TN
18,28,0.9,TN
19,28,0.85,TN
20,28,0.85,TN
21,28,0.85,TN
22,28,0.35,TN
23,28,0.9,TN
24,28,0.8,TN
25,28,0.85,TN
26,28,0.85,TN
27,28,0.9,TN
28,28,0.8,TN
29,28,0.75,TN
30,28,0.4,TN
31,28,0.9,TN
32,28,0.9,TN
33,28,0.9,TN
34,28,0.4,TN
35,28,0.85,TN
36,28,0.9,TN
37,28,0.9,TN
38,28,0.85,TN
39,28,0.85,TN
40,28,0.85,TN
41,28,0.85,TN
42,28,0.85,TN
43,28,0.85,TN
44,28,0.9,TN
45,28,0.85,TN
46,28,0.9,TN
47,28,0.85,TN
48,28,0.85,TN
49,28,0.6,TN
50,28,0.9,TN
1,29,0.8,TN
2,29,0.9,TN
3,29,0.9,TN
4,29,0.9,TN
5,29,0.9,TN
6,29,0.85,TN
7,29,0.9,TN
8,29,0.6,TN
9,29,0.8,TN
10,29,0.85,TN
11,29,0.85,TN
12,29,0.85,TN
13,29,0.9,TN
14,29,0.9,TN
15,29,0.9,TN
16,29,0.9,TN
17,29,0.9,TN
18,29,0.85,TN
19,29,0.35,TN
20,29,0.9,TN
21,29,0.85,TN
22,29,0.45,TN
23,29,0.9,TN
24,29,0.85,TN
25,29,0.9,TN
26,29,0.9,TN
27,29,0.9,TN
28,29,0.9,TN
29,29,0.9,TN
30,29,0.8,TN
31,29,0.9,TN
32,29,0.85,TN
33,29,0.4,TN
34,29,0.9,TN
35,29,0.9,TN
36,29,0.85,TN
37,29,0.9,TN
38,29,0.85,TN
39,29,0.9,TN
40,29,0.85,TN
41,29,0.9,TN
42,29,0.9,TN
43,29,0.9,TN
44,29,0.9,TN
45,29,0.8,TN
46,29,0.9,TN
47,29,0.9,TN
48,29,0.8,TN
49,29,0.9,TN
50,29,0.4,TN
1,30,0.9,TN
2,30,0.35,TN
3,30,0.85,TN
4,30,0.9,TN
5,30,0.9,TN
6,30,0.9,TN
7,30,0.9,TN
8,30,0.9,TN
9,30,0.85,TN
10,30,0.8,TN
11,30,0.9,TN
12,30,0.4,TN
13,30,0.9,TN
14,30,0.85,TN
15,30,0.9,TN
16,30,0.9,TN
17,30,0.85,TN
18,30,0.85,TN
19,30,0.9,TN
20,30,0.9,TN
21,30,0.8,TN
22,30,0.9,TN
23,30,0.9,TN
24,30,0.9,TN
25,30,0.7,TN
26,30,0.9,TN
27,30,0.9,TN
28,30,0.9,TN
29,30,0.85,TN
30,30,0.85,TN
31,30,0.9,TN
32,30,0.9,TN
33,30,0.8,TN
34,30,0.85,TN
35,30,0.85,TN
36,30,0.8,TN
37,30,0.9,TN
38,30,0.9,TN
39,30,0.8,TN
40,30,0.85,TN
41,30,0.85,TN
42,30,0.9,TN
43,30,0.9,TN
44,30,0.9,TN
45,30,0.85,TN
46,30,0.6,TN
47,30,0.9,TN
48,30,0.9,TN
49,30,0.85,TN
50,30,0.9,TN
1,5,0.7,SRP
2,5,0.9,SRP
3,5,0.75,SRP
4,5,0.9,SRP
5,5,0.85,SRP
6,5,0.7,SRP
7,5,0.8,SRP
8,5,0.9,SRP
9,5,0.9,SRP
10,5,0.75,SRP
11,5,0.75,SRP
12,5,0.8,SRP
13,5,0.85,SRP
14,5,0.9,SRP
15,5,0.8,SRP
16,5,0.85,SRP
17,5,0.7,SRP
18,5,0.7,SRP
19,5,0.8,SRP
20,5,0.5,SRP
21,5,0.9,SRP
22,5,0.75,SRP
23,5,0.6,SRP
24,5,0.7,SRP
25,5,0.75,SRP
26,5,0.75,SRP
27,5,0.55,SRP
28,5,0.6,SRP
29,5,0.65,SRP
30,5,0.9,SRP
31,5,0.75,SRP
32,5,0.6,SRP
33,5,0.65,SRP
34,5,0.9,SRP
35,5,0.75,SRP
36,5,0.75,SRP
37,5,0.7,SRP
38,5,0.6,SRP
39,5,0.85,SRP
40,5,0.65,SRP
41,5,0.9,SRP
42,5,0.65,SRP
43,5,0.4,SRP
44,5,0.85,SRP
45,5,0.75,SRP
46,5,0.8,SRP
47,5,0.75,SRP
48,5,0.65,SRP
49,5,0.7,SRP
50,5,0.8,SRP
1,6,0.8,SRP
2,6,0.85,SRP
3,6,0.8,SRP
4,6,0.8,SRP
5,6,0.8,SRP
6,6,0.7,SRP
7,6,0.75,SRP
8,6,0.65,SRP
9,6,0.8,SRP
10,6,0.85,SRP
11,6,0.9,SRP
12,6,0.75,SRP
13,6,0.85,SRP
14,6,0.5,SRP
15,6,0.5,SRP
16,6,0.75,SRP
17,6,0.6,SRP
18,6,0.75,SRP
19,6,0.85,SRP
20,6,0.6,SRP
21,6,0.7,SRP
22,6,0.75,SRP
23,6,0.65,SRP
24,6,0.75,SRP
25,6,0.75,SRP
26,6,0.85,SRP
27,6,0.85,SRP
28,6,0.6,SRP
29,6,0.9,SRP
30,6,0.75,SRP
31,6,0.7,SRP
32,6,0.75,SRP
33,6,0.75,SRP
34,6,0.7,SRP
35,6,0.9,SRP
36,6,0.8,SRP
37,6,0.5,SRP
38,6,0.75,SRP
39,6,0.8,SRP
40,6,0.55,SRP
41,6,0.7,SRP
42,6,0.85,SRP
43,6,0.65,SRP
44,6,0.7,SRP
45,6,0.8,SRP
46,6,0.8,SRP
47,6,0.7,SRP
48,6,0.9,SRP
49,6,0.55,SRP
50,6,0.6,SRP
1,7,0.9,SRP
2,7,0.2,SRP
3,7,0.7,SRP
4,7,0.65,SRP
5,7,0.75,SRP
6,7,0.65,SRP
7,7,0.85,SRP
8,7,0.7,SRP
9,7,0.9,SRP
10,7,0.75,SRP
11,7,0.9,SRP
12,7,0.65,SRP
13,7,0.75,SRP
14,7,0.8,SRP
15,7,0.7,SRP
16,7,0.75,SRP
17,7,0.75,SRP
18,7,0.55,SRP
19,7,0.55,SRP
20,7,0.85,SRP
21,7,0.8,SRP
22,7,0.85,SRP
23,7,0.5,SRP
24,7,0.7,SRP
25,7,0.9,SRP
26,7,0.8,SRP
27,7,0.7,SRP
28,7,0.85,SRP
29,7,0.65,SRP
30,7,0.55,SRP
31,7,0.7,SRP
32,7,0.45,SRP
33,7,0.85,SRP
34,7,0.65,SRP
35,7,0.85,SRP
36,7,0.6,SRP
37,7,0.7,SRP
38,7,0.9,SRP
39,7,0.7,SRP
40,7,0.9,SRP
41,7,0.8,SRP
42,7,0.9,SRP
43,7,0.55,SRP
44,7,0.85,SRP
45,7,0.85,SRP
46,7,0.6,SRP
47,7,0.75,SRP
48,7,0.9,SRP
49,7,0.6,SRP
50,7,0.6,SRP
1,8,0.8,SRP
2,8,0.9,SRP
3,8,0.75,SRP
4,8,0.85,SRP
5,8,0.75,SRP
6,8,0.65,SRP
7,8,0.65,SRP
8,8,0.6,SRP
9,8,0.9,SRP
10,8,0.65,SRP
11,8,0.6,SRP
12,8,0.7,SRP
13,8,0.85,SRP
14,8,0.85,SRP
15,8,0.8,SRP
16,8,0.75,SRP
17,8,0.85,SRP
18,8,0.5,SRP
19,8,0.65,SRP
20,8,0.55,SRP
21,8,0.75,SRP
22,8,0.7,SRP
23,8,0.65,SRP
24,8,0.85,SRP
25,8,0.7,SRP
26,8,0.75,SRP
27,8,0.75,SRP
28,8,0.8,SRP
29,8,0.75,SRP
30,8,0.75,SRP
31,8,0.85,SRP
32,8,0.75,SRP
33,8,0.8,SRP
34,8,0.65,SRP
35,8,0.8,SRP
36,8,0.65,SRP
37,8,0.65,SRP
38,8,0.75,SRP
39,8,0.7,SRP
40,8,0.7,SRP
41,8,0.8,SRP
42,8,0.9,SRP
43,8,0.55,SRP
44,8,0.8,SRP
45,8,0.85,SRP
46,8,0.8,SRP
47,8,0.9,SRP
48,8,0.7,SRP
49,8,0.75,SRP
50,8,0.75,SRP
1,9,0.85,SRP
2,9,0.75,SRP
3,9,0.8,SRP
4,9,0.8,SRP
5,9,0.5,SRP
6,9,0.75,SRP
7,9,0.9,SRP
8,9,0.85,SRP
9,9,0.7,SRP
10,9,0.65,SRP
11,9,0.75,SRP
12,9,0.75,SRP
13,9,0.65,SRP
14,9,0.65,SRP
15,9,0.75,SRP
16,9,0.75,SRP
17,9,0.85,SRP
18,9,0.85,SRP
19,9,0.8,SRP
20,9,0.75,SRP
21,9,0.8,SRP
22,9,0.8,SRP
23,9,0.8,SRP
24,9,0.85,SRP
25,9,0.9,SRP
26,9,0.8,SRP
27,9,0.6,SRP
28,9,0.9,SRP
29,9,0.9,SRP
30,9,0.8,SRP
31,9,0.9,SRP
32,9,0.65,SRP
33,9,0.75,SRP
34,9,0.65,SRP
35,9,0.75,SRP
36,9,0.85,SRP
37,9,0.7,SRP
38,9,0.85,SRP
39,9,0.55,SRP
40,9,0.6,SRP
41,9,0.75,SRP
42,9,0.7,SRP
43,9,0.9,SRP
44,9,0.75,SRP
45,9,0.75,SRP
46,9,0.8,SRP
47,9,0.8,SRP
48,9,0.75,SRP
49,9,0.55,SRP
50,9,0.9,SRP
1,10,0.8,SRP
2,10,0.7,SRP
3,10,0.75,SRP
4,10,0.7,SRP
5,10,0.85,SRP
6,10,0.8,SRP
7,10,0.75,SRP
8,10,0.85,SRP
9,10,0.85,SRP
10,10,0.85,SRP
11,10,0.75,SRP
12,10,0.8,SRP
13,10,0.85,SRP
14,10,0.55,SRP
15,10,0.75,SRP
16,10,0.7,SRP
17,10,0.8,SRP
18,10,0.7,SRP
19,10,0.8,SRP
20,10,0.75,SRP
21,10,0.7,SRP
22,10,0.65,SRP
23,10,0.8,SRP
24,10,0.75,SRP
25,10,0.8,SRP
26,10,0.75,SRP
27,10,0.65,SRP
28,10,0.9,SRP
29,10,0.8,SRP
30,10,0.85,SRP
31,10,0.8,SRP
32,10,0.75,SRP
33,10,0.75,SRP
34,10,0.75,SRP
35,10,0.6,SRP
36,10,0.75,SRP
37,10,0.55,SRP
38,10,0.8,SRP
39,10,0.65,SRP
40,10,0.75,SRP
41,10,0.8,SRP
42,10,0.7,SRP
43,10,0.7,SRP
44,10,0.8,SRP
45,10,0.8,SRP
46,10,0.75,SRP
47,10,0.65,SRP
48,10,0.6,SRP
49,10,0.7,SRP
50,10,0.8,SRP
1,11,0.6,SRP
2,11,0.75,SRP
3,11,0.85,SRP
4,11,0.55,SRP
5,11,0.85,SRP
6,11,0.6,SRP
7,11,0.7,SRP
8,11,0.75,SRP
9,11,0.8,SRP
10,11,0.8,SRP
11,11,0.75,SRP
12,11,0.8,SRP
13,11,0.75,SRP
14,11,0.85,SRP
15,11,0.75,SRP
16,11,0.7,SRP
17,11,0.8,SRP
18,11,0.75,SRP
19,11,0.75,SRP
20,11,0.8,SRP
21,11,0.6,SRP
22,11,0.8,SRP
23,11,0.6,SRP
24,11,0.8,SRP
25,11,0.65,SRP
26,11,0.8,SRP
27,11,0.75,SRP
28,11,0.85,SRP
29,11,0.8,SRP
30,11,0.85,SRP
31,11,0.6,SRP
32,11,0.75,SRP
33,11,0.75,SRP
34,11,0.7,SRP
35,11,0.9,SRP
36,11,0.6,SRP
37,11,0.9,SRP
38,11,0.7,SRP
39,11,0.8,SRP
40,11,0.6,SRP
41,11,0.7,SRP
42,11,0.65,SRP
43,11,0.75,SRP
44,11,0.75,SRP
45,11,0.6,SRP
46,11,0.8,SRP
47,11,0.85,SRP
48,11,0.75,SRP
49,11,0.6,SRP
50,11,0.6,SRP
1,12,0.8,SRP
2,12,0.8,SRP
3,12,0.6,SRP
4,12,0.65,SRP
5,12,0.65,SRP
6,12,0.9,SRP
7,12,0.65,SRP
8,12,0.85,SRP
9,12,0.75,SRP
10,12,0.85,SRP
11,12,0.7,SRP
12,12,0.75,SRP
13,12,0.65,SRP
14,12,0.75,SRP
15,12,0.5,SRP
16,12,0.7,SRP
17,12,0.75,SRP
18,12,0.85,SRP
19,12,0.8,SRP
20,12,0.45,SRP
21,12,0.75,SRP
22,12,0.8,SRP
23,12,0.8,SRP
24,12,0.9,SRP
25,12,0.75,SRP
26,12,0.65,SRP
27,12,0.8,SRP
28,12,0.9,SRP
29,12,0.7,SRP
30,12,0.55,SRP
31,12,0.65,SRP
32,12,0.85,SRP
33,12,0.8,SRP
34,12,0.85,SRP
35,12,0.8,SRP
36,12,0.75,SRP
37,12,0.55,SRP
38,12,0.85,SRP
39,12,0.7,SRP
40,12,0.8,SRP
41,12,0.8,SRP
42,12,0.75,SRP
43,12,0.85,SRP
44,12,0.6,SRP
45,12,0.75,SRP
46,12,0.8,SRP
47,12,0.8,SRP
48,12,0.75,SRP
49,12,0.8,SRP
50,12,0.5,SRP
1,13,0.85,SRP
2,13,0.8,SRP
3,13,0.8,SRP
4,13,0.7,SRP
5,13,0.7,SRP
6,13,0.7,SRP
7,13,0.65,SRP
8,13,0.6,SRP
9,13,0.8,SRP
10,13,0.9,SRP
11,13,0.75,SRP
12,13,0.75,SRP
13,13,0.75,SRP
14,13,0.7,SRP
15,13,0.85,SRP
16,13,0.75,SRP
17,13,0.8,SRP
18,13,0.55,SRP
19,13,0.8,SRP
20,13,0.7,SRP
21,13,0.75,SRP
22,13,0.7,SRP
23,13,0.65,SRP
24,13,0.8,SRP
25,13,0.8,SRP
26,13,0.8,SRP
27,13,0.8,SRP
28,13,0.85,SRP
29,13,0.9,SRP
30,13,0.9,SRP
31,13,0.75,SRP
32,13,0.8,SRP
33,13,0.8,SRP
34,13,0.6,SRP
35,13,0.75,SRP
36,13,0.75,SRP
37,13,0.8,SRP
38,13,0.9,SRP
39,13,0.65,SRP
40,13,0.9,SRP
41,13,0.8,SRP
42,13,0.65,SRP
43,13,0.9,SRP
44,13,0.8,SRP
45,13,0.8,SRP
46,13,0.7,SRP
47,13,0.7,SRP
48,13,0.5,SRP
49,13,0.75,SRP
50,13,0.8,SRP
1,14,0.8,SRP
2,14,0.7,SRP
3,14,0.85,SRP
4,14,0.9,SRP
5,14,0.8,SRP
6,14,0.8,SRP
7,14,0.8,SRP
8,14,0.6,SRP
9,14,0.75,SRP
10,14,0.85,SRP
11,14,0.75,SRP
12,14,0.75,SRP
13,14,0.8,SRP
14,14,0.8,SRP
15,14,0.75,SRP
16,14,0.8,SRP
17,14,0.9,SRP
18,14,0.8,SRP
19,14,0.75,SRP
20,14,0.7,SRP
21,14,0.65,SRP
22,14,0.7,SRP
23,14,0.85,SRP
24,14,0.75,SRP
25,14,0.7,SRP
26,14,0.75,SRP
27,14,0.65,SRP
28,14,0.7,SRP
29,14,0.75,SRP
30,14,0.75,SRP
31,14,0.75,SRP
32,14,0.85,SRP
33,14,0.75,SRP
34,14,0.75,SRP
35,14,0.75,SRP
36,14,0.7,SRP
37,14,0.65,SRP
38,14,0.9,SRP
39,14,0.75,SRP
40,14,0.8,SRP
41,14,0.7,SRP
42,14,0.8,SRP
43,14,0.85,SRP
44,14,0.75,SRP
45,14,0.8,SRP
46,14,0.8,SRP
47,14,0.8,SRP
48,14,0.65,SRP
49,14,0.7,SRP
50,14,0.8,SRP
1,15,0.6,SRP
2,15,0.8,SRP
3,15,0.8,SRP
4,15,0.8,SRP
5,15,0.6,SRP
6,15,0.9,SRP
7,15,0.9,SRP
8,15,0.75,SRP
9,15,0.8,SRP
10,15,0.75,SRP
11,15,0.7,SRP
12,15,0.7,SRP
13,15,0.7,SRP
14,15,0.75,SRP
15,15,0.8,SRP
16,15,0.85,SRP
17,15,0.9,SRP
18,15,0.6,SRP
19,15,0.75,SRP
20,15,0.8,SRP
21,15,0.6,SRP
22,15,0.85,SRP
23,15,0.7,SRP
24,15,0.75,SRP
25,15,0.65,SRP
26,15,0.9,SRP
27,15,0.75,SRP
28,15,0.5,SRP
29,15,0.75,SRP
30,15,0.8,SRP
31,15,0.7,SRP
32,15,0.75,SRP
33,15,0.65,SRP
34,15,0.65,SRP
35,15,0.7,SRP
36,15,0.8,SRP
37,15,0.5,SRP
38,15,0.55,SRP
39,15,0.85,SRP
40,15,0.85,SRP
41,15,0.75,SRP
42,15,0.8,SRP
43,15,0.85,SRP
44,15,0.75,SRP
45,15,0.75,SRP
46,15,0.75,SRP
47,15,0.8,SRP
48,15,0.8,SRP
49,15,0.75,SRP
50,15,0.75,SRP
1,16,0.85,SRP
2,16,0.9,SRP
3,16,0.8,SRP
4,16,0.8,SRP
5,16,0.5,SRP
6,16,0.7,SRP
7,16,0.8,SRP
8,16,0.65,SRP
9,16,0.75,SRP
10,16,0.75,SRP
11,16,0.65,SRP
12,16,0.8,SRP
13,16,0.6,SRP
14,16,0.7,SRP
15,16,0.7,SRP
16,16,0.7,SRP
17,16,0.65,SRP
18,16,0.8,SRP
19,16,0.85,SRP
20,16,0.8,SRP
21,16,0.8,SRP
22,16,0.55,SRP
23,16,0.75,SRP
24,16,0.7,SRP
25,16,0.9,SRP
26,16,0.8,SRP
27,16,0.7,SRP
28,16,0.9,SRP
29,16,0.8,SRP
30,16,0.75,SRP
31,16,0.75,SRP
32,16,0.75,SRP
33,16,0.75,SRP
34,16,0.8,SRP
35,16,0.8,SRP
36,16,0.9,SRP
37,16,0.7,SRP
38,16,0.8,SRP
39,16,0.8,SRP
40,16,0.75,SRP
41,16,0.6,SRP
42,16,0.7,SRP
43,16,0.8,SRP
44,16,0.75,SRP
45,16,0.65,SRP
46,16,0.9,SRP
47,16,0.8,SRP
48,16,0.7,SRP
49,16,0.55,SRP
50,16,0.65,SRP
1,17,0.85,SRP
2,17,0.8,SRP
3,17,0.85,SRP
4,17,0.85,SRP
5,17,0.8,SRP
6,17,0.8,SRP
7,17,0.75,SRP
8,17,0.7,SRP
9,17,0.7,SRP
10,17,0.85,SRP
11,17,0.6,SRP
12,17,0.65,SRP
13,17,0.85,SRP
14,17,0.75,SRP
15,17,0.75,SRP
16,17,0.85,SRP
17,17,0.75,SRP
18,17,0.75,SRP
19,17,0.85,SRP
20,17,0.7,SRP
21,17,0.75,SRP
22,17,0.7,SRP
23,17,0.8,SRP
24,17,0.75,SRP
25,17,0.7,SRP
26,17,0.75,SRP
27,17,0.6,SRP
28,17,0.85,SRP
29,17,0.8,SRP
30,17,0.75,SRP
31,17,0.8,SRP
32,17,0.85,SRP
33,17,0.8,SRP
34,17,0.75,SRP
35,17,0.5,SRP
36,17,0.85,SRP
37,17,0.65,SRP
38,17,0.8,SRP
39,17,0.8,SRP
40,17,0.9,SRP
41,17,0.75,SRP
42,17,0.75,SRP
43,17,0.75,SRP
44,17,0.75,SRP
45,17,0.7,SRP
46,17,0.75,SRP
47,17,0.8,SRP
48,17,0.6,SRP
49,17,0.85,SRP
50,17,0.8,SRP
1,18,0.8,SRP
2,18,0.75,SRP
3,18,0.8,SRP
4,18,0.85,SRP
5,18,0.75,SRP
6,18,0.7,SRP
7,18,0.8,SRP
8,18,0.7,SRP
9,18,0.75,SRP
10,18,0.7,SRP
11,18,0.9,SRP
12,18,0.7,SRP
13,18,0.75,SRP
14,18,0.6,SRP
15,18,0.8,SRP
16,18,0.75,SRP
17,18,0.75,SRP
18,18,0.7,SRP
19,18,0.6,SRP
20,18,0.8,SRP
21,18,0.75,SRP
22,18,0.75,SRP
23,18,0.65,SRP
24,18,0.7,SRP
25,18,0.7,SRP
26,18,0.65,SRP
27,18,0.65,SRP
28,18,0.8,SRP
29,18,0.65,SRP
30,18,0.7,SRP
31,18,0.5,SRP
32,18,0.8,SRP
33,18,0.8,SRP
34,18,0.8,SRP
35,18,0.85,SRP
36,18,0.8,SRP
37,18,0.75,SRP
38,18,0.75,SRP
39,18,0.8,SRP
40,18,0.75,SRP
41,18,0.85,SRP
42,18,0.8,SRP
43,18,0.7,SRP
44,18,0.75,SRP
45,18,0.85,SRP
46,18,0.8,SRP
47,18,0.7,SRP
48,18,0.65,SRP
49,18,0.85,SRP
50,18,0.7,SRP
1,19,0.65,SRP
2,19,0.75,SRP
3,19,0.75,SRP
4,19,0.8,SRP
5,19,0.85,SRP
6,19,0.8,SRP
7,19,0.85,SRP
8,19,0.9,SRP
9,19,0.65,SRP
10,19,0.85,SRP
11,19,0.8,SRP
12,19,0.55,SRP
13,19,0.85,SRP
14,19,0.8,SRP
15,19,0.85,SRP
16,19,0.8,SRP
17,19,0.8,SRP
18,19,0.8,SRP
19,19,0.9,SRP
20,19,0.8,SRP
21,19,0.85,SRP
22,19,0.7,SRP
23,19,0.7,SRP
24,19,0.75,SRP
25,19,0.7,SRP
26,19,0.8,SRP
27,19,0.9,SRP
28,19,0.55,SRP
29,19,0.65,SRP
30,19,0.85,SRP
31,19,0.65,SRP
32,19,0.85,SRP
33,19,0.7,SRP
34,19,0.7,SRP
35,19,0.8,SRP
36,19,0.8,SRP
37,19,0.75,SRP
38,19,0.7,SRP
39,19,0.8,SRP
40,19,0.75,SRP
41,19,0.85,SRP
42,19,0.75,SRP
43,19,0.8,SRP
44,19,0.8,SRP
45,19,0.7,SRP
46,19,0.8,SRP
47,19,0.8,SRP
48,19,0.75,SRP
49,19,0.75,SRP
50,19,0.7,SRP
1,20,0.65,SRP
2,20,0.65,SRP
3,20,0.8,SRP
4,20,0.9,SRP
5,20,0.75,SRP
6,20,0.8,SRP
7,20,0.75,SRP
8,20,0.75,SRP
9,20,0.9,SRP
10,20,0.75,SRP
11,20,0.75,SRP
12,20,0.7,SRP
13,20,0.85,SRP
14,20,0.65,SRP
15,20,0.8,SRP
16,20,0.7,SRP
17,20,0.8,SRP
18,20,0.65,SRP
19,20,0.7,SRP
20,20,0.8,SRP
21,20,0.65,SRP
22,20,0.9,SRP
23,20,0.9,SRP
24,20,0.75,SRP
25,20,0.8,SRP
26,20,0.75,SRP
27,20,0.8,SRP
28,20,0.75,SRP
29,20,0.7,SRP
30,20,0.9,SRP
31,20,0.7,SRP
32,20,0.7,SRP
33,20,0.7,SRP
34,20,0.65,SRP
35,20,0.9,SRP
36,20,0.6,SRP
37,20,0.65,SRP
38,20,0.8,SRP
39,20,0.7,SRP
40,20,0.75,SRP
41,20,0.75,SRP
42,20,0.75,SRP
43,20,0.75,SRP
44,20,0.8,SRP
45,20,0.75,SRP
46,20,0.8,SRP
47,20,0.65,SRP
48,20,0.8,SRP
49,20,0.75,SRP
50,20,0.8,SRP
1,21,0.8,SRP
2,21,0.85,SRP
3,21,0.75,SRP
4,21,0.8,SRP
5,21,0.65,SRP
6,21,0.85,SRP
7,21,0.7,SRP
8,21,0.75,SRP
9,21,0.75,SRP
10,21,0.85,SRP
11,21,0.85,SRP
12,21,0.8,SRP
13,21,0.75,SRP
14,21,0.8,SRP
15,21,0.8,SRP
16,21,0.85,SRP
17,21,0.8,SRP
18,21,0.7,SRP
19,21,0.65,SRP
20,21,0.8,SRP
21,21,0.8,SRP
22,21,0.8,SRP
23,21,0.8,SRP
24,21,0.8,SRP
25,21,0.75,SRP
26,21,0.65,SRP
27,21,0.75,SRP
28,21,0.85,SRP
29,21,0.75,SRP
30,21,0.85,SRP
31,21,0.8,SRP
32,21,0.9,SRP
33,21,0.8,SRP
34,21,0.65,SRP
35,21,0.9,SRP
36,21,0.9,SRP
37,21,0.75,SRP
38,21,0.8,SRP
39,21,0.65,SRP
40,21,0.8,SRP
41,21,0.75,SRP
42,21,0.75,SRP
43,21,0.8,SRP
44,21,0.75,SRP
45,21,0.8,SRP
46,21,0.75,SRP
47,21,0.8,SRP
48,21,0.75,SRP
49,21,0.8,SRP
50,21,0.9,SRP
1,22,0.7,SRP
2,22,0.6,SRP
3,22,0.8,SRP
4,22,0.55,SRP
5,22,0.7,SRP
6,22,0.8,SRP
7,22,0.7,SRP
8,22,0.8,SRP
9,22,0.7,SRP
10,22,0.8,SRP
11,22,0.85,SRP
12,22,0.9,SRP
13,22,0.75,SRP
14,22,0.75,SRP
15,22,0.75,SRP
16,22,0.85,SRP
17,22,0.8,SRP
18,22,0.75,SRP
19,22,0.65,SRP
20,22,0.7,SRP
21,22,0.75,SRP
22,22,0.85,SRP
23,22,0.75,SRP
24,22,0.8,SRP
25,22,0.8,SRP
26,22,0.7,SRP
27,22,0.85,SRP
28,22,0.7,SRP
29,22,0.65,SRP
30,22,0.75,SRP
31,22,0.8,SRP
32,22,0.65,SRP
33,22,0.8,SRP
34,22,0.75,SRP
35,22,0.7,SRP
36,22,0.6,SRP
37,22,0.8,SRP
38,22,0.65,SRP
39,22,0.8,SRP
40,22,0.7,SRP
41,22,0.8,SRP
42,22,0.75,SRP
43,22,0.8,SRP
44,22,0.75,SRP
45,22,0.75,SRP
46,22,0.8,SRP
47,22,0.85,SRP
48,22,0.75,SRP
49,22,0.8,SRP
50,22,0.7,SRP
1,23,0.8,SRP
2,23,0.8,SRP
3,23,0.85,SRP
4,23,0.75,SRP
5,23,0.7,SRP
6,23,0.75,SRP
7,23,0.7,SRP
8,23,0.6,SRP
9,23,0.7,SRP
10,23,0.85,SRP
11,23,0.8,SRP
12,23,0.8,SRP
13,23,0.55,SRP
14,23,0.75,SRP
15,23,0.6,SRP
16,23,0.85,SRP
17,23,0.7,SRP
18,23,0.75,SRP
19,23,0.9,SRP
20,23,0.75,SRP
21,23,0.85,SRP
22,23,0.8,SRP
23,23,0.8,SRP
24,23,0.9,SRP
25,23,0.7,SRP
26,23,0.75,SRP
27,23,0.8,SRP
28,23,0.85,SRP
29,23,0.75,SRP
30,23,0.8,SRP
31,23,0.75,SRP
32,23,0.85,SRP
33,23,0.75,SRP
34,23,0.75,SRP
35,23,0.9,SRP
36,23,0.75,SRP
37,23,0.65,SRP
38,23,0.75,SRP
39,23,0.8,SRP
40,23,0.8,SRP
41,23,0.7,SRP
42,23,0.65,SRP
43,23,0.8,SRP
44,23,0.85,SRP
45,23,0.75,SRP
46,23,0.9,SRP
47,23,0.7,SRP
48,23,0.75,SRP
49,23,0.65,SRP
50,23,0.65,SRP
1,24,0.75,SRP
2,24,0.8,SRP
3,24,0.75,SRP
4,24,0.7,SRP
5,24,0.75,SRP
6,24,0.75,SRP
7,24,0.85,SRP
8,24,0.8,SRP
9,24,0.8,SRP
10,24,0.8,SRP
11,24,0.65,SRP
12,24,0.9,SRP
13,24,0.8,SRP
14,24,0.75,SRP
15,24,0.75,SRP
16,24,0.85,SRP
17,24,0.8,SRP
18,24,0.8,SRP
19,24,0.75,SRP
20,24,0.75,SRP
21,24,0.8,SRP
22,24,0.85,SRP
23,24,0.75,SRP
24,24,0.7,SRP
25,24,0.75,SRP
26,24,0.75,SRP
27,24,0.9,SRP
28,24,0.75,SRP
29,24,0.7,SRP
30,24,0.8,SRP
31,24,0.65,SRP
32,24,0.7,SRP
33,24,0.65,SRP
34,24,0.8,SRP
35,24,0.8,SRP
36,24,0.7,SRP
37,24,0.8,SRP
38,24,0.75,SRP
39,24,0.8,SRP
40,24,0.9,SRP
41,24,0.75,SRP
42,24,0.75,SRP
43,24,0.75,SRP
44,24,0.85,SRP
45,24,0.8,SRP
46,24,0.8,SRP
47,24,0.75,SRP
48,24,0.75,SRP
49,24,0.75,SRP
50,24,0.75,SRP
1,25,0.6,SRP
