"","Date","concentrations.TSS","Flow"
"1",2012-02-08,1.9,64
"2",2012-02-15,0.6,47
"3",2012-02-29,2.7,47
"4",2012-03-15,2.7,37
"5",2012-03-20,16.5,262
"6",2012-03-28,1.9,116
"7",2012-04-11,2.1,40
"8",2012-04-15,157.6,99
"9",2012-04-25,2.7,36
"10",2012-04-30,5,77
"11",2012-05-09,5.7,33
"12",2012-05-17,4.5,28
"13",2012-05-23,4.3,25
"14",2012-05-31,6.2,28
"15",2012-06-06,5.1,25
"16",2012-06-13,2.6,23
"17",2012-06-20,4.25,21
"18",2012-06-28,4.1,23
"19",2012-07-11,4.7,15
"20",2012-07-18,7.5,18
"21",2012-07-25,4.5,19
"22",2012-08-01,2.3,24
"23",2012-08-16,5,29
"24",2012-08-22,4.05,26
"25",2012-08-27,12.5,272
"26",2012-09-06,4.8,30
"27",2012-09-12,1.1,39
"28",2012-09-27,2.3,40
"29",2012-10-03,3,31
"30",2012-10-10,1.9,24
"31",2012-10-12,35.2,138
"32",2012-10-16,3.4,55
"33",2012-10-25,1.8,30
"34",2012-11-01,2.7,24
"35",2012-11-08,3.2,25
"36",2012-11-15,1.7,27
"37",2012-11-29,1.15,24
"38",2012-12-06,1.8,29
"39",2012-12-13,0.3,24
"40",2013-01-03,0.8,27
"41",2013-01-11,4.3,25
"42",2013-01-14,0.3,25
"43",2013-01-24,1.1,26
"44",2013-01-30,169.3,154
"45",2013-02-07,1.5,29
"46",2013-02-13,1.5,38
"47",2013-02-21,1.9,72
"48",2013-02-28,0.4,34
"49",2013-03-07,1.3,27
"50",2013-03-10,23.4,251
"51",2013-03-20,1.7,35
"52",2013-03-28,2.3,33
"53",2013-04-04,0.5,52
"54",2013-04-18,2629.2,743
"55",2013-04-25,2.4,62
"56",2013-04-29,2,87
"57",2013-05-09,2.9,211
"58",2013-05-20,37.4,72
"59",2013-05-31,7.7,169
"60",2013-06-07,5,67
"61",2013-06-13,1.7,54
"62",2013-06-26,4.1,47
"63",2013-07-10,2.4,42
"64",2013-07-17,1.7,41
"65",2013-08-01,2.8,78
"66",2013-08-08,468.3,1400
"67",2013-08-21,1,28
"68",2013-08-29,0.9,22
"69",2013-09-05,3.1,19
"70",2013-09-12,2.2,18
"71",2013-09-19,2.9,17
"72",2013-09-20,18.4,180
"73",2013-10-03,2,35
"74",2013-10-05,833.6,397
"75",2013-10-21,1.7,35
"76",2013-10-30,1.7,96
"77",2013-11-07,1.7,62
"78",2013-11-14,0.7,40
"79",2013-11-21,8.8,95
"80",2013-12-03,0.8,34
"81",2013-12-13,0.9,48
"82",2013-12-20,1.35,54
"83",2013-12-21,20.9,577
"84",2014-01-08,1.1,50
"85",2014-01-10,78.3,144
"86",2014-01-23,0.3,49
"87",2014-01-29,1.7,44
"88",2014-02-06,2.5,42
"89",2014-02-13,3.1,41
"90",2014-02-20,0.8,42
"91",2014-02-26,1.7,38
"92",2014-03-06,1.7,52
"93",2014-03-13,1.45,38
"94",2014-03-16,288.2,334
"95",2014-03-28,2.3,97
"96",2014-04-03,7.9,125
"97",2014-04-08,1.4,68
"98",2014-04-15,0.1,52
"99",2014-04-24,3.7,42
"100",2014-04-29,2.9,37
"101",2014-05-08,805.6,141
"102",2014-05-12,128.6,163
"103",2014-05-15,2.7,73
"104",2014-05-21,4,48
"105",2014-05-29,5.6,49
"106",2014-06-03,5.9,60
"107",2014-06-16,3.2,54
"108",2014-06-19,4.1,52
"109",2014-07-02,3,42
"110",2014-07-07,2.4,35
"111",2014-07-22,2.45,34
"112",2014-07-31,2.6,49
"113",2014-08-06,2.3,34
"114",2014-08-13,4.4,35
"115",2014-08-21,1.9,34
"116",2014-08-28,3.15,30
"117",2014-08-30,18.9,34
"118",2014-09-02,38.3,80
"119",2014-09-06,25.2,52
"120",2014-09-11,2.9,34
"121",2014-09-17,181.9,61
"122",2014-09-24,1.5,34
"123",2014-10-01,1.5,33
"124",2014-10-09,2.3,33
"125",2014-10-10,345.9,451
"126",2014-10-13,158.9,484
"127",2014-10-23,2.2,46
"128",2014-10-29,0.7,44
"129",2014-11-06,2.1,47
"130",2014-11-13,0.8,38
"131",2014-11-19,2.88,34
"132",2014-12-02,0.85,34
"133",2014-12-11,1.05,38
"134",2014-12-17,0.4,50
"135",2015-01-08,1.8,41
"136",2015-01-15,1.7,40
"137",2015-01-21,0.8,38
"138",2015-01-29,2.1,36
"139",2015-02-04,1.75,37
"140",2015-02-11,2.88,36
"141",2015-02-18,0.9,36
"142",2015-02-25,2.5,37
"143",2015-03-06,2.6,49
"144",2015-03-11,2,52
"145",2015-03-14,17.9,120
"146",2015-03-19,4.2,58
"147",2015-03-26,42.4,145
"148",2015-04-01,2.7,60
"149",2015-04-14,1.4,57
"150",2015-04-22,2.7,54
"151",2015-04-29,1.6,51
"152",2015-05-08,74.1,290
"153",2015-05-24,55.6,221
"154",2015-06-01,3.6,89
"155",2015-06-19,127,818
