"","Date","concentrations.SRP","Flow"
"93",2013-06-12,0.019,0.26
"94",2013-06-25,0.013,0.25
"95",2013-07-08,0.008,0.35
"96",2013-07-08,0.008,0.35
"97",2013-07-16,0.095,5
"98",2013-07-31,0.021,0.44
"99",2013-08-07,0.021,0.43
"100",2013-08-13,0.104,14
"101",2013-08-20,0.019,0.35
"102",2013-08-28,0.019,0.27
"103",2013-09-04,0.019,0.6
"104",2013-09-11,0.021,0.62
"105",2013-09-18,0.051,0.29
"106",2013-09-23,0.03,0.84
"107",2013-09-28,0.004,5.2
"108",2013-10-05,0.005,38
"109",2013-10-24,0.016,1.6
"110",2013-10-30,0.019,3.9
"111",2013-11-06,0.03,0.52
"112",2013-11-13,0.013,0.15
"113",2013-11-21,0.113,13
"114",2013-12-02,0.001,0.33
"115",2013-12-12,0.012,0.58
"116",2013-12-18,0.006,0.53
"117",2014-01-09,0.014,0.77
"118",2014-01-10,0.007,2.9
"119",2014-01-22,0.013,0.58
"120",2014-01-28,0.012,1.1
"121",2014-02-06,0.01,0.91
"122",2014-02-12,0.009,1.9
"123",2014-02-21,0.068,1.8
"124",2014-02-25,0.008,1.5
"125",2014-03-07,0.013,2.7
"126",2014-03-11,0.005,0.93
"127",2014-03-16,0.089,29
"128",2014-03-27,0.012,2
"129",2014-03-27,0.013,2
"130",2014-04-03,0.021,5.3
"131",2014-04-03,0.008,5.3
"132",2014-04-07,0.015,8.7
"133",2014-04-13,0.009,2.1
"134",2014-04-22,0.009,0.18
"135",2014-04-27,0.004,0.78
"136",2014-04-28,0.006,0.36
"137",2014-05-08,0.008,12
"138",2014-05-12,0.001,11
"139",2014-05-20,0.01,0.47
"140",2014-05-28,0.008,0.35
"141",2014-06-02,0.04,4.6
"142",2014-06-06,0.027,3.6
"143",2014-06-10,0.072,4.2
"144",2014-07-01,0.053,0.39
"145",2014-07-09,0.039,0.22
"146",2014-07-10,0.075,7
"147",2014-07-23,0.013,0.28
"148",2014-07-29,0.02,0.24
"149",2014-08-05,0.016,0.15
"150",2014-08-07,0.055,6.3
"151",2014-08-12,0.035,0.11
"152",2014-08-19,0.026,0.08
"153",2014-08-27,0.051,0.05
"154",2014-08-30,0.053,4.2
"155",2014-09-02,0.062,17
"156",2014-09-06,0.03,2.7
"157",2014-09-10,0.025,0.07
"158",2014-09-17,0.027,3.2
"159",2014-09-17,0.061,3.2
"160",2014-09-24,0.008,0.05
"161",2014-10-01,0.01,0.09
"162",2014-10-08,0.017,0.16
"163",2014-10-10,0.13,25
"164",2014-11-04,0.097,9.3
"165",2014-12-05,0.017,2.6
"166",2014-12-17,0.014,2.9
"167",2015-03-04,0.05,3.2
"168",2015-03-11,0.007,0.11
"169",2015-03-18,0.05,2.3
"170",2015-03-25,0.274,7.2
"171",2015-04-13,0.024,4.7
"172",2015-04-17,0.068,3.6
"173",2015-04-24,0.151,7.3
"174",2015-05-07,0.033,0.83
"175",2015-06-01,0.02,0.04
