"","Date","concentrations.SRP","Flow"
"1",2011-07-15,0.016,0.08
"2",2011-07-21,0.012,0.1
"3",2011-07-29,0.016,0.15
"4",2011-08-03,0.016,0.18
"5",2011-08-10,0.034,6.5
"6",2011-08-18,0.021,0.06
"7",2011-09-01,0.024,0.1
"8",2011-09-08,0.168,0.11
"9",2011-09-16,0.033,0.74
"10",2011-09-17,0.054,3.6
"11",2011-09-22,0.135,19
"12",2011-09-27,0.031,0.14
"13",2011-10-06,0.019,0.1
"14",2011-10-12,0.019,7.1
"15",2011-10-26,0.056,3
"16",2011-10-27,0.054,8.2
"17",2011-11-03,0.057,1.7
"18",2011-11-08,0.091,42
"19",2011-11-17,0.016,0.17
"20",2011-12-01,0.024,0.15
"21",2011-12-08,0.014,0.33
"22",2011-12-14,0.101,18
"23",2012-01-05,0.008,0.08
"24",2012-01-12,0.014,0.13
"25",2012-01-19,0.004,0.12
"26",2012-01-25,0.12,19
"27",2012-02-02,0.012,0.34
"28",2012-02-09,0.01,0.32
"29",2012-02-16,0.004,0.31
"30",2012-03-01,0.01,0.76
"31",2012-03-08,0.028,4.8
"32",2012-03-11,0.033,4
"33",2012-03-20,0.073,30
"34",2012-03-29,0.002,1.4
"35",2012-04-12,0.009,0.2
"36",2012-04-15,0.049,8.8
"37",2012-04-26,0.012,2.4
"38",2012-04-30,0.049,4.7
"39",2012-05-24,0.006,1.1
"40",2012-05-31,0.058,3.2
"41",2012-06-05,0.024,0.57
"42",2012-06-14,0.014,1.2
"43",2012-06-21,0.033,4.8
"44",2012-06-28,0.029,5.8
"45",2012-07-12,0.01,0.57
"46",2012-07-19,0.013,1.4
"47",2012-07-26,0.07,5.2
"48",2012-08-02,0.009,0.22
"49",2012-08-15,0.01,0.2
"50",2012-08-16,0.089,11
"51",2012-08-20,0.017,0.38
"52",2012-08-27,0.078,7.1
"53",2012-08-29,0.015,0.26
"54",2012-09-05,0.026,0.32
"55",2012-10-09,0.018,0.62
"56",2012-10-12,0.104,12
"57",2012-10-15,0.027,0.28
"58",2012-10-15,0.025,0.28
"59",2012-10-24,0.003,0.22
"60",2012-10-31,0.021,0.2
"61",2012-11-07,0.005,0.78
"62",2012-11-11,0.095,5.5
"63",2012-11-14,0.013,0.28
"64",2012-11-28,0.005,0.27
"65",2012-12-05,0.014,0.31
"66",2012-12-12,0.011,0.2
"67",2013-01-04,0.01,0.19
"68",2013-01-10,0.004,0.57
"69",2013-01-15,0.008,0.3
"70",2013-01-23,0.005,0.41
"71",2013-01-29,0.039,31
"72",2013-02-06,0.008,0.87
"73",2013-02-11,0.017,0.98
"74",2013-02-20,0.004,1.8
"75",2013-02-27,0.009,0.92
"76",2013-03-06,0.006,0.51
"77",2013-03-06,0.004,0.51
"78",2013-03-09,0.021,5.3
"79",2013-03-19,0.003,1.1
"80",2013-03-29,0.079,31
"81",2013-04-03,0.05,1.9
"82",2013-04-10,0.036,15
"83",2013-04-18,0.116,35
"84",2013-04-24,0.007,2.6
"85",2013-04-24,0.007,2.6
"86",2013-05-03,0.02,4.9
"87",2013-05-09,0.03,21
"88",2013-05-10,0.002,14
"89",2013-05-20,0.139,8.2
"90",2013-05-21,0.09,31
"91",2013-05-30,0.01,13
"92",2013-06-05,0.005,4.2
