"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.45,0.0894655332105782,5,0.85,0.119013804721493,5,0.65,0.17035676849315,5,0.55,0.0916125381312904,5,0.55,0.103060315211184,5,0.4,0.108651286420439,5,0.55,0.13486576848928
"2",6,0.5,0.0916348120285637,6,0.9,0.120411708699099,6,0.65,0.129583319662269,6,0.6,0.119334891488326,6,0.45,0.0985403677770316,6,0.35,0.0874817765279707,6,0.55,0.130868371321129
"3",7,0.6,0.080457873373307,7,0.9,0.121789379919698,7,0.6,0.171380945765358,7,0.6,0.0864020030002139,7,0.45,0.0865495021737885,7,0.45,0.0910763304002949,7,0.55,0.113123555352147
"4",8,0.55,0.0644363314933938,8,0.9,0.116933611026749,8,0.6,0.142029746812391,8,0.6,0.0969378088029134,8,0.55,0.0857142857142857,8,0.55,0.0853623728224418,8,0.55,0.123391694226482
"5",9,0.55,0.0740656079818041,9,0.9,0.0918128086746871,9,0.55,0.139711802490348,9,0.6,0.0969378088029134,9,0.45,0.0806162489318173,9,0.45,0.078252599878567,9,0.5,0.112195165234696
"6",10,0.5,0.0590831306426006,10,0.9,0.0988505365257497,10,0.8,0.163931294717498,10,0.65,0.0823382768627975,10,0.5,0.0887785596473677,10,0.5,0.0952976004580452,10,0.5,0.097289804822751
"7",11,0.5,0.0787724700692845,11,0.9,0.0840857191398474,11,0.55,0.146764423203879,11,0.6,0.0969378088029134,11,0.4,0.0930437685024788,11,0.4,0.0972111104761179,11,0.55,0.115458270578153
"8",12,0.55,0.0694658923795098,12,0.9,0.10678989480589,12,0.55,0.141280586357902,12,0.6,0.0770369643583586,12,0.55,0.0742032509326889,12,0.4,0.0839095723176481,12,0.4,0.111066260789289
"9",13,0.55,0.0716069201991551,13,0.9,0.0942424142998322,13,0.65,0.135149199488746,13,0.6,0.101564295510031,13,0.5,0.0707178931258792,13,0.55,0.0949812011475354,13,0.55,0.102464528456616
"10",14,0.5,0.0624663174545013,14,0.9,0.081597568991399,14,0.65,0.100285307284481,14,0.6,0.0858570240075241,14,0.5,0.0737134551448225,14,0.5,0.0952761828601889,14,0.5,0.100818082278358
"11",15,0.5,0.0524890659167824,15,0.9,0.0755658923167897,15,0.65,0.160994992950408,15,0.6,0.0939821954479916,15,0.5,0.0807869458034211,15,0.5,0.0861950801190804,15,0.5,0.0659622650320869
"12",16,0.55,0.0549675228787743,16,0.9,0.0490314351478015,16,0.6,0.131742637171796,16,0.65,0.0963624111659431,16,0.5,0.0610202375262101,16,0.35,0.0874876084520149,16,0.5,0.0722876905432843
