"","Date","concentrations.TN","Flow"
"1",2009-07-07,1.23,28
"2",2009-07-14,1.14,26
"3",2009-07-28,1.01,26
"4",2009-08-04,0.94,23
"5",2009-08-11,1.01,27
"6",2009-08-18,0.85,23
"7",2009-08-25,0.84,21
"8",2009-09-01,0.84,20
"9",2009-09-08,2.954,22
"10",2009-09-15,1.115,24
"11",2009-09-22,1.63,44
"12",2009-09-29,1.51,24
"13",2009-10-06,1.47,15
"14",2009-10-09,2.51,1360
"15",2009-10-13,3.44,155
"16",2009-10-20,2.95,59
"17",2009-10-27,2.74,200
"18",2009-11-03,2.93,125
"19",2009-11-10,2.66,53
"20",2009-11-17,2.26,46
"21",2009-11-23,2.05,41
"22",2009-12-01,1.83,37
"23",2009-12-08,2.02,40
"24",2009-12-15,1.99,36
"25",2009-12-21,1.97,34
"26",2009-12-29,1.77,32
"27",2010-01-05,1.86,33
"28",2010-01-12,2.26,30
"29",2010-01-19,1.77,29
"30",2010-01-26,2.56,45
"31",2010-02-03,2.41,52
"32",2010-02-10,3.15,71
"33",2010-02-16,2.88,55
"34",2010-02-23,2.76,59
"35",2010-03-02,2.56,51
"36",2010-03-16,2.18,44
"37",2010-03-22,2.39,78
"38",2010-03-30,3.56,113
"39",2010-04-07,2.65,68
"40",2010-04-13,2.22,54
"41",2010-04-20,1.93,48
"42",2010-04-27,1.75,45
"43",2010-05-04,1.68,40
"44",2010-05-11,1.6,39
"45",2010-05-14,1.88,76
"46",2010-05-18,2.25,80
"47",2010-05-20,2.75,891
"48",2010-05-26,2.6,190
"49",2010-06-01,2.34,62
"50",2010-06-08,1.62,50
"51",2010-06-15,1.47,51
"52",2010-06-23,1,37
"53",2010-08-04,0.68,16
"54",2010-08-09,0.83,21
"55",2010-08-18,0.48,14
"56",2010-08-25,0.77,16
"57",2010-09-02,0.98,18
"58",2010-09-08,0.97,17
"59",2010-09-15,1.33,25
"60",2010-09-23,1.26,20
"61",2010-09-30,1.3,21
"62",2010-10-07,1.43,19
"63",2010-10-13,1.55,20
"64",2010-10-21,1.4,20
