"","Site","Const","Opt_MSE","f05_MSE"
"1","FCWSS","NO3",0.213326560799325,0.215172194849624
"2","FCWSS","TN",0.157800023605567,0.161623280789109
"3","FCWSS","SRP",0.206390297086958,0.207157652120812
"4","FCWSS","TP",0.188255295686406,0.188255295686406
"5","FCWSS","TSS",0.487856993318332,0.48763455834524
"6","FCWSS","Cl",0.013637065725425,0.0136547586488013
"7","FCWSS","SO4",0.0780963400286737,0.0782621027372409
