"","NO3test5to30stats.X.5.30.","NO3test5to30stats.NO3test5to30modes","NO3test5to30stats.NO3test5to30stdevs","TNtest5to30stats.X.5.30.","TNtest5to30stats.TNtest5to30modes","TNtest5to30stats.TNtest5to30stdevs","SRPtest5to30stats.X.5.30.","SRPtest5to30stats.SRPtest5to30modes","SRPtest5to30stats.SRPtest5to30stdevs","TPtest5to30stats.X.5.30.","TPtest5to30stats.TPtest5to30modes","TPtest5to30stats.TPtest5to30stdevs","TSStest5to30stats.X.5.30.","TSStest5to30stats.TSStest5to30modes","TSStest5to30stats.TSStest5to30stdevs","Cltest5to30stats.X.5.30.","Cltest5to30stats.Cltest5to30modes","Cltest5to30stats.Cltest5to30stdevs","SO4test5to30stats.X.5.30.","SO4test5to30stats.SO4test5to30modes","SO4test5to30stats.SO4test5to30stdevs"
"1",5,0.75,0.1141472375344,5,0.6,0.147596388429904,5,0.5,0.0874817765279707,5,0.4,0.132638068226498,5,0.45,0.230485291044255,5,0.8,0.0917016012590259,5,0.3,0.240950498769234
"2",6,0.75,0.102896817744966,6,0.6,0.158181631586694,6,0.45,0.0721676053732291,6,0.5,0.137781252242051,6,0.3,0.224744753179318,6,0.75,0.0943073568234229,6,0.4,0.190712948095898
"3",7,0.8,0.113501775586219,7,0.55,0.145882256128226,7,0.45,0.0903564370384629,7,0.45,0.131614774928926,7,0.9,0.257786891894551,7,0.85,0.0968061391205567,7,0.4,0.218811725985084
"4",8,0.7,0.116185109165662,8,0.75,0.125393258940643,8,0.5,0.0740656079818041,8,0.4,0.121138308539943,8,0.8,0.248713013863984,8,0.85,0.0873708960088413,8,0.35,0.205535636713402
"5",9,0.7,0.102100390772604,9,0.6,0.142946400687068,9,0.55,0.0896762885867489,9,0.45,0.122844683753635,9,0.25,0.239525466244389,9,0.85,0.0949973146774074,9,0.3,0.199294674657751
"6",10,0.65,0.112035890750806,10,0.65,0.147291880153604,10,0.45,0.068875812525301,10,0.5,0.120055259385512,10,0.85,0.253998634095636,10,0.85,0.0578615518602247,10,0.35,0.218578431260371
"7",11,0.7,0.0663632551390682,11,0.7,0.141150520324068,11,0.45,0.0711135912265922,11,0.6,0.115727512471569,11,0.3,0.220157642963178,11,0.85,0.069612630803231,11,0.35,0.215380536516659
"8",12,0.75,0.0837208676105867,12,0.65,0.130622528294162,12,0.5,0.060852783210711,12,0.45,0.123820970166855,12,0.25,0.237624296153506,12,0.75,0.0895339406628137,12,0.35,0.220113607030551
"9",13,0.75,0.0723159168975592,13,0.85,0.149147235841579,13,0.4,0.0735402152927643,13,0.6,0.0992882836255423,13,0.35,0.251290546530327,13,0.9,0.0845214620733717,13,0.35,0.236231035304035
"10",14,0.7,0.100488602257537,14,0.7,0.131179888951417,14,0.45,0.0553283335172488,14,0.5,0.101015254455221,14,0.85,0.25726980993121,14,0.8,0.0826845493056445,14,0.35,0.219870091515097
"11",15,0.75,0.0747512882968636,15,0.6,0.133129521097896,15,0.45,0.0552268050859363,15,0.45,0.0936177638821058,15,0.35,0.256365889672856,15,0.85,0.0919405309125948,15,0.35,0.221269528136236
"12",16,0.65,0.0762715342626298,16,0.75,0.118820736182447,16,0.5,0.0476488002290226,16,0.6,0.128273464257628,16,0.2,0.259962713181906,16,0.85,0.0836903915192961,16,0.35,0.202597922909755
"13",17,0.75,0.0933558039033941,17,0.75,0.122161652689193,17,0.45,0.0597699672042058,17,0.45,0.131645783240095,17,0.2,0.250305935256218,17,0.8,0.0521868698788795,17,0.4,0.218865348596635
"14",18,0.65,0.0708908330045686,18,0.7,0.127411433825178,18,0.45,0.0606091526731326,18,0.4,0.109381377365097,18,0.9,0.25660459537457,18,0.8,0.0621797919794868,18,0.4,0.227452618972724
"15",19,0.75,0.0795138288575757,19,0.6,0.115268099203021,19,0.45,0.0664631246540178,19,0.5,0.11383841036078,19,0.2,0.249562883163866,19,0.85,0.0616855091639546,19,0.35,0.221082679150602
"16",20,0.75,0.0828386678910229,20,0.6,0.125291496853033,20,0.4,0.0640869944461656,20,0.4,0.11246768243294,20,0.85,0.274746636532123,20,0.85,0.0642380775883346,20,0.4,0.221810730128188
"17",21,0.7,0.0808185167709803,21,0.55,0.127679445551453,21,0.4,0.0579936660862412,21,0.55,0.0880688506168872,21,0.2,0.263988249583892,21,0.85,0.0675292831417057,21,0.85,0.231066736538806
"18",22,0.75,0.0775912892228587,22,0.6,0.110120527660582,22,0.45,0.0596246764420263,22,0.45,0.114124886838579,22,0.2,0.259119387817387,22,0.85,0.0607436903584837,22,0.35,0.232501920114959
"19",23,0.65,0.0683702405723307,23,0.8,0.110767268428458,23,0.45,0.0642380775883346,23,0.45,0.0931314629314664,23,0.2,0.271052370871575,23,0.85,0.08315218406203,23,0.35,0.208981983404683
"20",24,0.7,0.0770369643583586,24,0.75,0.0996985251564302,24,0.4,0.0609533110048091,24,0.4,0.0978545359402498,24,0.3,0.266687924322778,24,0.85,0.0632132768281074,24,0.35,0.199243467104127
"21",25,0.75,0.0624744845876282,25,0.8,0.131024222717693,25,0.45,0.0524890659167824,25,0.6,0.0903564370384629,25,0.35,0.246504129203317,25,0.85,0.0546230122694433,25,0.35,0.208981983404683
"22",26,0.7,0.0755186150858833,26,0.75,0.128670596676084,26,0.45,0.058388215193388,26,0.4,0.0938137538325978,26,0.2,0.272509127351353,26,0.85,0.0828386678910229,26,0.35,0.172795148269001
"23",27,0.7,0.0624744845876282,27,0.55,0.119198000257161,27,0.45,0.0716852530873965,27,0.4,0.0953457724628135,27,0.3,0.250796689754544,27,0.85,0.068332918532008,27,0.4,0.223140845061351
"24",28,0.75,0.0621797919794868,28,0.55,0.134982992125917,28,0.45,0.0544827252157854,28,0.5,0.0903507902905251,28,0.8,0.271345852057059,28,0.85,0.0598382172603593,28,0.4,0.210237960416286
"25",29,0.75,0.0891227083456127,29,0.75,0.126123522219857,29,0.5,0.0534904149338544,29,0.4,0.110194633003868,29,0.85,0.270353132636799,29,0.85,0.0725905486623572,29,0.35,0.212672499013706
"26",30,0.7,0.068131026226631,30,0.8,0.132668837366441,30,0.5,0.0544077575501201,30,0.6,0.0954313515420528,30,0.3,0.250305935256218,30,0.75,0.0605754715631834,30,0.35,0.210250094032836
