"","Date","concentrations.TSS","Flow"
"1",2009-07-07,5.7,316
"2",2009-07-14,8.6,260
"3",2009-07-21,9.5,267
"4",2009-07-28,8.5,285
"5",2009-08-04,7.3,217
"6",2009-08-11,15.4,468
"7",2009-08-18,8,185
"8",2009-08-25,5.7,193
"9",2009-09-01,6.1,162
"10",2009-09-08,10.45,213
"11",2009-09-10,27.7,486
"12",2009-09-15,7.2,257
"13",2009-09-22,22.4,3160
"14",2009-09-29,5.9,360
"15",2009-10-06,4.1,270
"16",2009-10-09,286.8,18900
"17",2009-10-13,24.2,2570
"18",2009-10-20,5,768
"19",2009-10-27,5.15,1010
"20",2009-10-30,489.2,9940
"21",2009-11-03,5.7,1310
"22",2009-11-10,2.7,662
"23",2009-11-17,2.7,704
"24",2009-11-23,2.1,492
"25",2009-12-01,1.9,410
"26",2009-12-08,1.3,351
"27",2009-12-15,2.4,332
"28",2009-12-21,2,289
"29",2009-12-29,1.85,385
"30",2010-01-05,0.9,353
"31",2010-01-12,1.2,292
"32",2010-01-19,2.5,311
"33",2010-01-26,4.5,853
"34",2010-02-03,9.3,1170
"35",2010-02-10,5.1,1170
"36",2010-02-16,2.5,777
"37",2010-02-23,6.5,982
"38",2010-03-02,4,608
"39",2010-03-08,5,513
"40",2010-03-16,3.3,475
"41",2010-03-22,15.7,1570
"42",2010-03-30,10.1,1320
"43",2010-04-07,9.1,931
"44",2010-04-13,7.8,621
"45",2010-04-20,5.5,493
"46",2010-04-27,6.4,557
"47",2010-05-04,7.3,418
"48",2010-05-11,13,628
"49",2010-05-14,28.3,1700
"50",2010-05-14,85.4,1700
"51",2010-05-15,132.9,4440
"52",2010-05-18,26.1,1360
"53",2010-05-26,18.1,3710
"54",2010-06-01,10.5,597
"55",2010-06-08,14.1,613
"56",2010-06-15,8.6,440
"57",2010-06-23,1.9,338
"58",2010-08-04,4.4,273
"59",2010-08-09,5.2,233
"60",2010-08-18,5.1,200
"61",2010-08-25,6.1,171
"62",2010-09-02,10.9,602
"63",2010-09-08,6.8,216
"64",2010-09-15,31.3,946
"65",2010-09-23,7.5,247
"66",2010-09-30,4.2,246
"67",2010-10-07,2.3,202
"68",2010-10-13,3.5,188
"69",2010-10-21,3.1,205
"70",2010-10-28,2.1,210
"71",2010-11-03,2.5,200
"72",2010-11-11,2.7,177
"73",2010-11-16,1.9,177
"74",2010-11-29,2.1,283
"75",2010-12-09,0.9,196
"76",2010-12-16,1.8,183
"77",2011-01-06,0.6,218
"78",2011-01-12,0.8,178
"79",2011-01-21,0.9,177
"80",2011-01-26,0.7,174
"81",2011-02-06,1.1,213
"82",2011-02-12,1.9,275
"83",2011-02-14,19.5,673
"84",2011-02-25,15.5,753
"85",2011-02-28,410.6,2180
"86",2011-03-14,30.9,642
"87",2011-03-31,4.7,265
"88",2011-04-07,4.7,241
"89",2011-04-11,36.2,471
"90",2011-04-20,5.5,308
"91",2011-04-23,459.6,4140
"92",2011-04-25,455,44900
"93",2011-04-26,491.6,42700
"94",2011-05-11,10.2,871
"95",2011-05-18,5.3,608
"96",2011-05-24,293.63,31600
"97",2011-06-09,6.4,594
"98",2011-06-16,5.4,485
"99",2011-07-14,4.9,291
"100",2011-07-20,4,221
"101",2011-07-28,4.5,193
"102",2011-08-04,5.5,177
"103",2011-08-10,7.1,329
"104",2011-08-17,4.2,263
"105",2011-08-31,5,170
"106",2011-09-07,4.7,141
"107",2011-09-15,3.4,139
"108",2011-09-19,25.6,783
"109",2011-09-29,4.2,234
"110",2011-10-05,2.3,186
"111",2011-10-13,11.4,427
"112",2011-10-27,2.5,207
"113",2011-11-02,1.6,191
"114",2011-11-09,121.35,7390
"115",2011-11-16,4.7,537
"116",2011-11-30,1.7,509
"117",2011-12-07,2.05,630
"118",2011-12-15,389,3250
"119",2012-01-04,1.6,363
"120",2012-01-11,1.6,381
"121",2012-01-18,1.5,311
"122",2012-01-26,64.9,2700
"123",2012-02-01,4.1,571
"124",2012-02-04,174.6,2120
"125",2012-02-15,3.2,472
"126",2012-02-29,3,366
"127",2012-03-15,6,442
"128",2012-03-20,345.2,3310
"129",2012-03-22,67.1,7290
"130",2012-03-28,11.85,1010
"131",2012-04-11,6.3,417
"132",2012-04-16,23,792
"133",2012-04-25,5.1,302
"134",2012-05-02,11.6,435
"135",2012-05-09,5.1,244
"136",2012-05-17,5,205
"137",2012-05-23,5,179
"138",2012-05-31,6,197
"139",2012-06-04,11.3,389
"140",2012-06-13,5.3,158
"141",2012-06-20,8.1,136
"142",2012-06-28,5.7,122
"143",2012-07-11,4.7,112
"144",2012-07-18,5.15,102
"145",2012-07-25,4.4,90
"146",2012-08-01,4.9,96
"147",2012-08-16,5.7,113
"148",2012-08-21,5.2,120
"149",2012-08-27,109.7,449
"150",2012-09-04,8.9,143
"151",2012-09-06,9.1,134
"152",2012-09-11,7.2,157
"153",2012-09-25,4.1,125
"154",2012-10-02,3,116
"155",2012-10-09,0.3,114
"156",2012-10-13,24.5,540
"157",2012-10-16,3.5,283
"158",2012-10-23,1.9,148
"159",2012-11-01,1.3,131
"160",2012-11-15,1.9,148
"161",2012-11-27,0.7,120
"162",2012-12-04,4.3,193
"163",2012-12-11,0.9,150
"164",2013-01-03,1.1,184
"165",2013-01-11,0.3,153
"166",2013-01-15,0.9,160
