"","Site","Const","Opt_MSE","f05_MSE"
"1","IR59","NO3",0.101134743232645,0.101339555224409
"2","IR59","TN",0.0395326893083976,0.0398772616531268
"3","IR59","SRP",0.333190534845349,0.335318209122424
"4","IR59","TP",0.286297779873183,0.287709143526122
"5","IR59","TSS",0.837994134556382,0.843623964195984
"6","IR59","Cl",0.0484608072581952,0.0490259201067944
"7","IR59","SO4",0.0406465225593828,0.0408882085948337
